edge_id,from_node_id,to_node_id,relationship,observation_id,cell_id,evidence_basis
edge:37412f7861bd15855e6a,transformation_run:9c729c994c878f480a2a,observation:389c8092fc51c52bc4eb,transformation_run_derives_observation,6ad6dfc4b05d0f292d1f,425bfdd5ca02ab3e3cc1,H6 transformation_run_id
edge:43ae3e2233f62017166f,transformation_run:9c729c994c878f480a2a,observation:4d4d1e51259f85b21f1d,transformation_run_derives_observation,e06e475e6f5cb8748897,4aab4307f4906503d2a4,H6 transformation_run_id
edge:49417f7bf71f704f881c,transformation_run:9c729c994c878f480a2a,observation:ea029425bb6e7db0f2d4,transformation_run_derives_observation,27f750d142897641b3b1,e33e2f8351747300cba7,H6 transformation_run_id
edge:4dc91ad8b186163d3077,transformation_run:9c729c994c878f480a2a,observation:864f2c2d1b88e471e06c,transformation_run_derives_observation,49b82f2b710bfb946f9f,e4982bb0d13ac08094aa,H6 transformation_run_id
edge:51c6223ad23250d58526,transformation_run:9c729c994c878f480a2a,observation:31d333568319d88d97b2,transformation_run_derives_observation,a16c09b869c2ad72a4ea,4aab4307f4906503d2a4,H6 transformation_run_id
edge:61b0ebbf313e66e128a4,transformation_run:9c729c994c878f480a2a,observation:faa7a4c88494a64e5e39,transformation_run_derives_observation,bc696217068415ca73e2,4aab4307f4906503d2a4,H6 transformation_run_id
edge:6a34248e14977fc1f6f5,transformation_run:9c729c994c878f480a2a,observation:fd786e62692104822637,transformation_run_derives_observation,87cdfc70ee6d45666fec,425bfdd5ca02ab3e3cc1,H6 transformation_run_id
edge:768168d5680efa71f663,transformation_run:9c729c994c878f480a2a,observation:6e3265bf4a2eadf39698,transformation_run_derives_observation,4af2e0e7825c9f2ac443,71a013b45f47a8aefa7d,H6 transformation_run_id
edge:76a47c6e1899d15a1457,transformation_run:9c729c994c878f480a2a,observation:667f983b01d3cdf7458e,transformation_run_derives_observation,9fcd6d7d4f2e24e56db1,1c03a76cb6a98f53235d,H6 transformation_run_id
edge:7bcb5200bb3ce7ae49b3,transformation_run:9c729c994c878f480a2a,observation:1b7b7decaafba2e44741,transformation_run_derives_observation,f831d08aa91c95864cd0,05ae4dff5d60b5021813,H6 transformation_run_id
edge:8083f2bd52076108df80,transformation_run:9c729c994c878f480a2a,observation:e19175cc2d07bb652fd5,transformation_run_derives_observation,69745dd19d776c69570e,425bfdd5ca02ab3e3cc1,H6 transformation_run_id
edge:819d219ed154d34a01e6,transformation_run:9c729c994c878f480a2a,observation:04df2a67b487f338de1b,transformation_run_derives_observation,5fab5a82719cacffcbe4,1c03a76cb6a98f53235d,H6 transformation_run_id
edge:867f090cd3d72e66f7b9,transformation_run:9c729c994c878f480a2a,observation:4451fa83b206a52cd53e,transformation_run_derives_observation,463dda3fe5140e2fbed2,7c1c5248808f73b2f3a6,H6 transformation_run_id
edge:8b15592443d249ad6231,transformation_run:9c729c994c878f480a2a,observation:a7e8ddddcfeb654133b3,transformation_run_derives_observation,72e8553f361951a0c2c8,3087bf08970908c509ca,H6 transformation_run_id
edge:8d20bbcce9517e3c1cff,transformation_run:9c729c994c878f480a2a,observation:e36405cf00bd435e3d3d,transformation_run_derives_observation,74fed6e1c3d917191be6,53b2a1ef09a68d6c5173,H6 transformation_run_id
edge:8ef8a0b5a4e294041dcb,transformation_run:9c729c994c878f480a2a,observation:be61f5d1cfa355a917f0,transformation_run_derives_observation,356dadeceba952eb2a0c,e33e2f8351747300cba7,H6 transformation_run_id
edge:8f7c4edec4ca388ce02e,transformation_run:9c729c994c878f480a2a,observation:294d2d83bf86fa753446,transformation_run_derives_observation,6fbf4aae1b9a6de0051a,94651a48df17d3b56a1b,H6 transformation_run_id
edge:932e5dadf917fe05c76b,transformation_run:9c729c994c878f480a2a,observation:96242f6669896b9035de,transformation_run_derives_observation,df8ae4a2843995c9185d,3087bf08970908c509ca,H6 transformation_run_id
edge:9352f4882522e12c3b63,transformation_run:9c729c994c878f480a2a,observation:3a58dba97aae26b9300b,transformation_run_derives_observation,cb0d5147421c66597d95,7c1c5248808f73b2f3a6,H6 transformation_run_id
edge:9df49bcfbca1d3b565bb,transformation_run:9c729c994c878f480a2a,observation:3b1d7e44c2f83aa6fe02,transformation_run_derives_observation,deabb3549fa520121850,71a013b45f47a8aefa7d,H6 transformation_run_id
edge:a11eae3f8789603d21e2,transformation_run:9c729c994c878f480a2a,observation:da340ced2539c49628bf,transformation_run_derives_observation,a34fc65bf470c1e7ce20,af12d1ae8c1555d899be,H6 transformation_run_id
edge:a2b198f7ce6113647ee7,transformation_run:9c729c994c878f480a2a,observation:3b44dd267dadc5b9eb40,transformation_run_derives_observation,2766cbe2cf960f73ba05,71a013b45f47a8aefa7d,H6 transformation_run_id
edge:a50a94e1fb14c9a1ac45,transformation_run:9c729c994c878f480a2a,observation:0970843830c2ae7c8503,transformation_run_derives_observation,f2b9db071dd4766d6307,e4982bb0d13ac08094aa,H6 transformation_run_id
edge:a5286d8eceb1e780e8c5,transformation_run:9c729c994c878f480a2a,observation:885040ab6fb9ac0096b2,transformation_run_derives_observation,9fe0a3bb2baed4ce3810,7c1c5248808f73b2f3a6,H6 transformation_run_id
edge:b15c70344059bbbe50a4,transformation_run:9c729c994c878f480a2a,observation:c0e44bfaff03fb3d0e85,transformation_run_derives_observation,69a1ecde0bf18c3a84ae,af12d1ae8c1555d899be,H6 transformation_run_id
edge:b7a1d1489f1b40031563,transformation_run:9c729c994c878f480a2a,observation:202f97684ab8629aa916,transformation_run_derives_observation,d3d17696ddd6a7bcb743,af12d1ae8c1555d899be,H6 transformation_run_id
edge:c30bcbd508ecf3981de3,transformation_run:9c729c994c878f480a2a,observation:cc516c3714c088b54218,transformation_run_derives_observation,f4b6cbcb460eaef0f82e,e4982bb0d13ac08094aa,H6 transformation_run_id
edge:c5edbc10b853503841f3,transformation_run:9c729c994c878f480a2a,observation:5f781c26691e4c1d4e63,transformation_run_derives_observation,05a8528c88245297d4ba,5b5eeef107bb6f124496,H6 transformation_run_id
edge:d90a7453e41ad4b500e0,transformation_run:9c729c994c878f480a2a,observation:3f64e0aa5f69399e8a04,transformation_run_derives_observation,09bd4158de9b28a03d83,1c03a76cb6a98f53235d,H6 transformation_run_id
edge:dbcf8ca0849575f45e1f,transformation_run:9c729c994c878f480a2a,observation:1ecfe2896341b81743b9,transformation_run_derives_observation,edde0b27f2f31f5fb962,5b5eeef107bb6f124496,H6 transformation_run_id
edge:f5da48b151f63536dd8c,transformation_run:9c729c994c878f480a2a,observation:de0321deca75854654ba,transformation_run_derives_observation,506a60e86fb32d9c608b,e33e2f8351747300cba7,H6 transformation_run_id
edge:068e7fc40583f94677f7,transformation_version:37a19e6adfcd3ab8b59b,observation:389c8092fc51c52bc4eb,transformation_version_projects_observation,6ad6dfc4b05d0f292d1f,425bfdd5ca02ab3e3cc1,H6 transformation_version
edge:08c33d97107a395b9492,transformation_version:37a19e6adfcd3ab8b59b,observation:3b44dd267dadc5b9eb40,transformation_version_projects_observation,2766cbe2cf960f73ba05,71a013b45f47a8aefa7d,H6 transformation_version
edge:095d1c402057382edf11,transformation_version:37a19e6adfcd3ab8b59b,observation:202f97684ab8629aa916,transformation_version_projects_observation,d3d17696ddd6a7bcb743,af12d1ae8c1555d899be,H6 transformation_version
edge:0a270241b26e6e2080fc,transformation_version:37a19e6adfcd3ab8b59b,observation:fd786e62692104822637,transformation_version_projects_observation,87cdfc70ee6d45666fec,425bfdd5ca02ab3e3cc1,H6 transformation_version
edge:179fbd27dbe741b3fd68,transformation_version:37a19e6adfcd3ab8b59b,observation:96242f6669896b9035de,transformation_version_projects_observation,df8ae4a2843995c9185d,3087bf08970908c509ca,H6 transformation_version
edge:205cac894fa3e564c199,transformation_version:37a19e6adfcd3ab8b59b,observation:de0321deca75854654ba,transformation_version_projects_observation,506a60e86fb32d9c608b,e33e2f8351747300cba7,H6 transformation_version
edge:21c7153c8b64564a6cf9,transformation_version:37a19e6adfcd3ab8b59b,observation:4d4d1e51259f85b21f1d,transformation_version_projects_observation,e06e475e6f5cb8748897,4aab4307f4906503d2a4,H6 transformation_version
edge:24baeb3befec58ea9ff0,transformation_version:37a19e6adfcd3ab8b59b,observation:f99fdeebfc608df3a8bb,transformation_version_projects_observation,e313de2e0e1a97bc17ff,7e097ceb497e25947325,H6 transformation_version
edge:2d3bee5e5358a70c573b,transformation_version:37a19e6adfcd3ab8b59b,observation:1ecfe2896341b81743b9,transformation_version_projects_observation,edde0b27f2f31f5fb962,5b5eeef107bb6f124496,H6 transformation_version
edge:2e4e18b15ef882e16f17,transformation_version:37a19e6adfcd3ab8b59b,observation:04df2a67b487f338de1b,transformation_version_projects_observation,5fab5a82719cacffcbe4,1c03a76cb6a98f53235d,H6 transformation_version
edge:34ed236058b7a95e44e3,transformation_version:37a19e6adfcd3ab8b59b,observation:31d333568319d88d97b2,transformation_version_projects_observation,a16c09b869c2ad72a4ea,4aab4307f4906503d2a4,H6 transformation_version
edge:3abe169384a715c0051c,transformation_version:37a19e6adfcd3ab8b59b,observation:4451fa83b206a52cd53e,transformation_version_projects_observation,463dda3fe5140e2fbed2,7c1c5248808f73b2f3a6,H6 transformation_version
edge:405ab0ef867bf476557b,transformation_version:37a19e6adfcd3ab8b59b,observation:c8636f1fbb21ce328ae5,transformation_version_projects_observation,b55b4fefc9148be667c1,94651a48df17d3b56a1b,H6 transformation_version
edge:4170411ce19a40cc4706,transformation_version:37a19e6adfcd3ab8b59b,observation:faa7a4c88494a64e5e39,transformation_version_projects_observation,bc696217068415ca73e2,4aab4307f4906503d2a4,H6 transformation_version
edge:4231fe09332cb7db8329,transformation_version:37a19e6adfcd3ab8b59b,observation:e19175cc2d07bb652fd5,transformation_version_projects_observation,69745dd19d776c69570e,425bfdd5ca02ab3e3cc1,H6 transformation_version
edge:4564be43defef619899b,transformation_version:37a19e6adfcd3ab8b59b,observation:3a58dba97aae26b9300b,transformation_version_projects_observation,cb0d5147421c66597d95,7c1c5248808f73b2f3a6,H6 transformation_version
edge:4e3c08d5340bb1b817ec,transformation_version:37a19e6adfcd3ab8b59b,observation:8723d68bb99c76a272c0,transformation_version_projects_observation,211b04665de26cd11d77,53b2a1ef09a68d6c5173,H6 transformation_version
edge:51cb1bb5ab9957bd18ba,transformation_version:37a19e6adfcd3ab8b59b,observation:da340ced2539c49628bf,transformation_version_projects_observation,a34fc65bf470c1e7ce20,af12d1ae8c1555d899be,H6 transformation_version
edge:55302a250720abf44157,transformation_version:37a19e6adfcd3ab8b59b,observation:864f2c2d1b88e471e06c,transformation_version_projects_observation,49b82f2b710bfb946f9f,e4982bb0d13ac08094aa,H6 transformation_version
edge:61ddcd861a754a2db3f8,transformation_version:37a19e6adfcd3ab8b59b,observation:be61f5d1cfa355a917f0,transformation_version_projects_observation,356dadeceba952eb2a0c,e33e2f8351747300cba7,H6 transformation_version
edge:7e2649970612e486f535,transformation_version:37a19e6adfcd3ab8b59b,observation:5f781c26691e4c1d4e63,transformation_version_projects_observation,05a8528c88245297d4ba,5b5eeef107bb6f124496,H6 transformation_version
edge:7e52e2a4db4cbb88c0d5,transformation_version:37a19e6adfcd3ab8b59b,observation:cc516c3714c088b54218,transformation_version_projects_observation,f4b6cbcb460eaef0f82e,e4982bb0d13ac08094aa,H6 transformation_version
edge:879183e48b47417c9fc8,transformation_version:37a19e6adfcd3ab8b59b,observation:5577ee9eb9f8775867ee,transformation_version_projects_observation,d99bc3566095bc6ee582,7e097ceb497e25947325,H6 transformation_version
edge:923197de9da1b1581d2b,transformation_version:37a19e6adfcd3ab8b59b,observation:0970843830c2ae7c8503,transformation_version_projects_observation,f2b9db071dd4766d6307,e4982bb0d13ac08094aa,H6 transformation_version
edge:9bb4dcccb5e9eb7b013c,transformation_version:37a19e6adfcd3ab8b59b,observation:885040ab6fb9ac0096b2,transformation_version_projects_observation,9fe0a3bb2baed4ce3810,7c1c5248808f73b2f3a6,H6 transformation_version
edge:a4fae249bfd22d89a4b8,transformation_version:37a19e6adfcd3ab8b59b,observation:3b1d7e44c2f83aa6fe02,transformation_version_projects_observation,deabb3549fa520121850,71a013b45f47a8aefa7d,H6 transformation_version
edge:a4fd3a6cf3d2d66a2746,transformation_version:37a19e6adfcd3ab8b59b,observation:667f983b01d3cdf7458e,transformation_version_projects_observation,9fcd6d7d4f2e24e56db1,1c03a76cb6a98f53235d,H6 transformation_version
edge:a96b6155a63385fad2c8,transformation_version:37a19e6adfcd3ab8b59b,observation:b9d9aa4f2beeae259666,transformation_version_projects_observation,cfe502c53f19a90449e6,94651a48df17d3b56a1b,H6 transformation_version
edge:b8ff807207c339dfdaeb,transformation_version:37a19e6adfcd3ab8b59b,observation:6e3265bf4a2eadf39698,transformation_version_projects_observation,4af2e0e7825c9f2ac443,71a013b45f47a8aefa7d,H6 transformation_version
edge:ca93c84eb7b7ac807500,transformation_version:37a19e6adfcd3ab8b59b,observation:ea029425bb6e7db0f2d4,transformation_version_projects_observation,27f750d142897641b3b1,e33e2f8351747300cba7,H6 transformation_version
edge:d71314a9a970785ba602,transformation_version:37a19e6adfcd3ab8b59b,observation:e36405cf00bd435e3d3d,transformation_version_projects_observation,74fed6e1c3d917191be6,53b2a1ef09a68d6c5173,H6 transformation_version
edge:d8f67d6a1dca34d3eedc,transformation_version:37a19e6adfcd3ab8b59b,observation:a7e8ddddcfeb654133b3,transformation_version_projects_observation,72e8553f361951a0c2c8,3087bf08970908c509ca,H6 transformation_version
edge:d969becee0c116fda7a2,transformation_version:37a19e6adfcd3ab8b59b,observation:3f64e0aa5f69399e8a04,transformation_version_projects_observation,09bd4158de9b28a03d83,1c03a76cb6a98f53235d,H6 transformation_version
edge:dad369d120cd503f6b21,transformation_version:37a19e6adfcd3ab8b59b,observation:e4c9a85a54e3ad78e66c,transformation_version_projects_observation,ad8a7f5c7869af674e3a,05ae4dff5d60b5021813,H6 transformation_version
edge:dbf329a67bf0b99be3c5,transformation_version:37a19e6adfcd3ab8b59b,observation:1b7b7decaafba2e44741,transformation_version_projects_observation,f831d08aa91c95864cd0,05ae4dff5d60b5021813,H6 transformation_version
edge:e23b44b4f182ff27a72b,transformation_version:37a19e6adfcd3ab8b59b,observation:294d2d83bf86fa753446,transformation_version_projects_observation,6fbf4aae1b9a6de0051a,94651a48df17d3b56a1b,H6 transformation_version
edge:f374f6921f2a1ecfbfdc,transformation_version:37a19e6adfcd3ab8b59b,observation:c8d559d64c4d785c41a3,transformation_version_projects_observation,1721995859418ecf608c,3087bf08970908c509ca,H6 transformation_version
edge:fdbedcd80109dc4a7fc6,transformation_version:37a19e6adfcd3ab8b59b,observation:c0e44bfaff03fb3d0e85,transformation_version_projects_observation,69a1ecde0bf18c3a84ae,af12d1ae8c1555d899be,H6 transformation_version
edge:0829fe33902324f7a53e,vintage:26fea14cace77e23d749,observation:e4c9a85a54e3ad78e66c,vintage_contextualizes_observation,ad8a7f5c7869af674e3a,05ae4dff5d60b5021813,H6 vintage_id foreign key
edge:0a1ea092bd57f2acf87a,vintage:ee62d93cbabad154b03d,observation:294d2d83bf86fa753446,vintage_contextualizes_observation,6fbf4aae1b9a6de0051a,94651a48df17d3b56a1b,H6 vintage_id foreign key
edge:0dd5a1be3ff4457d7893,vintage:c0a2e938ba2212e1aa72,observation:c8636f1fbb21ce328ae5,vintage_contextualizes_observation,b55b4fefc9148be667c1,94651a48df17d3b56a1b,H6 vintage_id foreign key
edge:1193bd5123736f415488,vintage:26fea14cace77e23d749,observation:0970843830c2ae7c8503,vintage_contextualizes_observation,f2b9db071dd4766d6307,e4982bb0d13ac08094aa,H6 vintage_id foreign key
edge:1b71e2e3675f3855fe4a,vintage:ee62d93cbabad154b03d,observation:f99fdeebfc608df3a8bb,vintage_contextualizes_observation,e313de2e0e1a97bc17ff,7e097ceb497e25947325,H6 vintage_id foreign key
edge:208c7e809f89862ff149,vintage:26fea14cace77e23d749,observation:4451fa83b206a52cd53e,vintage_contextualizes_observation,463dda3fe5140e2fbed2,7c1c5248808f73b2f3a6,H6 vintage_id foreign key
edge:25f39565c4ec44e75f9f,vintage:ee62d93cbabad154b03d,observation:3b44dd267dadc5b9eb40,vintage_contextualizes_observation,2766cbe2cf960f73ba05,71a013b45f47a8aefa7d,H6 vintage_id foreign key
edge:4f5cdc765a96c1e7b023,vintage:ee62d93cbabad154b03d,observation:da340ced2539c49628bf,vintage_contextualizes_observation,a34fc65bf470c1e7ce20,af12d1ae8c1555d899be,H6 vintage_id foreign key
edge:529df786055424fd8979,vintage:c0a2e938ba2212e1aa72,observation:6e3265bf4a2eadf39698,vintage_contextualizes_observation,4af2e0e7825c9f2ac443,71a013b45f47a8aefa7d,H6 vintage_id foreign key
edge:60aa51e021718660e753,vintage:26fea14cace77e23d749,observation:04df2a67b487f338de1b,vintage_contextualizes_observation,5fab5a82719cacffcbe4,1c03a76cb6a98f53235d,H6 vintage_id foreign key
edge:6277b384fe2ec9eae234,vintage:26fea14cace77e23d749,observation:c0e44bfaff03fb3d0e85,vintage_contextualizes_observation,69a1ecde0bf18c3a84ae,af12d1ae8c1555d899be,H6 vintage_id foreign key
edge:65704a0478d260b5c0ec,vintage:ee62d93cbabad154b03d,observation:389c8092fc51c52bc4eb,vintage_contextualizes_observation,6ad6dfc4b05d0f292d1f,425bfdd5ca02ab3e3cc1,H6 vintage_id foreign key
edge:6f1a0ab10fd6e0d71563,vintage:ee62d93cbabad154b03d,observation:667f983b01d3cdf7458e,vintage_contextualizes_observation,9fcd6d7d4f2e24e56db1,1c03a76cb6a98f53235d,H6 vintage_id foreign key
edge:731d0ee94c9206fa7238,vintage:ee62d93cbabad154b03d,observation:ea029425bb6e7db0f2d4,vintage_contextualizes_observation,27f750d142897641b3b1,e33e2f8351747300cba7,H6 vintage_id foreign key
edge:7d5f0128e92a91e061de,vintage:26fea14cace77e23d749,observation:be61f5d1cfa355a917f0,vintage_contextualizes_observation,356dadeceba952eb2a0c,e33e2f8351747300cba7,H6 vintage_id foreign key
edge:8002f529a0241c261486,vintage:c0a2e938ba2212e1aa72,observation:3f64e0aa5f69399e8a04,vintage_contextualizes_observation,09bd4158de9b28a03d83,1c03a76cb6a98f53235d,H6 vintage_id foreign key
edge:940a6891914692dd7d5c,vintage:c0a2e938ba2212e1aa72,observation:4d4d1e51259f85b21f1d,vintage_contextualizes_observation,e06e475e6f5cb8748897,4aab4307f4906503d2a4,H6 vintage_id foreign key
edge:94d40b12757b8346b657,vintage:26fea14cace77e23d749,observation:e19175cc2d07bb652fd5,vintage_contextualizes_observation,69745dd19d776c69570e,425bfdd5ca02ab3e3cc1,H6 vintage_id foreign key
edge:a29c74760d3a34390589,vintage:26fea14cace77e23d749,observation:faa7a4c88494a64e5e39,vintage_contextualizes_observation,bc696217068415ca73e2,4aab4307f4906503d2a4,H6 vintage_id foreign key
edge:a4f05f224637387bceb6,vintage:ee62d93cbabad154b03d,observation:8723d68bb99c76a272c0,vintage_contextualizes_observation,211b04665de26cd11d77,53b2a1ef09a68d6c5173,H6 vintage_id foreign key
edge:ae087166809b3fea1b61,vintage:ee62d93cbabad154b03d,observation:1b7b7decaafba2e44741,vintage_contextualizes_observation,f831d08aa91c95864cd0,05ae4dff5d60b5021813,H6 vintage_id foreign key
edge:aeda832233a681c8f30f,vintage:ee62d93cbabad154b03d,observation:885040ab6fb9ac0096b2,vintage_contextualizes_observation,9fe0a3bb2baed4ce3810,7c1c5248808f73b2f3a6,H6 vintage_id foreign key
edge:b8450243e74fef4dbc62,vintage:c0a2e938ba2212e1aa72,observation:202f97684ab8629aa916,vintage_contextualizes_observation,d3d17696ddd6a7bcb743,af12d1ae8c1555d899be,H6 vintage_id foreign key
edge:bb9fc51fe14dc8f5bb33,vintage:c0a2e938ba2212e1aa72,observation:864f2c2d1b88e471e06c,vintage_contextualizes_observation,49b82f2b710bfb946f9f,e4982bb0d13ac08094aa,H6 vintage_id foreign key
edge:bc59570360fb07f09b61,vintage:ee62d93cbabad154b03d,observation:31d333568319d88d97b2,vintage_contextualizes_observation,a16c09b869c2ad72a4ea,4aab4307f4906503d2a4,H6 vintage_id foreign key
edge:c54b941252b94989378f,vintage:c0a2e938ba2212e1aa72,observation:96242f6669896b9035de,vintage_contextualizes_observation,df8ae4a2843995c9185d,3087bf08970908c509ca,H6 vintage_id foreign key
edge:ce406a537c20e41ead18,vintage:c0a2e938ba2212e1aa72,observation:de0321deca75854654ba,vintage_contextualizes_observation,506a60e86fb32d9c608b,e33e2f8351747300cba7,H6 vintage_id foreign key
edge:d1f11d2d92ca8ed209b8,vintage:26fea14cace77e23d749,observation:5577ee9eb9f8775867ee,vintage_contextualizes_observation,d99bc3566095bc6ee582,7e097ceb497e25947325,H6 vintage_id foreign key
edge:d5d20677d08a09549e92,vintage:26fea14cace77e23d749,observation:1ecfe2896341b81743b9,vintage_contextualizes_observation,edde0b27f2f31f5fb962,5b5eeef107bb6f124496,H6 vintage_id foreign key
edge:d67204796986e8c53094,vintage:26fea14cace77e23d749,observation:c8d559d64c4d785c41a3,vintage_contextualizes_observation,1721995859418ecf608c,3087bf08970908c509ca,H6 vintage_id foreign key
edge:deddc3975c519b481e33,vintage:26fea14cace77e23d749,observation:3b1d7e44c2f83aa6fe02,vintage_contextualizes_observation,deabb3549fa520121850,71a013b45f47a8aefa7d,H6 vintage_id foreign key
edge:e3ff9eef1e0bd2d22e67,vintage:c0a2e938ba2212e1aa72,observation:3a58dba97aae26b9300b,vintage_contextualizes_observation,cb0d5147421c66597d95,7c1c5248808f73b2f3a6,H6 vintage_id foreign key
edge:e8262ed7ccafd3c11582,vintage:ee62d93cbabad154b03d,observation:a7e8ddddcfeb654133b3,vintage_contextualizes_observation,72e8553f361951a0c2c8,3087bf08970908c509ca,H6 vintage_id foreign key
edge:ef56db4e079a92a72593,vintage:c0a2e938ba2212e1aa72,observation:fd786e62692104822637,vintage_contextualizes_observation,87cdfc70ee6d45666fec,425bfdd5ca02ab3e3cc1,H6 vintage_id foreign key
edge:f2fdf70aacc0f961000a,vintage:ee62d93cbabad154b03d,observation:5f781c26691e4c1d4e63,vintage_contextualizes_observation,05a8528c88245297d4ba,5b5eeef107bb6f124496,H6 vintage_id foreign key
edge:f660f6f84043ef603aab,vintage:26fea14cace77e23d749,observation:e36405cf00bd435e3d3d,vintage_contextualizes_observation,74fed6e1c3d917191be6,53b2a1ef09a68d6c5173,H6 vintage_id foreign key
edge:f9e580df51741a46af85,vintage:26fea14cace77e23d749,observation:b9d9aa4f2beeae259666,vintage_contextualizes_observation,cfe502c53f19a90449e6,94651a48df17d3b56a1b,H6 vintage_id foreign key
edge:fb9c311458bc8cbdf1c3,vintage:ee62d93cbabad154b03d,observation:cc516c3714c088b54218,vintage_contextualizes_observation,f4b6cbcb460eaef0f82e,e4982bb0d13ac08094aa,H6 vintage_id foreign key
