source_id,indicator_key,series_key,release_date,observed_period,geo_level,geo_code,geo_name,unit,value,producer,methodology_version,source_record_id
bps_tpb_2024,sdg15_forest_cover,total,2024-12-31,2019,national,9999,Indonesia,percent,50.10,KLHK,tpb-2024-figure,page=162;figure=Gambar 15.1;series=total;year=2019
bps_tpb_2024,sdg15_forest_cover,total,2024-12-31,2020,national,9999,Indonesia,percent,50.90,KLHK,tpb-2024-figure,page=162;figure=Gambar 15.1;series=total;year=2020
bps_tpb_2024,sdg15_forest_cover,total,2024-12-31,2021,national,9999,Indonesia,percent,50.80,KLHK,tpb-2024-figure,page=162;figure=Gambar 15.1;series=total;year=2021
bps_tpb_2024,sdg15_forest_cover,total,2024-12-31,2022,national,9999,Indonesia,percent,51.20,KLHK,tpb-2024-figure,page=162;figure=Gambar 15.1;series=total;year=2022
bps_tpb_2025,sdg04_completion_rate,sd.total,2025-12-30,2020,national,9999,Indonesia,percent,96.00,Badan Pusat Statistik,tpb-2025-figure,page=25;figure=Gambar 4.1;series=sd.total;year=2020
bps_tpb_2025,sdg04_completion_rate,sd.total,2025-12-30,2021,national,9999,Indonesia,percent,97.37,Badan Pusat Statistik,tpb-2025-figure,page=25;figure=Gambar 4.1;series=sd.total;year=2021
bps_tpb_2025,sdg04_completion_rate,sd.total,2025-12-30,2022,national,9999,Indonesia,percent,97.82,Badan Pusat Statistik,tpb-2025-figure,page=25;figure=Gambar 4.1;series=sd.total;year=2022
bps_tpb_2025,sdg04_completion_rate,sd.total,2025-12-30,2023,national,9999,Indonesia,percent,97.83,Badan Pusat Statistik,tpb-2025-figure,page=25;figure=Gambar 4.1;series=sd.total;year=2023
bps_tpb_2025,sdg04_completion_rate,sd.total,2025-12-30,2024,national,9999,Indonesia,percent,97.84,Badan Pusat Statistik,tpb-2025-figure,page=25;figure=Gambar 4.1;series=sd.total;year=2024
bps_tpb_2025,sdg04_completion_rate,sma.total,2025-12-30,2020,national,9999,Indonesia,percent,63.95,Badan Pusat Statistik,tpb-2025-figure,page=25;figure=Gambar 4.1;series=sma.total;year=2020
bps_tpb_2025,sdg04_completion_rate,sma.total,2025-12-30,2021,national,9999,Indonesia,percent,65.94,Badan Pusat Statistik,tpb-2025-figure,page=25;figure=Gambar 4.1;series=sma.total;year=2021
bps_tpb_2025,sdg04_completion_rate,sma.total,2025-12-30,2022,national,9999,Indonesia,percent,66.13,Badan Pusat Statistik,tpb-2025-figure,page=25;figure=Gambar 4.1;series=sma.total;year=2022
bps_tpb_2025,sdg04_completion_rate,sma.total,2025-12-30,2023,national,9999,Indonesia,percent,66.79,Badan Pusat Statistik,tpb-2025-figure,page=25;figure=Gambar 4.1;series=sma.total;year=2023
bps_tpb_2025,sdg04_completion_rate,sma.total,2025-12-30,2024,national,9999,Indonesia,percent,67.07,Badan Pusat Statistik,tpb-2025-figure,page=25;figure=Gambar 4.1;series=sma.total;year=2024
bps_tpb_2025,sdg04_completion_rate,smp.total,2025-12-30,2020,national,9999,Indonesia,percent,87.89,Badan Pusat Statistik,tpb-2025-figure,page=25;figure=Gambar 4.1;series=smp.total;year=2020
bps_tpb_2025,sdg04_completion_rate,smp.total,2025-12-30,2021,national,9999,Indonesia,percent,88.88,Badan Pusat Statistik,tpb-2025-figure,page=25;figure=Gambar 4.1;series=smp.total;year=2021
bps_tpb_2025,sdg04_completion_rate,smp.total,2025-12-30,2022,national,9999,Indonesia,percent,90.13,Badan Pusat Statistik,tpb-2025-figure,page=25;figure=Gambar 4.1;series=smp.total;year=2022
bps_tpb_2025,sdg04_completion_rate,smp.total,2025-12-30,2023,national,9999,Indonesia,percent,90.44,Badan Pusat Statistik,tpb-2025-figure,page=25;figure=Gambar 4.1;series=smp.total;year=2023
bps_tpb_2025,sdg04_completion_rate,smp.total,2025-12-30,2024,national,9999,Indonesia,percent,91.15,Badan Pusat Statistik,tpb-2025-figure,page=25;figure=Gambar 4.1;series=smp.total;year=2024
bps_tpb_2025,sdg07_energy_intensity,total,2025-12-30,2020,national,9999,Indonesia,sbm_per_billion_rupiah,133.50,ESDM,tpb-2025-figure,page=49;figure=Gambar 7.3;series=total;year=2020
bps_tpb_2025,sdg07_energy_intensity,total,2025-12-30,2021,national,9999,Indonesia,sbm_per_billion_rupiah,133.90,ESDM,tpb-2025-figure,page=49;figure=Gambar 7.3;series=total;year=2021
bps_tpb_2025,sdg07_energy_intensity,total,2025-12-30,2022,national,9999,Indonesia,sbm_per_billion_rupiah,160.50,ESDM,tpb-2025-figure,page=49;figure=Gambar 7.3;series=total;year=2022
bps_tpb_2025,sdg07_energy_intensity,total,2025-12-30,2023,national,9999,Indonesia,sbm_per_billion_rupiah,132.60,ESDM,tpb-2025-figure,page=49;figure=Gambar 7.3;series=total;year=2023
bps_tpb_2025,sdg07_energy_intensity,total,2025-12-30,2024,national,9999,Indonesia,sbm_per_billion_rupiah,133.00,ESDM,tpb-2025-figure,page=49;figure=Gambar 7.3;series=total;year=2024
bps_tpb_2025,sdg07_renewable_share,total,2025-12-30,2019,national,9999,Indonesia,percent,9.15,ESDM,tpb-2025-figure,page=49;figure=Gambar 7.2;series=total;year=2019
bps_tpb_2025,sdg07_renewable_share,total,2025-12-30,2020,national,9999,Indonesia,percent,11.20,ESDM,tpb-2025-figure,page=49;figure=Gambar 7.2;series=total;year=2020
bps_tpb_2025,sdg07_renewable_share,total,2025-12-30,2021,national,9999,Indonesia,percent,12.16,ESDM,tpb-2025-figure,page=49;figure=Gambar 7.2;series=total;year=2021
bps_tpb_2025,sdg07_renewable_share,total,2025-12-30,2022,national,9999,Indonesia,percent,12.30,ESDM,tpb-2025-figure,page=49;figure=Gambar 7.2;series=total;year=2022
bps_tpb_2025,sdg07_renewable_share,total,2025-12-30,2023,national,9999,Indonesia,percent,13.10,ESDM,tpb-2025-figure,page=49;figure=Gambar 7.2;series=total;year=2023
bps_tpb_2025,sdg07_renewable_share,total,2025-12-30,2024,national,9999,Indonesia,percent,14.68,ESDM,tpb-2025-figure,page=49;figure=Gambar 7.2;series=total;year=2024
bps_tpb_2025,sdg08_gdp_per_capita_growth,total,2025-12-30,2017,national,9999,Indonesia,percent,3.79,Badan Pusat Statistik,tpb-2025-figure,page=54;figure=Gambar 8.1;series=total;year=2017
bps_tpb_2025,sdg08_gdp_per_capita_growth,total,2025-12-30,2018,national,9999,Indonesia,percent,3.93,Badan Pusat Statistik,tpb-2025-figure,page=54;figure=Gambar 8.1;series=total;year=2018
bps_tpb_2025,sdg08_gdp_per_capita_growth,total,2025-12-30,2019,national,9999,Indonesia,percent,4.27,Badan Pusat Statistik,tpb-2025-figure,page=54;figure=Gambar 8.1;series=total;year=2019
bps_tpb_2025,sdg08_gdp_per_capita_growth,total,2025-12-30,2020,national,9999,Indonesia,percent,-3.26,Badan Pusat Statistik,tpb-2025-figure,page=54;figure=Gambar 8.1;series=total;year=2020
bps_tpb_2025,sdg08_gdp_per_capita_growth,total,2025-12-30,2021,national,9999,Indonesia,percent,2.76,Badan Pusat Statistik,tpb-2025-figure,page=54;figure=Gambar 8.1;series=total;year=2021
bps_tpb_2025,sdg08_gdp_per_capita_growth,total,2025-12-30,2022,national,9999,Indonesia,percent,4.15,Badan Pusat Statistik,tpb-2025-figure,page=54;figure=Gambar 8.1;series=total;year=2022
bps_tpb_2025,sdg08_gdp_per_capita_growth,total,2025-12-30,2023,national,9999,Indonesia,percent,3.93,Badan Pusat Statistik,tpb-2025-figure,page=54;figure=Gambar 8.1;series=total;year=2023
bps_tpb_2025,sdg08_gdp_per_capita_growth,total,2025-12-30,2024,national,9999,Indonesia,percent,3.95,Badan Pusat Statistik,tpb-2025-figure,page=54;figure=Gambar 8.1;series=total;year=2024
bps_tpb_2025,sdg08_informal_employment,total,2025-12-30,2017,national,9999,Indonesia,percent,43.75,Badan Pusat Statistik,tpb-2025-figure,page=56;figure=Gambar 8.3;series=total;year=2017
bps_tpb_2025,sdg08_informal_employment,total,2025-12-30,2018,national,9999,Indonesia,percent,56.98,Badan Pusat Statistik,tpb-2025-figure,page=56;figure=Gambar 8.3;series=total;year=2018
bps_tpb_2025,sdg08_informal_employment,total,2025-12-30,2019,national,9999,Indonesia,percent,55.88,Badan Pusat Statistik,tpb-2025-figure,page=56;figure=Gambar 8.3;series=total;year=2019
bps_tpb_2025,sdg08_informal_employment,total,2025-12-30,2020,national,9999,Indonesia,percent,60.47,Badan Pusat Statistik,tpb-2025-figure,page=56;figure=Gambar 8.3;series=total;year=2020
bps_tpb_2025,sdg08_informal_employment,total,2025-12-30,2021,national,9999,Indonesia,percent,59.45,Badan Pusat Statistik,tpb-2025-figure,page=56;figure=Gambar 8.3;series=total;year=2021
bps_tpb_2025,sdg08_informal_employment,total,2025-12-30,2022,national,9999,Indonesia,percent,59.31,Badan Pusat Statistik,tpb-2025-figure,page=56;figure=Gambar 8.3;series=total;year=2022
bps_tpb_2025,sdg08_informal_employment,total,2025-12-30,2023,national,9999,Indonesia,percent,59.11,Badan Pusat Statistik,tpb-2025-figure,page=56;figure=Gambar 8.3;series=total;year=2023
bps_tpb_2025,sdg08_informal_employment,total,2025-12-30,2024,national,9999,Indonesia,percent,57.95,Badan Pusat Statistik,tpb-2025-figure,page=56;figure=Gambar 8.3;series=total;year=2024
bps_tpb_2025,sdg08_neet,total,2025-12-30,2018,national,9999,Indonesia,percent,22.15,Badan Pusat Statistik,tpb-2025-figure,page=58;figure=Gambar 8.5;series=total;year=2018
bps_tpb_2025,sdg08_neet,total,2025-12-30,2019,national,9999,Indonesia,percent,21.77,Badan Pusat Statistik,tpb-2025-figure,page=58;figure=Gambar 8.5;series=total;year=2019
bps_tpb_2025,sdg08_neet,total,2025-12-30,2020,national,9999,Indonesia,percent,24.28,Badan Pusat Statistik,tpb-2025-figure,page=58;figure=Gambar 8.5;series=total;year=2020
bps_tpb_2025,sdg08_neet,total,2025-12-30,2021,national,9999,Indonesia,percent,22.40,Badan Pusat Statistik,tpb-2025-figure,page=58;figure=Gambar 8.5;series=total;year=2021
bps_tpb_2025,sdg08_neet,total,2025-12-30,2022,national,9999,Indonesia,percent,23.22,Badan Pusat Statistik,tpb-2025-figure,page=58;figure=Gambar 8.5;series=total;year=2022
bps_tpb_2025,sdg08_neet,total,2025-12-30,2023,national,9999,Indonesia,percent,22.25,Badan Pusat Statistik,tpb-2025-figure,page=58;figure=Gambar 8.5;series=total;year=2023
bps_tpb_2025,sdg08_neet,total,2025-12-30,2024,national,9999,Indonesia,percent,20.31,Badan Pusat Statistik,tpb-2025-figure,page=58;figure=Gambar 8.5;series=total;year=2024
bps_tpb_2025,sdg08_productivity_growth,total,2025-12-30,2017,national,9999,Indonesia,percent,2.80,Badan Pusat Statistik,tpb-2025-figure,page=55;figure=Gambar 8.2;series=total;year=2017
bps_tpb_2025,sdg08_productivity_growth,total,2025-12-30,2018,national,9999,Indonesia,percent,0.79,Badan Pusat Statistik,tpb-2025-figure,page=55;figure=Gambar 8.2;series=total;year=2018
bps_tpb_2025,sdg08_productivity_growth,total,2025-12-30,2019,national,9999,Indonesia,percent,3.00,Badan Pusat Statistik,tpb-2025-figure,page=55;figure=Gambar 8.2;series=total;year=2019
bps_tpb_2025,sdg08_productivity_growth,total,2025-12-30,2020,national,9999,Indonesia,percent,-1.84,Badan Pusat Statistik,tpb-2025-figure,page=55;figure=Gambar 8.2;series=total;year=2020
bps_tpb_2025,sdg08_productivity_growth,total,2025-12-30,2021,national,9999,Indonesia,percent,1.65,Badan Pusat Statistik,tpb-2025-figure,page=55;figure=Gambar 8.2;series=total;year=2021
bps_tpb_2025,sdg08_productivity_growth,total,2025-12-30,2022,national,9999,Indonesia,percent,2.00,Badan Pusat Statistik,tpb-2025-figure,page=55;figure=Gambar 8.2;series=total;year=2022
bps_tpb_2025,sdg08_productivity_growth,total,2025-12-30,2023,national,9999,Indonesia,percent,1.63,Badan Pusat Statistik,tpb-2025-figure,page=55;figure=Gambar 8.2;series=total;year=2023
bps_tpb_2025,sdg08_productivity_growth,total,2025-12-30,2024,national,9999,Indonesia,percent,1.55,Badan Pusat Statistik,tpb-2025-figure,page=55;figure=Gambar 8.2;series=total;year=2024
bps_tpb_2025,sdg15_forest_cover,total,2025-12-30,2020,national,9999,Indonesia,percent,50.90,Kementerian Kehutanan,tpb-2025-table,page=114;figure=Gambar 15.1;series=total;year=2020
bps_tpb_2025,sdg15_forest_cover,total,2025-12-30,2021,national,9999,Indonesia,percent,50.80,Kementerian Kehutanan,tpb-2025-table,page=114;figure=Gambar 15.1;series=total;year=2021
bps_tpb_2025,sdg15_forest_cover,total,2025-12-30,2022,national,9999,Indonesia,percent,51.16,Kementerian Kehutanan,tpb-2025-table,page=114;figure=Gambar 15.1;series=total;year=2022
bps_tpb_2025,sdg15_forest_cover,total,2025-12-30,2023,national,9999,Indonesia,percent,51.20,Kementerian Kehutanan,tpb-2025-table,page=114;figure=Gambar 15.1;series=total;year=2023
bps_tpb_2025,sdg15_forest_cover,total,2025-12-30,2024,national,9999,Indonesia,percent,51.08,Kementerian Kehutanan,tpb-2025-table,page=114;figure=Gambar 15.1;series=total;year=2024
