closure_id,treatment_id,audit_request_id,requested_observation_id,source_lineage_path_id,source_record_node_id,observation_node_id,treatment_run_node_id,treatment_decision_node_id,treatment_output_node_id,snapshot_state_node_ids,arrival_batch_node_id,arrival_recompute_edge_id,reproducibility_metric_node_id,evidence_table_node_id,figure_input_node_id,audit_procedure_node_id,complete
closure:abef1cda5bc50e98107b,B2,audit:444e4e4f1f090ebd0130,87cdfc70ee6d45666fec,path:3a7cea85e37e471d8faa,source_record:9d014b544d90b04f050e,observation:fd786e62692104822637,treatment_run:e521039156fb73b71128,treatment_decision:194200d871c8425ce37a,treatment_output:5fb72e44f9c935bd58f3,,,,reproducibility_metric:cd8e068865292c716ba8,evidence_table:116f7e13ab43d2b28ce2,figure_input:3838931ddea242d97d4a,audit_procedure:58277c4184398221c534,yes
closure:2c333a0ba9ee41ab9976,B2,audit:8d814eacc81f2a8a0aec,9fcd6d7d4f2e24e56db1,path:0f4459bbf2991e7490f0,source_record:16473e53e748c08ec754,observation:667f983b01d3cdf7458e,treatment_run:e521039156fb73b71128,treatment_decision:8308c3c3f060c8b25564,treatment_output:33f3dbad646d3ec19143,,,,reproducibility_metric:cd8e068865292c716ba8,evidence_table:116f7e13ab43d2b28ce2,figure_input:3838931ddea242d97d4a,audit_procedure:58277c4184398221c534,yes
closure:2e474de0b74a5560bdaa,B2,audit:f838141955f5cd284836,9fe0a3bb2baed4ce3810,path:84377c0849e94350fa01,source_record:271cc1d0fc53de1a353a,observation:885040ab6fb9ac0096b2,treatment_run:e521039156fb73b71128,treatment_decision:470dd4633fb0dfa7fe65,treatment_output:86ad6b8988d59c1d6090,,,,reproducibility_metric:cd8e068865292c716ba8,evidence_table:116f7e13ab43d2b28ce2,figure_input:3838931ddea242d97d4a,audit_procedure:58277c4184398221c534,yes
closure:9281a509bfbeb8e378a9,B2,audit:ea7fede3180155c96322,a16c09b869c2ad72a4ea,path:b8bc76cfb7e9c8cf1e7d,source_record:26de36e57a1c215a6f55,observation:31d333568319d88d97b2,treatment_run:e521039156fb73b71128,treatment_decision:f23f0bd59f8981005867,treatment_output:aa886d476fcda30c743c,,,,reproducibility_metric:cd8e068865292c716ba8,evidence_table:116f7e13ab43d2b28ce2,figure_input:3838931ddea242d97d4a,audit_procedure:58277c4184398221c534,yes
closure:f48608296798bb287df1,B2,audit:30a6c0d41ea2175629c9,a34fc65bf470c1e7ce20,path:5cfb507dee7be46c97f7,source_record:091fddff5547c21e53b2,observation:da340ced2539c49628bf,treatment_run:e521039156fb73b71128,treatment_decision:8767414d773196b79c6f,treatment_output:05e99fdeb0f99c33d1b0,,,,reproducibility_metric:cd8e068865292c716ba8,evidence_table:116f7e13ab43d2b28ce2,figure_input:3838931ddea242d97d4a,audit_procedure:58277c4184398221c534,yes
closure:ab8d5e1111095077498c,B2,audit:a8592e76a08be6f77229,ad8a7f5c7869af674e3a,path:757c700c17d517b3f7c3,source_record:71811020d9a92abf868d,observation:e4c9a85a54e3ad78e66c,treatment_run:e521039156fb73b71128,treatment_decision:84cbb32858b832c84f69,treatment_output:eae14ef263bc0a3ed9ca,,,,reproducibility_metric:cd8e068865292c716ba8,evidence_table:116f7e13ab43d2b28ce2,figure_input:3838931ddea242d97d4a,audit_procedure:58277c4184398221c534,yes
closure:dbb296a5d77a0937f0f0,B2,audit:6b14b18cd3cf112a8a80,b55b4fefc9148be667c1,path:eceb7f883aff979fbc79,source_record:193147b5654f5049a70b,observation:c8636f1fbb21ce328ae5,treatment_run:e521039156fb73b71128,treatment_decision:54c37b211f186cf37d22,treatment_output:39e6cbdec8437f8a621a,,,,reproducibility_metric:cd8e068865292c716ba8,evidence_table:116f7e13ab43d2b28ce2,figure_input:3838931ddea242d97d4a,audit_procedure:58277c4184398221c534,yes
closure:f73131c78903cc889190,B2,audit:bca5cfd87ed11f95151f,bc696217068415ca73e2,path:d90dfe4a0892ed071720,source_record:609ed81aeb94651f9f28,observation:faa7a4c88494a64e5e39,treatment_run:e521039156fb73b71128,treatment_decision:ebc36619fb9371ccdb2d,treatment_output:aa886d476fcda30c743c,,,,reproducibility_metric:cd8e068865292c716ba8,evidence_table:116f7e13ab43d2b28ce2,figure_input:3838931ddea242d97d4a,audit_procedure:58277c4184398221c534,yes
closure:ba410497531bdcdc3201,B2,audit:a55d26d86fe9fb5d9fba,cb0d5147421c66597d95,path:158d046767399e2f4f05,source_record:d51908b14d4f43919f94,observation:3a58dba97aae26b9300b,treatment_run:e521039156fb73b71128,treatment_decision:b989fabf222020a2dabe,treatment_output:86ad6b8988d59c1d6090,,,,reproducibility_metric:cd8e068865292c716ba8,evidence_table:116f7e13ab43d2b28ce2,figure_input:3838931ddea242d97d4a,audit_procedure:58277c4184398221c534,yes
closure:a5229b0643d94ab86b0a,B2,audit:cbaa44f2f9fc502a17e9,cfe502c53f19a90449e6,path:a966e805dba2730a4361,source_record:0230a2ca03c36177ec6e,observation:b9d9aa4f2beeae259666,treatment_run:e521039156fb73b71128,treatment_decision:19342cef837b47f9f2ea,treatment_output:39e6cbdec8437f8a621a,,,,reproducibility_metric:cd8e068865292c716ba8,evidence_table:116f7e13ab43d2b28ce2,figure_input:3838931ddea242d97d4a,audit_procedure:58277c4184398221c534,yes
closure:0a157b3a529dac46cb1c,B2,audit:0e0dcb9bee194609f470,d3d17696ddd6a7bcb743,path:97d575c0b8aedf27b9c8,source_record:470895f1243b5ec9b3fc,observation:202f97684ab8629aa916,treatment_run:e521039156fb73b71128,treatment_decision:e7542895b383f1cf957a,treatment_output:05e99fdeb0f99c33d1b0,,,,reproducibility_metric:cd8e068865292c716ba8,evidence_table:116f7e13ab43d2b28ce2,figure_input:3838931ddea242d97d4a,audit_procedure:58277c4184398221c534,yes
closure:1826dde2a9d1ef211dd1,B2,audit:2356e12ce24d1478b42d,d99bc3566095bc6ee582,path:fa5e792520d4e060fd09,source_record:55f9eca0640826e24f9c,observation:5577ee9eb9f8775867ee,treatment_run:e521039156fb73b71128,treatment_decision:3351d3137ad2e1663462,treatment_output:35a8447dfb94ea08c80b,,,,reproducibility_metric:cd8e068865292c716ba8,evidence_table:116f7e13ab43d2b28ce2,figure_input:3838931ddea242d97d4a,audit_procedure:58277c4184398221c534,yes
closure:4b9e67e92200046dbe54,B2,audit:b62dcfff2fd8df3b850b,deabb3549fa520121850,path:88ea43a39fb332364087,source_record:1aa22f2b385a01569fc4,observation:3b1d7e44c2f83aa6fe02,treatment_run:e521039156fb73b71128,treatment_decision:b49c24396a857374b3a1,treatment_output:a535f3e48f54da072b20,,,,reproducibility_metric:cd8e068865292c716ba8,evidence_table:116f7e13ab43d2b28ce2,figure_input:3838931ddea242d97d4a,audit_procedure:58277c4184398221c534,yes
closure:551014808980ca9eb85e,B2,audit:36930f777c881f113e80,df8ae4a2843995c9185d,path:ab93a5e3fc9a10c663fc,source_record:f6a04a1c01641dfdfadc,observation:96242f6669896b9035de,treatment_run:e521039156fb73b71128,treatment_decision:c2ceeff98ed5980e40d3,treatment_output:42784905be0ef14a4822,,,,reproducibility_metric:cd8e068865292c716ba8,evidence_table:116f7e13ab43d2b28ce2,figure_input:3838931ddea242d97d4a,audit_procedure:58277c4184398221c534,yes
closure:6d0bd4e75dfa6b0f267a,B2,audit:43772b4fe23577c19479,e06e475e6f5cb8748897,path:8dfd2bbf25d027333a9d,source_record:582a11702e2e666dfc87,observation:4d4d1e51259f85b21f1d,treatment_run:e521039156fb73b71128,treatment_decision:f602fdf9ed7c4d21a015,treatment_output:aa886d476fcda30c743c,,,,reproducibility_metric:cd8e068865292c716ba8,evidence_table:116f7e13ab43d2b28ce2,figure_input:3838931ddea242d97d4a,audit_procedure:58277c4184398221c534,yes
closure:7a95d1fc66d7ee1164b2,B2,audit:3b254bcdad3cc6545432,e313de2e0e1a97bc17ff,path:b9661ac96456a9efd9ba,source_record:c5368ca23455a251f941,observation:f99fdeebfc608df3a8bb,treatment_run:e521039156fb73b71128,treatment_decision:6d3a527487656d9bbe68,treatment_output:35a8447dfb94ea08c80b,,,,reproducibility_metric:cd8e068865292c716ba8,evidence_table:116f7e13ab43d2b28ce2,figure_input:3838931ddea242d97d4a,audit_procedure:58277c4184398221c534,yes
closure:47e58028baeb6b7c2879,B2,audit:0c4772ef93f8cd5d7f28,edde0b27f2f31f5fb962,path:e852ffb2dcb8b95c866a,source_record:0ee5489cd01f22e5a51c,observation:1ecfe2896341b81743b9,treatment_run:e521039156fb73b71128,treatment_decision:082f5ca9b674ca745934,treatment_output:c576ab8d524dc574c195,,,,reproducibility_metric:cd8e068865292c716ba8,evidence_table:116f7e13ab43d2b28ce2,figure_input:3838931ddea242d97d4a,audit_procedure:58277c4184398221c534,yes
closure:70beea1ac802a1424ce5,B2,audit:778144aeb1fedcf61f30,f2b9db071dd4766d6307,path:2b01f40134ef46caecb9,source_record:a98acfe4bec18f9a0390,observation:0970843830c2ae7c8503,treatment_run:e521039156fb73b71128,treatment_decision:ce77a6cdda37e2bcd056,treatment_output:95f1e10e3b52b5461f34,,,,reproducibility_metric:cd8e068865292c716ba8,evidence_table:116f7e13ab43d2b28ce2,figure_input:3838931ddea242d97d4a,audit_procedure:58277c4184398221c534,yes
closure:dd11799da0dbfe5370c8,B2,audit:c1ad894b4326c43bec2e,f4b6cbcb460eaef0f82e,path:b4be154954c60c0be6c2,source_record:875236bbef4d7952b885,observation:cc516c3714c088b54218,treatment_run:e521039156fb73b71128,treatment_decision:71a95c8bc9f17f2ac4b9,treatment_output:95f1e10e3b52b5461f34,,,,reproducibility_metric:cd8e068865292c716ba8,evidence_table:116f7e13ab43d2b28ce2,figure_input:3838931ddea242d97d4a,audit_procedure:58277c4184398221c534,yes
closure:dbb986a91300e3d80290,B2,audit:6866488c30eb88893867,f831d08aa91c95864cd0,path:1e69049e8ab82ddb3293,source_record:bbde0e659e98bd2c6084,observation:1b7b7decaafba2e44741,treatment_run:e521039156fb73b71128,treatment_decision:c4f21a91862dd44daf60,treatment_output:eae14ef263bc0a3ed9ca,,,,reproducibility_metric:cd8e068865292c716ba8,evidence_table:116f7e13ab43d2b28ce2,figure_input:3838931ddea242d97d4a,audit_procedure:58277c4184398221c534,yes
closure:553037677dddbe20c19c,B3,audit:9cfceac0a73ffb66c7fa,05a8528c88245297d4ba,path:61a65539dd7fd15cc1b6,source_record:07204f7959a158920906,observation:5f781c26691e4c1d4e63,treatment_run:d0e1d0f606961d2bff02,treatment_decision:ae077243b6af9de67d84,treatment_output:8ec05033ecd57ef7635f,,arrival_batch:c80a5c25ce9d6e1464a4,edge:679c0e56da4836e3fb16,reproducibility_metric:9432caaf1b12fb7e5f7a,evidence_table:116f7e13ab43d2b28ce2,figure_input:3838931ddea242d97d4a,audit_procedure:58277c4184398221c534,yes
closure:0e7f13df2789d7bb052b,B3,audit:0d7ecfb05c82ff4d8fec,09bd4158de9b28a03d83,path:b98116cdfc3625b57334,source_record:621b059bcf550a1ead3a,observation:3f64e0aa5f69399e8a04,treatment_run:d0e1d0f606961d2bff02,treatment_decision:d6e69a3b1b7f192d2a94,treatment_output:54fd15dec1069db9d939,,arrival_batch:c320a1dbe186156ea7d7,edge:05c223083c9a1887a09e,reproducibility_metric:9432caaf1b12fb7e5f7a,evidence_table:116f7e13ab43d2b28ce2,figure_input:3838931ddea242d97d4a,audit_procedure:58277c4184398221c534,yes
closure:ebc68404dcf0518e12a5,B3,audit:6b84990599d75f7c26eb,1721995859418ecf608c,path:62b34012c87ba9a4340f,source_record:3edd79e5e5b56f709897,observation:c8d559d64c4d785c41a3,treatment_run:d0e1d0f606961d2bff02,treatment_decision:a751ca03fe7c8363d8dc,treatment_output:1bb9b999dee3b4a96e0f,,arrival_batch:2bebd7b59c929b5f9501,edge:517e8f99318fa452a3e6,reproducibility_metric:9432caaf1b12fb7e5f7a,evidence_table:116f7e13ab43d2b28ce2,figure_input:3838931ddea242d97d4a,audit_procedure:58277c4184398221c534,yes
closure:0341c55f928238f0d256,B3,audit:7d23e1ab5c53b05db369,211b04665de26cd11d77,path:bb4132599b10a4c786e9,source_record:4ed2457911a60c3d488b,observation:8723d68bb99c76a272c0,treatment_run:d0e1d0f606961d2bff02,treatment_decision:bda699089228aa747a24,treatment_output:1a7f85ba543b705b0937,,arrival_batch:c80a5c25ce9d6e1464a4,edge:44444ab5af33aa11e066,reproducibility_metric:9432caaf1b12fb7e5f7a,evidence_table:116f7e13ab43d2b28ce2,figure_input:3838931ddea242d97d4a,audit_procedure:58277c4184398221c534,yes
closure:cdd049643a904265c2e5,B3,audit:05047325a043d5ec7679,2766cbe2cf960f73ba05,path:24ed4b6b702e502e42e6,source_record:69c44ea8114c54419750,observation:3b44dd267dadc5b9eb40,treatment_run:d0e1d0f606961d2bff02,treatment_decision:5e40421431f4a472dc18,treatment_output:157445fd140fc9d0c0ab,,arrival_batch:c80a5c25ce9d6e1464a4,edge:052c3b07884e24625490,reproducibility_metric:9432caaf1b12fb7e5f7a,evidence_table:116f7e13ab43d2b28ce2,figure_input:3838931ddea242d97d4a,audit_procedure:58277c4184398221c534,yes
closure:5a2d7cec6698e1b5749e,B3,audit:17db2f0b94966c16d5ac,27f750d142897641b3b1,path:f9d72b85568f2a848e1c,source_record:294fa03a900a59c6bcc9,observation:ea029425bb6e7db0f2d4,treatment_run:d0e1d0f606961d2bff02,treatment_decision:1c9703fd4d9a9a3ce412,treatment_output:729db43971993fc91bd0,,arrival_batch:c80a5c25ce9d6e1464a4,edge:9895c07c9d2c3d7ee8af,reproducibility_metric:9432caaf1b12fb7e5f7a,evidence_table:116f7e13ab43d2b28ce2,figure_input:3838931ddea242d97d4a,audit_procedure:58277c4184398221c534,yes
closure:82e5dc02768f83a56e77,B3,audit:3a6c8094581e3670888d,356dadeceba952eb2a0c,path:0afc3e5030134801aaf0,source_record:c2b5603f1388485b6d3e,observation:be61f5d1cfa355a917f0,treatment_run:d0e1d0f606961d2bff02,treatment_decision:167fa92ba170f858f7a6,treatment_output:e7f8522f4c8440b91ac4,,arrival_batch:2bebd7b59c929b5f9501,edge:bef2f13f57ecec116cdf,reproducibility_metric:9432caaf1b12fb7e5f7a,evidence_table:116f7e13ab43d2b28ce2,figure_input:3838931ddea242d97d4a,audit_procedure:58277c4184398221c534,yes
closure:624bfb00047dd5d83089,B3,audit:85c00b8c0acde67c37d3,463dda3fe5140e2fbed2,path:b2e639819b1544aa2d08,source_record:e6e65cbbb0692b29878a,observation:4451fa83b206a52cd53e,treatment_run:d0e1d0f606961d2bff02,treatment_decision:b5c4d61f50d521fd7a71,treatment_output:5d328edcafe1eb3262c6,,arrival_batch:2bebd7b59c929b5f9501,edge:77cdde8e15ab9b500b79,reproducibility_metric:9432caaf1b12fb7e5f7a,evidence_table:116f7e13ab43d2b28ce2,figure_input:3838931ddea242d97d4a,audit_procedure:58277c4184398221c534,yes
closure:af57e98e11e73932ddc7,B3,audit:c35bdf34e746b6550e3f,49b82f2b710bfb946f9f,path:322b033ed589deaf1c3d,source_record:423572d2616d043c15d1,observation:864f2c2d1b88e471e06c,treatment_run:d0e1d0f606961d2bff02,treatment_decision:ce8d9771015862a28999,treatment_output:7eda971e259c235dd1db,,arrival_batch:c320a1dbe186156ea7d7,edge:a41b7fdd0c05ca60d7cd,reproducibility_metric:9432caaf1b12fb7e5f7a,evidence_table:116f7e13ab43d2b28ce2,figure_input:3838931ddea242d97d4a,audit_procedure:58277c4184398221c534,yes
closure:d4aaac66f833e1c6eaee,B3,audit:b1994b7e926e47cda07b,4af2e0e7825c9f2ac443,path:c432cf9d5f8eb992f618,source_record:d3ee5d39849b0096d5ce,observation:6e3265bf4a2eadf39698,treatment_run:d0e1d0f606961d2bff02,treatment_decision:47d9874a65624f5ba450,treatment_output:bccaca84f931b796c8c2,,arrival_batch:c320a1dbe186156ea7d7,edge:bd0084acf51be5134c6f,reproducibility_metric:9432caaf1b12fb7e5f7a,evidence_table:116f7e13ab43d2b28ce2,figure_input:3838931ddea242d97d4a,audit_procedure:58277c4184398221c534,yes
closure:8dbdc518fd750fe5091a,B3,audit:9db6aaf05dea929d30b8,506a60e86fb32d9c608b,path:cc183da10df50aea21cd,source_record:1822780c1a34fa87ecd7,observation:de0321deca75854654ba,treatment_run:d0e1d0f606961d2bff02,treatment_decision:26a478cb1067212b6923,treatment_output:328eaaf3665fd5731936,,arrival_batch:c320a1dbe186156ea7d7,edge:3c77ebf6a0b9ff6770be,reproducibility_metric:9432caaf1b12fb7e5f7a,evidence_table:116f7e13ab43d2b28ce2,figure_input:3838931ddea242d97d4a,audit_procedure:58277c4184398221c534,yes
closure:1483c2916baf2a2770f4,B3,audit:c24b54579cb6cf276114,5fab5a82719cacffcbe4,path:9cfd576ba6467c314ac3,source_record:a2585ae02f3eb15eab0e,observation:04df2a67b487f338de1b,treatment_run:d0e1d0f606961d2bff02,treatment_decision:a45e32ddc0cafc254008,treatment_output:03645567e52713732ac0,,arrival_batch:2bebd7b59c929b5f9501,edge:83ba49cd0407186ab308,reproducibility_metric:9432caaf1b12fb7e5f7a,evidence_table:116f7e13ab43d2b28ce2,figure_input:3838931ddea242d97d4a,audit_procedure:58277c4184398221c534,yes
closure:faa6644e9d8da388c9da,B3,audit:a29a2eb46e52acd1c313,69745dd19d776c69570e,path:2ac84c6536afc316c225,source_record:87c903ae7b46a49c415f,observation:e19175cc2d07bb652fd5,treatment_run:d0e1d0f606961d2bff02,treatment_decision:e8f6d28ef908d0e68932,treatment_output:1afacaecd7e28bc84eeb,,arrival_batch:2bebd7b59c929b5f9501,edge:920f1f6caeed1382cdf7,reproducibility_metric:9432caaf1b12fb7e5f7a,evidence_table:116f7e13ab43d2b28ce2,figure_input:3838931ddea242d97d4a,audit_procedure:58277c4184398221c534,yes
closure:fb9582af11128c5da6cb,B3,audit:bc6d1635fabf22b1fd2d,69a1ecde0bf18c3a84ae,path:d49a57b78cc6b9abfbda,source_record:192aacf02d8179c6f75a,observation:c0e44bfaff03fb3d0e85,treatment_run:d0e1d0f606961d2bff02,treatment_decision:dd22f631dfb51ce53fff,treatment_output:398988c29c0f6afe3716,,arrival_batch:2bebd7b59c929b5f9501,edge:e9d7724da7a6682d61a8,reproducibility_metric:9432caaf1b12fb7e5f7a,evidence_table:116f7e13ab43d2b28ce2,figure_input:3838931ddea242d97d4a,audit_procedure:58277c4184398221c534,yes
closure:910cf15cd5852c5ab9a2,B3,audit:c5330da8a376c93c5570,6ad6dfc4b05d0f292d1f,path:48ecac1095ede20645a5,source_record:7e35d4e934c4fa296c7d,observation:389c8092fc51c52bc4eb,treatment_run:d0e1d0f606961d2bff02,treatment_decision:121cf978e4e39a6d6897,treatment_output:85c1bb610f46ef19dc65,,arrival_batch:c80a5c25ce9d6e1464a4,edge:232466526bb3c7b664c3,reproducibility_metric:9432caaf1b12fb7e5f7a,evidence_table:116f7e13ab43d2b28ce2,figure_input:3838931ddea242d97d4a,audit_procedure:58277c4184398221c534,yes
closure:f247e21aea622dd868ef,B3,audit:88a2266edae5c14c6ba7,6fbf4aae1b9a6de0051a,path:1854639fe75807863181,source_record:010ca4a0b9492cf8f0be,observation:294d2d83bf86fa753446,treatment_run:d0e1d0f606961d2bff02,treatment_decision:14399580b994a524180e,treatment_output:941070b398d23e891c03,,arrival_batch:c80a5c25ce9d6e1464a4,edge:9ea2e1a7a4f1f51b6ecf,reproducibility_metric:9432caaf1b12fb7e5f7a,evidence_table:116f7e13ab43d2b28ce2,figure_input:3838931ddea242d97d4a,audit_procedure:58277c4184398221c534,yes
closure:4931cb0e3bc2f2643468,B3,audit:2b103378b228000ce0be,72e8553f361951a0c2c8,path:80b166643382e0ef0e65,source_record:c9024fe3b36dd1151ec1,observation:a7e8ddddcfeb654133b3,treatment_run:d0e1d0f606961d2bff02,treatment_decision:bac1c5fe3c79838238d8,treatment_output:748d6c98bdd0f0d46c68,,arrival_batch:c80a5c25ce9d6e1464a4,edge:9a50c9e51a64f8ca888e,reproducibility_metric:9432caaf1b12fb7e5f7a,evidence_table:116f7e13ab43d2b28ce2,figure_input:3838931ddea242d97d4a,audit_procedure:58277c4184398221c534,yes
closure:0b605273ac3c294baf96,B3,audit:3036071c4b6b7407c8dd,74fed6e1c3d917191be6,path:021aaa0e50db5b3937c5,source_record:061aced56e5316f767e3,observation:e36405cf00bd435e3d3d,treatment_run:d0e1d0f606961d2bff02,treatment_decision:b4c0c42d7719b173c4e8,treatment_output:7ca47ac1f0d088078775,,arrival_batch:2bebd7b59c929b5f9501,edge:c782d89d7e278919abe5,reproducibility_metric:9432caaf1b12fb7e5f7a,evidence_table:116f7e13ab43d2b28ce2,figure_input:3838931ddea242d97d4a,audit_procedure:58277c4184398221c534,yes
closure:8d3b711526c2e363581f,B3,audit:20cf88fcf00c5bb74b2b,87cdfc70ee6d45666fec,path:3a7cea85e37e471d8faa,source_record:9d014b544d90b04f050e,observation:fd786e62692104822637,treatment_run:d0e1d0f606961d2bff02,treatment_decision:597f5d6939f914745165,treatment_output:bd09fe9f73acc6e2df12,,arrival_batch:c320a1dbe186156ea7d7,edge:306aecb19205da874cb4,reproducibility_metric:9432caaf1b12fb7e5f7a,evidence_table:116f7e13ab43d2b28ce2,figure_input:3838931ddea242d97d4a,audit_procedure:58277c4184398221c534,yes
closure:12758915c23348bcf6a8,B3,audit:bddaa313ce375e6b91c8,9fcd6d7d4f2e24e56db1,path:0f4459bbf2991e7490f0,source_record:16473e53e748c08ec754,observation:667f983b01d3cdf7458e,treatment_run:d0e1d0f606961d2bff02,treatment_decision:ee35966c205fa8f41884,treatment_output:54afa8a17bff2bc95ca1,,arrival_batch:c80a5c25ce9d6e1464a4,edge:511a2ae39e813f042891,reproducibility_metric:9432caaf1b12fb7e5f7a,evidence_table:116f7e13ab43d2b28ce2,figure_input:3838931ddea242d97d4a,audit_procedure:58277c4184398221c534,yes
closure:aaa0aa024d16efe115d7,B3,audit:c06353b43e7c4a85efa4,9fe0a3bb2baed4ce3810,path:84377c0849e94350fa01,source_record:271cc1d0fc53de1a353a,observation:885040ab6fb9ac0096b2,treatment_run:d0e1d0f606961d2bff02,treatment_decision:879c61ceb62dc528185a,treatment_output:ec54b06c7143aa3965c5,,arrival_batch:c80a5c25ce9d6e1464a4,edge:6e4e6f4c69cbe28a6b7b,reproducibility_metric:9432caaf1b12fb7e5f7a,evidence_table:116f7e13ab43d2b28ce2,figure_input:3838931ddea242d97d4a,audit_procedure:58277c4184398221c534,yes
closure:c1b22530a9e10c94184f,B3,audit:74dd7a7e918fa4d5a190,a16c09b869c2ad72a4ea,path:b8bc76cfb7e9c8cf1e7d,source_record:26de36e57a1c215a6f55,observation:31d333568319d88d97b2,treatment_run:d0e1d0f606961d2bff02,treatment_decision:7516b7cdf378f79c47e3,treatment_output:c69e18cb219705b4fbf4,,arrival_batch:c80a5c25ce9d6e1464a4,edge:0c643f81c5ece7d7e470,reproducibility_metric:9432caaf1b12fb7e5f7a,evidence_table:116f7e13ab43d2b28ce2,figure_input:3838931ddea242d97d4a,audit_procedure:58277c4184398221c534,yes
closure:83c1033b04da54b7f153,B3,audit:e999db798f9882c3d087,a34fc65bf470c1e7ce20,path:5cfb507dee7be46c97f7,source_record:091fddff5547c21e53b2,observation:da340ced2539c49628bf,treatment_run:d0e1d0f606961d2bff02,treatment_decision:99a37e1d0c8e11f261e2,treatment_output:d50933094d0759bc962e,,arrival_batch:c80a5c25ce9d6e1464a4,edge:9b1a4c660aa63ad335db,reproducibility_metric:9432caaf1b12fb7e5f7a,evidence_table:116f7e13ab43d2b28ce2,figure_input:3838931ddea242d97d4a,audit_procedure:58277c4184398221c534,yes
closure:39c06ed05271e433f37a,B3,audit:06b6d979ba4662f82a0e,ad8a7f5c7869af674e3a,path:757c700c17d517b3f7c3,source_record:71811020d9a92abf868d,observation:e4c9a85a54e3ad78e66c,treatment_run:d0e1d0f606961d2bff02,treatment_decision:548a002f6bac5090faa4,treatment_output:f1b0b9f75c7dcf81b4f5,,arrival_batch:2bebd7b59c929b5f9501,edge:ef5f4955da25b7d7af46,reproducibility_metric:9432caaf1b12fb7e5f7a,evidence_table:116f7e13ab43d2b28ce2,figure_input:3838931ddea242d97d4a,audit_procedure:58277c4184398221c534,yes
closure:68a4ee442550cd74336f,B3,audit:05800c864357b6f80918,b55b4fefc9148be667c1,path:eceb7f883aff979fbc79,source_record:193147b5654f5049a70b,observation:c8636f1fbb21ce328ae5,treatment_run:d0e1d0f606961d2bff02,treatment_decision:ba97cd5ba51146da9a08,treatment_output:a0673c4b003891010cf1,,arrival_batch:c320a1dbe186156ea7d7,edge:ec0111a216e05009ba13,reproducibility_metric:9432caaf1b12fb7e5f7a,evidence_table:116f7e13ab43d2b28ce2,figure_input:3838931ddea242d97d4a,audit_procedure:58277c4184398221c534,yes
closure:c1f136fdf05301f2e170,B3,audit:e5362aaf52f450c1a35b,bc696217068415ca73e2,path:d90dfe4a0892ed071720,source_record:609ed81aeb94651f9f28,observation:faa7a4c88494a64e5e39,treatment_run:d0e1d0f606961d2bff02,treatment_decision:8fd5e235d23ddd802ac5,treatment_output:7e814668728a54e724b7,,arrival_batch:2bebd7b59c929b5f9501,edge:7d884de8050c1dbf245a,reproducibility_metric:9432caaf1b12fb7e5f7a,evidence_table:116f7e13ab43d2b28ce2,figure_input:3838931ddea242d97d4a,audit_procedure:58277c4184398221c534,yes
closure:936562234e22bc95fada,B3,audit:83b047b913ffafdc5cb6,cb0d5147421c66597d95,path:158d046767399e2f4f05,source_record:d51908b14d4f43919f94,observation:3a58dba97aae26b9300b,treatment_run:d0e1d0f606961d2bff02,treatment_decision:cccac6292f51f6189d1c,treatment_output:715e94edc343fafb1def,,arrival_batch:c320a1dbe186156ea7d7,edge:d10174bf1cef25a0d6c8,reproducibility_metric:9432caaf1b12fb7e5f7a,evidence_table:116f7e13ab43d2b28ce2,figure_input:3838931ddea242d97d4a,audit_procedure:58277c4184398221c534,yes
closure:b8099a442d7f7987c53a,B3,audit:411449fcdebe2dea260d,cfe502c53f19a90449e6,path:a966e805dba2730a4361,source_record:0230a2ca03c36177ec6e,observation:b9d9aa4f2beeae259666,treatment_run:d0e1d0f606961d2bff02,treatment_decision:e4ce275eabec22438aca,treatment_output:2cd1425842220dd6c34e,,arrival_batch:2bebd7b59c929b5f9501,edge:8276a6eab7d232010083,reproducibility_metric:9432caaf1b12fb7e5f7a,evidence_table:116f7e13ab43d2b28ce2,figure_input:3838931ddea242d97d4a,audit_procedure:58277c4184398221c534,yes
closure:a7b117232d83e316a1a8,B3,audit:e5b7779ee20b01e80e6b,d3d17696ddd6a7bcb743,path:97d575c0b8aedf27b9c8,source_record:470895f1243b5ec9b3fc,observation:202f97684ab8629aa916,treatment_run:d0e1d0f606961d2bff02,treatment_decision:68820cee47dcab591257,treatment_output:1e2d7c26b1a01b0e5e70,,arrival_batch:c320a1dbe186156ea7d7,edge:9a192f4dfa010d4a35a4,reproducibility_metric:9432caaf1b12fb7e5f7a,evidence_table:116f7e13ab43d2b28ce2,figure_input:3838931ddea242d97d4a,audit_procedure:58277c4184398221c534,yes
closure:40e4187b533c882ae190,B3,audit:abc4342b5dea9ffa2fcb,d99bc3566095bc6ee582,path:fa5e792520d4e060fd09,source_record:55f9eca0640826e24f9c,observation:5577ee9eb9f8775867ee,treatment_run:d0e1d0f606961d2bff02,treatment_decision:4a95ff1981966a7ab4b9,treatment_output:90c5c343b4dd9a28fda0,,arrival_batch:2bebd7b59c929b5f9501,edge:3069bc3cb0d35148b61f,reproducibility_metric:9432caaf1b12fb7e5f7a,evidence_table:116f7e13ab43d2b28ce2,figure_input:3838931ddea242d97d4a,audit_procedure:58277c4184398221c534,yes
