closure_id,treatment_id,audit_request_id,requested_observation_id,source_lineage_path_id,source_record_node_id,observation_node_id,treatment_run_node_id,treatment_decision_node_id,treatment_output_node_id,snapshot_state_node_ids,arrival_batch_node_id,arrival_recompute_edge_id,reproducibility_metric_node_id,evidence_table_node_id,figure_input_node_id,audit_procedure_node_id,complete
closure:4e58f4b4d8c3f0a390a0,B0,audit:7e79780442eeaffb87fe,05a8528c88245297d4ba,path:61a65539dd7fd15cc1b6,source_record:07204f7959a158920906,observation:5f781c26691e4c1d4e63,treatment_run:ef7359e4d147cbd8daf2,treatment_decision:521d48c5bcc94247c67b,treatment_output:4e88d5c3b721496dd778,,,,reproducibility_metric:220ce98bc0bcbbc10455,evidence_table:116f7e13ab43d2b28ce2,figure_input:3838931ddea242d97d4a,audit_procedure:58277c4184398221c534,yes
closure:31ab536f8efeb1990708,B0,audit:d4d4e64a3e3bf8c77fba,09bd4158de9b28a03d83,path:b98116cdfc3625b57334,source_record:621b059bcf550a1ead3a,observation:3f64e0aa5f69399e8a04,treatment_run:ef7359e4d147cbd8daf2,treatment_decision:51e4a3353b3340e49584,treatment_output:988e610dfb898a7d1f5a,,,,reproducibility_metric:220ce98bc0bcbbc10455,evidence_table:116f7e13ab43d2b28ce2,figure_input:3838931ddea242d97d4a,audit_procedure:58277c4184398221c534,yes
closure:59bce5b5d065afe6b651,B0,audit:01215416fdbacf66c627,1721995859418ecf608c,path:62b34012c87ba9a4340f,source_record:3edd79e5e5b56f709897,observation:c8d559d64c4d785c41a3,treatment_run:ef7359e4d147cbd8daf2,treatment_decision:e32eb47856f958bf1744,treatment_output:731969672c59f2871e76,,,,reproducibility_metric:220ce98bc0bcbbc10455,evidence_table:116f7e13ab43d2b28ce2,figure_input:3838931ddea242d97d4a,audit_procedure:58277c4184398221c534,yes
closure:93b812c03afcc5316709,B0,audit:91183cb952f48c2f0082,211b04665de26cd11d77,path:bb4132599b10a4c786e9,source_record:4ed2457911a60c3d488b,observation:8723d68bb99c76a272c0,treatment_run:ef7359e4d147cbd8daf2,treatment_decision:0abd4a86810b0413b3d9,treatment_output:234f15398f84db5e04ef,,,,reproducibility_metric:220ce98bc0bcbbc10455,evidence_table:116f7e13ab43d2b28ce2,figure_input:3838931ddea242d97d4a,audit_procedure:58277c4184398221c534,yes
closure:b0d925596e8ee17d6acb,B0,audit:fb5db447bda22d037917,2766cbe2cf960f73ba05,path:24ed4b6b702e502e42e6,source_record:69c44ea8114c54419750,observation:3b44dd267dadc5b9eb40,treatment_run:ef7359e4d147cbd8daf2,treatment_decision:74ac980251856f1cc7c8,treatment_output:20a795746ad404126b29,,,,reproducibility_metric:220ce98bc0bcbbc10455,evidence_table:116f7e13ab43d2b28ce2,figure_input:3838931ddea242d97d4a,audit_procedure:58277c4184398221c534,yes
closure:37229b2f42b6b2b0f615,B0,audit:2b6aaf910f8efb6a80cb,27f750d142897641b3b1,path:f9d72b85568f2a848e1c,source_record:294fa03a900a59c6bcc9,observation:ea029425bb6e7db0f2d4,treatment_run:ef7359e4d147cbd8daf2,treatment_decision:f3555f20090ed7209e39,treatment_output:e96db0628793a76f6317,,,,reproducibility_metric:220ce98bc0bcbbc10455,evidence_table:116f7e13ab43d2b28ce2,figure_input:3838931ddea242d97d4a,audit_procedure:58277c4184398221c534,yes
closure:1cd030efebe745039b10,B0,audit:05d62208f733d98a4b49,356dadeceba952eb2a0c,path:0afc3e5030134801aaf0,source_record:c2b5603f1388485b6d3e,observation:be61f5d1cfa355a917f0,treatment_run:ef7359e4d147cbd8daf2,treatment_decision:6930213d03643139cb4f,treatment_output:e96db0628793a76f6317,,,,reproducibility_metric:220ce98bc0bcbbc10455,evidence_table:116f7e13ab43d2b28ce2,figure_input:3838931ddea242d97d4a,audit_procedure:58277c4184398221c534,yes
closure:5310b5b4c609239eaee6,B0,audit:9c74d29ea8a515bd4340,463dda3fe5140e2fbed2,path:b2e639819b1544aa2d08,source_record:e6e65cbbb0692b29878a,observation:4451fa83b206a52cd53e,treatment_run:ef7359e4d147cbd8daf2,treatment_decision:501ef06bfa9901cc32a8,treatment_output:130f540cad1892fe9816,,,,reproducibility_metric:220ce98bc0bcbbc10455,evidence_table:116f7e13ab43d2b28ce2,figure_input:3838931ddea242d97d4a,audit_procedure:58277c4184398221c534,yes
closure:5739cc2147a213e7d2ce,B0,audit:7b2e54d93b1c29078ea4,49b82f2b710bfb946f9f,path:322b033ed589deaf1c3d,source_record:423572d2616d043c15d1,observation:864f2c2d1b88e471e06c,treatment_run:ef7359e4d147cbd8daf2,treatment_decision:ae1fade8ed6c5938f499,treatment_output:b112b3995ea306e43f08,,,,reproducibility_metric:220ce98bc0bcbbc10455,evidence_table:116f7e13ab43d2b28ce2,figure_input:3838931ddea242d97d4a,audit_procedure:58277c4184398221c534,yes
closure:c5d2202ea691297ea38c,B0,audit:c148d1af9f25b2b4c817,4af2e0e7825c9f2ac443,path:c432cf9d5f8eb992f618,source_record:d3ee5d39849b0096d5ce,observation:6e3265bf4a2eadf39698,treatment_run:ef7359e4d147cbd8daf2,treatment_decision:e456f220c0c8c9eee183,treatment_output:20a795746ad404126b29,,,,reproducibility_metric:220ce98bc0bcbbc10455,evidence_table:116f7e13ab43d2b28ce2,figure_input:3838931ddea242d97d4a,audit_procedure:58277c4184398221c534,yes
closure:69b0d83490b60b2b04d5,B0,audit:e30af1868c54c958b248,506a60e86fb32d9c608b,path:cc183da10df50aea21cd,source_record:1822780c1a34fa87ecd7,observation:de0321deca75854654ba,treatment_run:ef7359e4d147cbd8daf2,treatment_decision:aa4980282d3bcdb13249,treatment_output:e96db0628793a76f6317,,,,reproducibility_metric:220ce98bc0bcbbc10455,evidence_table:116f7e13ab43d2b28ce2,figure_input:3838931ddea242d97d4a,audit_procedure:58277c4184398221c534,yes
closure:ab7c6a2ec2fdc296eab5,B0,audit:19e97d71e83a60be9a99,5fab5a82719cacffcbe4,path:9cfd576ba6467c314ac3,source_record:a2585ae02f3eb15eab0e,observation:04df2a67b487f338de1b,treatment_run:ef7359e4d147cbd8daf2,treatment_decision:b4cc3058de5b03e4acce,treatment_output:988e610dfb898a7d1f5a,,,,reproducibility_metric:220ce98bc0bcbbc10455,evidence_table:116f7e13ab43d2b28ce2,figure_input:3838931ddea242d97d4a,audit_procedure:58277c4184398221c534,yes
closure:12e116478bde0e1c096a,B0,audit:6e87c191b494def1cdb8,69745dd19d776c69570e,path:2ac84c6536afc316c225,source_record:87c903ae7b46a49c415f,observation:e19175cc2d07bb652fd5,treatment_run:ef7359e4d147cbd8daf2,treatment_decision:45c9c4f407fa3c5bda70,treatment_output:9c7aa8f45edf2e5043da,,,,reproducibility_metric:220ce98bc0bcbbc10455,evidence_table:116f7e13ab43d2b28ce2,figure_input:3838931ddea242d97d4a,audit_procedure:58277c4184398221c534,yes
closure:0357111fb69bd32ea8b6,B0,audit:12cd480f57df19c2a2ae,69a1ecde0bf18c3a84ae,path:d49a57b78cc6b9abfbda,source_record:192aacf02d8179c6f75a,observation:c0e44bfaff03fb3d0e85,treatment_run:ef7359e4d147cbd8daf2,treatment_decision:7eb5aa0a1c9985db3bae,treatment_output:452ae73d8fa913d02132,,,,reproducibility_metric:220ce98bc0bcbbc10455,evidence_table:116f7e13ab43d2b28ce2,figure_input:3838931ddea242d97d4a,audit_procedure:58277c4184398221c534,yes
closure:23822584f814167df7aa,B0,audit:7dd1ba43ad88f2bbc7c3,6ad6dfc4b05d0f292d1f,path:48ecac1095ede20645a5,source_record:7e35d4e934c4fa296c7d,observation:389c8092fc51c52bc4eb,treatment_run:ef7359e4d147cbd8daf2,treatment_decision:10ccf15de43bd6cc1f66,treatment_output:9c7aa8f45edf2e5043da,,,,reproducibility_metric:220ce98bc0bcbbc10455,evidence_table:116f7e13ab43d2b28ce2,figure_input:3838931ddea242d97d4a,audit_procedure:58277c4184398221c534,yes
closure:21f194cc02d923702279,B0,audit:e605ce636a2c48d1e6d0,6fbf4aae1b9a6de0051a,path:1854639fe75807863181,source_record:010ca4a0b9492cf8f0be,observation:294d2d83bf86fa753446,treatment_run:ef7359e4d147cbd8daf2,treatment_decision:578b9ae365fa3ee4e1f3,treatment_output:4f0be064a82af45a9a81,,,,reproducibility_metric:220ce98bc0bcbbc10455,evidence_table:116f7e13ab43d2b28ce2,figure_input:3838931ddea242d97d4a,audit_procedure:58277c4184398221c534,yes
closure:cf0111935edbe81ce6ed,B0,audit:e11de7731502eb0c9a24,72e8553f361951a0c2c8,path:80b166643382e0ef0e65,source_record:c9024fe3b36dd1151ec1,observation:a7e8ddddcfeb654133b3,treatment_run:ef7359e4d147cbd8daf2,treatment_decision:5845e2ce8feda0a2471b,treatment_output:731969672c59f2871e76,,,,reproducibility_metric:220ce98bc0bcbbc10455,evidence_table:116f7e13ab43d2b28ce2,figure_input:3838931ddea242d97d4a,audit_procedure:58277c4184398221c534,yes
closure:a169b256abb9a71bce58,B0,audit:2f7f3ad5db9e0393d95b,74fed6e1c3d917191be6,path:021aaa0e50db5b3937c5,source_record:061aced56e5316f767e3,observation:e36405cf00bd435e3d3d,treatment_run:ef7359e4d147cbd8daf2,treatment_decision:fa01589df546f2ac10bc,treatment_output:234f15398f84db5e04ef,,,,reproducibility_metric:220ce98bc0bcbbc10455,evidence_table:116f7e13ab43d2b28ce2,figure_input:3838931ddea242d97d4a,audit_procedure:58277c4184398221c534,yes
closure:7129807d33e9db1a75ac,B0,audit:b8c2a0ce784cbeccd0ab,87cdfc70ee6d45666fec,path:3a7cea85e37e471d8faa,source_record:9d014b544d90b04f050e,observation:fd786e62692104822637,treatment_run:ef7359e4d147cbd8daf2,treatment_decision:509cb54e0571af9e1f50,treatment_output:9c7aa8f45edf2e5043da,,,,reproducibility_metric:220ce98bc0bcbbc10455,evidence_table:116f7e13ab43d2b28ce2,figure_input:3838931ddea242d97d4a,audit_procedure:58277c4184398221c534,yes
closure:8e7058f12270fc5011d4,B0,audit:1f96bbbf8525213edf6c,9fcd6d7d4f2e24e56db1,path:0f4459bbf2991e7490f0,source_record:16473e53e748c08ec754,observation:667f983b01d3cdf7458e,treatment_run:ef7359e4d147cbd8daf2,treatment_decision:7afe198206a88203597a,treatment_output:988e610dfb898a7d1f5a,,,,reproducibility_metric:220ce98bc0bcbbc10455,evidence_table:116f7e13ab43d2b28ce2,figure_input:3838931ddea242d97d4a,audit_procedure:58277c4184398221c534,yes
closure:c87e57800bd725335cbf,B0,audit:40f86493f80c97a46b7b,9fe0a3bb2baed4ce3810,path:84377c0849e94350fa01,source_record:271cc1d0fc53de1a353a,observation:885040ab6fb9ac0096b2,treatment_run:ef7359e4d147cbd8daf2,treatment_decision:3497f7cefa9fb8da56dc,treatment_output:130f540cad1892fe9816,,,,reproducibility_metric:220ce98bc0bcbbc10455,evidence_table:116f7e13ab43d2b28ce2,figure_input:3838931ddea242d97d4a,audit_procedure:58277c4184398221c534,yes
closure:c12cde756fc3de0977e7,B0,audit:6afd1f340218a8fadf2a,a16c09b869c2ad72a4ea,path:b8bc76cfb7e9c8cf1e7d,source_record:26de36e57a1c215a6f55,observation:31d333568319d88d97b2,treatment_run:ef7359e4d147cbd8daf2,treatment_decision:5b2bbe6c544f7987b94c,treatment_output:c9e3b820d99df8cfd24a,,,,reproducibility_metric:220ce98bc0bcbbc10455,evidence_table:116f7e13ab43d2b28ce2,figure_input:3838931ddea242d97d4a,audit_procedure:58277c4184398221c534,yes
closure:2f4e562ae0c3136b5880,B0,audit:273ebbaab6365b1e41b5,a34fc65bf470c1e7ce20,path:5cfb507dee7be46c97f7,source_record:091fddff5547c21e53b2,observation:da340ced2539c49628bf,treatment_run:ef7359e4d147cbd8daf2,treatment_decision:4528f931b50456c66ede,treatment_output:452ae73d8fa913d02132,,,,reproducibility_metric:220ce98bc0bcbbc10455,evidence_table:116f7e13ab43d2b28ce2,figure_input:3838931ddea242d97d4a,audit_procedure:58277c4184398221c534,yes
closure:d9b865e6830ba41801ef,B0,audit:7a0b8df385da4e3812b6,ad8a7f5c7869af674e3a,path:757c700c17d517b3f7c3,source_record:71811020d9a92abf868d,observation:e4c9a85a54e3ad78e66c,treatment_run:ef7359e4d147cbd8daf2,treatment_decision:bd6820f4625f446558d7,treatment_output:4372d54e81fafb2c0f84,,,,reproducibility_metric:220ce98bc0bcbbc10455,evidence_table:116f7e13ab43d2b28ce2,figure_input:3838931ddea242d97d4a,audit_procedure:58277c4184398221c534,yes
closure:ce968f2ad9f19875bb1b,B0,audit:77b6f0c8dc56489c9837,b55b4fefc9148be667c1,path:eceb7f883aff979fbc79,source_record:193147b5654f5049a70b,observation:c8636f1fbb21ce328ae5,treatment_run:ef7359e4d147cbd8daf2,treatment_decision:42ed1037c94137b84019,treatment_output:4f0be064a82af45a9a81,,,,reproducibility_metric:220ce98bc0bcbbc10455,evidence_table:116f7e13ab43d2b28ce2,figure_input:3838931ddea242d97d4a,audit_procedure:58277c4184398221c534,yes
closure:6dd99e67ff1fafcd87e4,B0,audit:665c939b11437a522e14,bc696217068415ca73e2,path:d90dfe4a0892ed071720,source_record:609ed81aeb94651f9f28,observation:faa7a4c88494a64e5e39,treatment_run:ef7359e4d147cbd8daf2,treatment_decision:f0f9398e159a89805a66,treatment_output:c9e3b820d99df8cfd24a,,,,reproducibility_metric:220ce98bc0bcbbc10455,evidence_table:116f7e13ab43d2b28ce2,figure_input:3838931ddea242d97d4a,audit_procedure:58277c4184398221c534,yes
closure:ef65c2b711c4a89bad06,B0,audit:bf69346986bf4f6a0907,cb0d5147421c66597d95,path:158d046767399e2f4f05,source_record:d51908b14d4f43919f94,observation:3a58dba97aae26b9300b,treatment_run:ef7359e4d147cbd8daf2,treatment_decision:69f8285768cc23cfcd85,treatment_output:130f540cad1892fe9816,,,,reproducibility_metric:220ce98bc0bcbbc10455,evidence_table:116f7e13ab43d2b28ce2,figure_input:3838931ddea242d97d4a,audit_procedure:58277c4184398221c534,yes
closure:31473120faff598e1b01,B0,audit:c85f6fe4be1cd78fc433,cfe502c53f19a90449e6,path:a966e805dba2730a4361,source_record:0230a2ca03c36177ec6e,observation:b9d9aa4f2beeae259666,treatment_run:ef7359e4d147cbd8daf2,treatment_decision:345214c000d52f1ca630,treatment_output:4f0be064a82af45a9a81,,,,reproducibility_metric:220ce98bc0bcbbc10455,evidence_table:116f7e13ab43d2b28ce2,figure_input:3838931ddea242d97d4a,audit_procedure:58277c4184398221c534,yes
closure:beb83f1754c39e33dbd8,B0,audit:6f707a624cfd6e25c269,d3d17696ddd6a7bcb743,path:97d575c0b8aedf27b9c8,source_record:470895f1243b5ec9b3fc,observation:202f97684ab8629aa916,treatment_run:ef7359e4d147cbd8daf2,treatment_decision:28561b0a1878d7b8630d,treatment_output:452ae73d8fa913d02132,,,,reproducibility_metric:220ce98bc0bcbbc10455,evidence_table:116f7e13ab43d2b28ce2,figure_input:3838931ddea242d97d4a,audit_procedure:58277c4184398221c534,yes
closure:6104e70313fbd10ee5ae,B0,audit:8d2791f39307132ecf19,d99bc3566095bc6ee582,path:fa5e792520d4e060fd09,source_record:55f9eca0640826e24f9c,observation:5577ee9eb9f8775867ee,treatment_run:ef7359e4d147cbd8daf2,treatment_decision:e9e1e46e04b4e0b87c82,treatment_output:7c0e6ae3460bcd226630,,,,reproducibility_metric:220ce98bc0bcbbc10455,evidence_table:116f7e13ab43d2b28ce2,figure_input:3838931ddea242d97d4a,audit_procedure:58277c4184398221c534,yes
closure:b578ca9f1596b02bddef,B0,audit:be864169bb44c8c9a866,deabb3549fa520121850,path:88ea43a39fb332364087,source_record:1aa22f2b385a01569fc4,observation:3b1d7e44c2f83aa6fe02,treatment_run:ef7359e4d147cbd8daf2,treatment_decision:733e8862b895e90c023f,treatment_output:20a795746ad404126b29,,,,reproducibility_metric:220ce98bc0bcbbc10455,evidence_table:116f7e13ab43d2b28ce2,figure_input:3838931ddea242d97d4a,audit_procedure:58277c4184398221c534,yes
closure:b4b2c2c302aba6a1ee22,B0,audit:37dbf06d6f7b42aba6b1,df8ae4a2843995c9185d,path:ab93a5e3fc9a10c663fc,source_record:f6a04a1c01641dfdfadc,observation:96242f6669896b9035de,treatment_run:ef7359e4d147cbd8daf2,treatment_decision:de8618385ab0b96a4da0,treatment_output:731969672c59f2871e76,,,,reproducibility_metric:220ce98bc0bcbbc10455,evidence_table:116f7e13ab43d2b28ce2,figure_input:3838931ddea242d97d4a,audit_procedure:58277c4184398221c534,yes
closure:d16d896fb7a7d3525762,B0,audit:dbe1ab6a404de21e9495,e06e475e6f5cb8748897,path:8dfd2bbf25d027333a9d,source_record:582a11702e2e666dfc87,observation:4d4d1e51259f85b21f1d,treatment_run:ef7359e4d147cbd8daf2,treatment_decision:1e0b717dca3619cbc832,treatment_output:c9e3b820d99df8cfd24a,,,,reproducibility_metric:220ce98bc0bcbbc10455,evidence_table:116f7e13ab43d2b28ce2,figure_input:3838931ddea242d97d4a,audit_procedure:58277c4184398221c534,yes
closure:40a016016ebc9ec11e35,B0,audit:cca9f89c8302c177da34,e313de2e0e1a97bc17ff,path:b9661ac96456a9efd9ba,source_record:c5368ca23455a251f941,observation:f99fdeebfc608df3a8bb,treatment_run:ef7359e4d147cbd8daf2,treatment_decision:4d94c6598e04bfa70d82,treatment_output:7c0e6ae3460bcd226630,,,,reproducibility_metric:220ce98bc0bcbbc10455,evidence_table:116f7e13ab43d2b28ce2,figure_input:3838931ddea242d97d4a,audit_procedure:58277c4184398221c534,yes
closure:a9c916070bef1a8d394c,B0,audit:3fea25928bd25b66c911,edde0b27f2f31f5fb962,path:e852ffb2dcb8b95c866a,source_record:0ee5489cd01f22e5a51c,observation:1ecfe2896341b81743b9,treatment_run:ef7359e4d147cbd8daf2,treatment_decision:01e97655d5b8bfaf85b6,treatment_output:4e88d5c3b721496dd778,,,,reproducibility_metric:220ce98bc0bcbbc10455,evidence_table:116f7e13ab43d2b28ce2,figure_input:3838931ddea242d97d4a,audit_procedure:58277c4184398221c534,yes
closure:2461ea215b0f46bff39b,B0,audit:6ccfbd4ac75cfc67d996,f2b9db071dd4766d6307,path:2b01f40134ef46caecb9,source_record:a98acfe4bec18f9a0390,observation:0970843830c2ae7c8503,treatment_run:ef7359e4d147cbd8daf2,treatment_decision:a484434b328c7b0665f7,treatment_output:b112b3995ea306e43f08,,,,reproducibility_metric:220ce98bc0bcbbc10455,evidence_table:116f7e13ab43d2b28ce2,figure_input:3838931ddea242d97d4a,audit_procedure:58277c4184398221c534,yes
closure:3675bce67c856c68db22,B0,audit:d71b597e7f833545297e,f4b6cbcb460eaef0f82e,path:b4be154954c60c0be6c2,source_record:875236bbef4d7952b885,observation:cc516c3714c088b54218,treatment_run:ef7359e4d147cbd8daf2,treatment_decision:64e4c12a09d2d7bd90b2,treatment_output:b112b3995ea306e43f08,,,,reproducibility_metric:220ce98bc0bcbbc10455,evidence_table:116f7e13ab43d2b28ce2,figure_input:3838931ddea242d97d4a,audit_procedure:58277c4184398221c534,yes
closure:f220c86101e3df43d5b5,B0,audit:7c52048327bc6632ca64,f831d08aa91c95864cd0,path:1e69049e8ab82ddb3293,source_record:bbde0e659e98bd2c6084,observation:1b7b7decaafba2e44741,treatment_run:ef7359e4d147cbd8daf2,treatment_decision:94a34350fee164c39a62,treatment_output:4372d54e81fafb2c0f84,,,,reproducibility_metric:220ce98bc0bcbbc10455,evidence_table:116f7e13ab43d2b28ce2,figure_input:3838931ddea242d97d4a,audit_procedure:58277c4184398221c534,yes
closure:504dac4a573cd41c5111,B1,audit:1a6bc8b9383c3a3be612,05a8528c88245297d4ba,path:61a65539dd7fd15cc1b6,source_record:07204f7959a158920906,observation:5f781c26691e4c1d4e63,treatment_run:8753b68e51c38f9585ee,treatment_decision:4dff6205be1cfa53338a,treatment_output:9e10e0edf3db9d33bdd7,snapshot_state:5367ba4319af7413c382,,,reproducibility_metric:46c5d343b2ae75cf958b,evidence_table:116f7e13ab43d2b28ce2,figure_input:3838931ddea242d97d4a,audit_procedure:58277c4184398221c534,yes
closure:66b1f8bad848c79f205b,B1,audit:718152f85f36607eef84,09bd4158de9b28a03d83,path:b98116cdfc3625b57334,source_record:621b059bcf550a1ead3a,observation:3f64e0aa5f69399e8a04,treatment_run:8753b68e51c38f9585ee,treatment_decision:b651ce37ac73be1d354f,treatment_output:9556e475a3d1b4b81589,snapshot_state:0fc223872d5f0210eb86,,,reproducibility_metric:46c5d343b2ae75cf958b,evidence_table:116f7e13ab43d2b28ce2,figure_input:3838931ddea242d97d4a,audit_procedure:58277c4184398221c534,yes
closure:31c9919778866b765446,B1,audit:fe692893ee937d297493,1721995859418ecf608c,path:62b34012c87ba9a4340f,source_record:3edd79e5e5b56f709897,observation:c8d559d64c4d785c41a3,treatment_run:8753b68e51c38f9585ee,treatment_decision:6728f45a31ffbdc3dc9f,treatment_output:8c7142bcd7b6be0c9b0a,snapshot_state:fc89c879103a0a6f99cc,,,reproducibility_metric:46c5d343b2ae75cf958b,evidence_table:116f7e13ab43d2b28ce2,figure_input:3838931ddea242d97d4a,audit_procedure:58277c4184398221c534,yes
closure:d7ed599cafdc76ef8d27,B1,audit:29dd87954ceb25aaaeba,211b04665de26cd11d77,path:bb4132599b10a4c786e9,source_record:4ed2457911a60c3d488b,observation:8723d68bb99c76a272c0,treatment_run:8753b68e51c38f9585ee,treatment_decision:8c063c4c3ba1c835d142,treatment_output:1fb07512426155c24d4b,snapshot_state:5367ba4319af7413c382,,,reproducibility_metric:46c5d343b2ae75cf958b,evidence_table:116f7e13ab43d2b28ce2,figure_input:3838931ddea242d97d4a,audit_procedure:58277c4184398221c534,yes
