indicator_key,series_key,observed_period,geo_level,geo_code,unit,geo_name,snapshot_count,value_count,min_value,max_value,absolute_spread,status,observations_json
sdg08_hourly_wage,total,2023,province,1700,rupiah_per_hour,Bengkulu,2,1,17410,17410,0,exact_match,"[{""geo_code"": ""1700"", ""geo_level"": ""province"", ""geo_name"": ""Bengkulu"", ""indicator_key"": ""sdg08_hourly_wage"", ""methodology_version"": ""webapi-var-1172-updated-2025-12-02"", ""observed_period"": ""2023"", ""producer"": ""Badan Pusat Statistik"", ""release_date"": ""2026-09-08"", ""series_key"": ""total"", ""source_id"": ""bps_webapi"", ""source_record_id"": ""domain=0000;var=1172;vervar=1700;turvar=0;th=123;turth=0"", ""unit"": ""rupiah_per_hour"", ""value"": ""17410""}, {""geo_code"": ""1700"", ""geo_level"": ""province"", ""geo_name"": ""Bengkulu"", ""indicator_key"": ""sdg08_hourly_wage"", ""methodology_version"": ""tpb-2024-appendix"", ""observed_period"": ""2023"", ""producer"": ""Badan Pusat Statistik"", ""release_date"": ""2024-12-31"", ""series_key"": ""total"", ""source_id"": ""bps_tpb_2024"", ""source_record_id"": ""pub=936a26d5d2b168b9971d3b02;page=275;column=21;year=2023"", ""unit"": ""rupiah_per_hour"", ""value"": ""17410""}]"
sdg08_hourly_wage,total,2023,province,1800,rupiah_per_hour,Lampung,2,1,13958,13958,0,exact_match,"[{""geo_code"": ""1800"", ""geo_level"": ""province"", ""geo_name"": ""Lampung"", ""indicator_key"": ""sdg08_hourly_wage"", ""methodology_version"": ""webapi-var-1172-updated-2025-12-02"", ""observed_period"": ""2023"", ""producer"": ""Badan Pusat Statistik"", ""release_date"": ""2026-09-08"", ""series_key"": ""total"", ""source_id"": ""bps_webapi"", ""source_record_id"": ""domain=0000;var=1172;vervar=1800;turvar=0;th=123;turth=0"", ""unit"": ""rupiah_per_hour"", ""value"": ""13958""}, {""geo_code"": ""1800"", ""geo_level"": ""province"", ""geo_name"": ""Lampung"", ""indicator_key"": ""sdg08_hourly_wage"", ""methodology_version"": ""tpb-2024-appendix"", ""observed_period"": ""2023"", ""producer"": ""Badan Pusat Statistik"", ""release_date"": ""2024-12-31"", ""series_key"": ""total"", ""source_id"": ""bps_tpb_2024"", ""source_record_id"": ""pub=936a26d5d2b168b9971d3b02;page=275;column=21;year=2023"", ""unit"": ""rupiah_per_hour"", ""value"": ""13958""}]"
sdg08_hourly_wage,total,2023,province,1900,rupiah_per_hour,Kep. Bangka Belitung,2,1,20141,20141,0,exact_match,"[{""geo_code"": ""1900"", ""geo_level"": ""province"", ""geo_name"": ""Kep. Bangka Belitung"", ""indicator_key"": ""sdg08_hourly_wage"", ""methodology_version"": ""webapi-var-1172-updated-2025-12-02"", ""observed_period"": ""2023"", ""producer"": ""Badan Pusat Statistik"", ""release_date"": ""2026-09-08"", ""series_key"": ""total"", ""source_id"": ""bps_webapi"", ""source_record_id"": ""domain=0000;var=1172;vervar=1900;turvar=0;th=123;turth=0"", ""unit"": ""rupiah_per_hour"", ""value"": ""20141""}, {""geo_code"": ""1900"", ""geo_level"": ""province"", ""geo_name"": ""Kep. Bangka Belitung"", ""indicator_key"": ""sdg08_hourly_wage"", ""methodology_version"": ""tpb-2024-appendix"", ""observed_period"": ""2023"", ""producer"": ""Badan Pusat Statistik"", ""release_date"": ""2024-12-31"", ""series_key"": ""total"", ""source_id"": ""bps_tpb_2024"", ""source_record_id"": ""pub=936a26d5d2b168b9971d3b02;page=275;column=21;year=2023"", ""unit"": ""rupiah_per_hour"", ""value"": ""20141""}]"
sdg08_hourly_wage,total,2023,province,2100,rupiah_per_hour,Kep. Riau,2,1,27640,27640,0,exact_match,"[{""geo_code"": ""2100"", ""geo_level"": ""province"", ""geo_name"": ""Kep. Riau"", ""indicator_key"": ""sdg08_hourly_wage"", ""methodology_version"": ""webapi-var-1172-updated-2025-12-02"", ""observed_period"": ""2023"", ""producer"": ""Badan Pusat Statistik"", ""release_date"": ""2026-09-08"", ""series_key"": ""total"", ""source_id"": ""bps_webapi"", ""source_record_id"": ""domain=0000;var=1172;vervar=2100;turvar=0;th=123;turth=0"", ""unit"": ""rupiah_per_hour"", ""value"": ""27640""}, {""geo_code"": ""2100"", ""geo_level"": ""province"", ""geo_name"": ""Kepulauan Riau"", ""indicator_key"": ""sdg08_hourly_wage"", ""methodology_version"": ""tpb-2024-appendix"", ""observed_period"": ""2023"", ""producer"": ""Badan Pusat Statistik"", ""release_date"": ""2024-12-31"", ""series_key"": ""total"", ""source_id"": ""bps_tpb_2024"", ""source_record_id"": ""pub=936a26d5d2b168b9971d3b02;page=275;column=21;year=2023"", ""unit"": ""rupiah_per_hour"", ""value"": ""27640""}]"
sdg08_hourly_wage,total,2023,province,3100,rupiah_per_hour,Dki Jakarta,2,1,42354,42354,0,exact_match,"[{""geo_code"": ""3100"", ""geo_level"": ""province"", ""geo_name"": ""Dki Jakarta"", ""indicator_key"": ""sdg08_hourly_wage"", ""methodology_version"": ""webapi-var-1172-updated-2025-12-02"", ""observed_period"": ""2023"", ""producer"": ""Badan Pusat Statistik"", ""release_date"": ""2026-09-08"", ""series_key"": ""total"", ""source_id"": ""bps_webapi"", ""source_record_id"": ""domain=0000;var=1172;vervar=3100;turvar=0;th=123;turth=0"", ""unit"": ""rupiah_per_hour"", ""value"": ""42354""}, {""geo_code"": ""3100"", ""geo_level"": ""province"", ""geo_name"": ""DKI Jakarta"", ""indicator_key"": ""sdg08_hourly_wage"", ""methodology_version"": ""tpb-2024-appendix"", ""observed_period"": ""2023"", ""producer"": ""Badan Pusat Statistik"", ""release_date"": ""2024-12-31"", ""series_key"": ""total"", ""source_id"": ""bps_tpb_2024"", ""source_record_id"": ""pub=936a26d5d2b168b9971d3b02;page=275;column=21;year=2023"", ""unit"": ""rupiah_per_hour"", ""value"": ""42354""}]"
sdg08_hourly_wage,total,2023,province,3200,rupiah_per_hour,Jawa Barat,2,1,21194,21194,0,exact_match,"[{""geo_code"": ""3200"", ""geo_level"": ""province"", ""geo_name"": ""Jawa Barat"", ""indicator_key"": ""sdg08_hourly_wage"", ""methodology_version"": ""webapi-var-1172-updated-2025-12-02"", ""observed_period"": ""2023"", ""producer"": ""Badan Pusat Statistik"", ""release_date"": ""2026-09-08"", ""series_key"": ""total"", ""source_id"": ""bps_webapi"", ""source_record_id"": ""domain=0000;var=1172;vervar=3200;turvar=0;th=123;turth=0"", ""unit"": ""rupiah_per_hour"", ""value"": ""21194""}, {""geo_code"": ""3200"", ""geo_level"": ""province"", ""geo_name"": ""Jawa Barat"", ""indicator_key"": ""sdg08_hourly_wage"", ""methodology_version"": ""tpb-2024-appendix"", ""observed_period"": ""2023"", ""producer"": ""Badan Pusat Statistik"", ""release_date"": ""2024-12-31"", ""series_key"": ""total"", ""source_id"": ""bps_tpb_2024"", ""source_record_id"": ""pub=936a26d5d2b168b9971d3b02;page=275;column=21;year=2023"", ""unit"": ""rupiah_per_hour"", ""value"": ""21194""}]"
sdg08_hourly_wage,total,2023,province,3300,rupiah_per_hour,Jawa Tengah,2,1,13381,13381,0,exact_match,"[{""geo_code"": ""3300"", ""geo_level"": ""province"", ""geo_name"": ""Jawa Tengah"", ""indicator_key"": ""sdg08_hourly_wage"", ""methodology_version"": ""webapi-var-1172-updated-2025-12-02"", ""observed_period"": ""2023"", ""producer"": ""Badan Pusat Statistik"", ""release_date"": ""2026-09-08"", ""series_key"": ""total"", ""source_id"": ""bps_webapi"", ""source_record_id"": ""domain=0000;var=1172;vervar=3300;turvar=0;th=123;turth=0"", ""unit"": ""rupiah_per_hour"", ""value"": ""13381""}, {""geo_code"": ""3300"", ""geo_level"": ""province"", ""geo_name"": ""Jawa Tengah"", ""indicator_key"": ""sdg08_hourly_wage"", ""methodology_version"": ""tpb-2024-appendix"", ""observed_period"": ""2023"", ""producer"": ""Badan Pusat Statistik"", ""release_date"": ""2024-12-31"", ""series_key"": ""total"", ""source_id"": ""bps_tpb_2024"", ""source_record_id"": ""pub=936a26d5d2b168b9971d3b02;page=275;column=21;year=2023"", ""unit"": ""rupiah_per_hour"", ""value"": ""13381""}]"
sdg08_hourly_wage,total,2023,province,3400,rupiah_per_hour,Di Yogyakarta,2,1,16478,16478,0,exact_match,"[{""geo_code"": ""3400"", ""geo_level"": ""province"", ""geo_name"": ""Di Yogyakarta"", ""indicator_key"": ""sdg08_hourly_wage"", ""methodology_version"": ""webapi-var-1172-updated-2025-12-02"", ""observed_period"": ""2023"", ""producer"": ""Badan Pusat Statistik"", ""release_date"": ""2026-09-08"", ""series_key"": ""total"", ""source_id"": ""bps_webapi"", ""source_record_id"": ""domain=0000;var=1172;vervar=3400;turvar=0;th=123;turth=0"", ""unit"": ""rupiah_per_hour"", ""value"": ""16478""}, {""geo_code"": ""3400"", ""geo_level"": ""province"", ""geo_name"": ""DI Yogyakarta"", ""indicator_key"": ""sdg08_hourly_wage"", ""methodology_version"": ""tpb-2024-appendix"", ""observed_period"": ""2023"", ""producer"": ""Badan Pusat Statistik"", ""release_date"": ""2024-12-31"", ""series_key"": ""total"", ""source_id"": ""bps_tpb_2024"", ""source_record_id"": ""pub=936a26d5d2b168b9971d3b02;page=275;column=21;year=2023"", ""unit"": ""rupiah_per_hour"", ""value"": ""16478""}]"
sdg08_hourly_wage,total,2023,province,3500,rupiah_per_hour,Jawa Timur,2,1,15155,15155,0,exact_match,"[{""geo_code"": ""3500"", ""geo_level"": ""province"", ""geo_name"": ""Jawa Timur"", ""indicator_key"": ""sdg08_hourly_wage"", ""methodology_version"": ""webapi-var-1172-updated-2025-12-02"", ""observed_period"": ""2023"", ""producer"": ""Badan Pusat Statistik"", ""release_date"": ""2026-09-08"", ""series_key"": ""total"", ""source_id"": ""bps_webapi"", ""source_record_id"": ""domain=0000;var=1172;vervar=3500;turvar=0;th=123;turth=0"", ""unit"": ""rupiah_per_hour"", ""value"": ""15155""}, {""geo_code"": ""3500"", ""geo_level"": ""province"", ""geo_name"": ""Jawa Timur"", ""indicator_key"": ""sdg08_hourly_wage"", ""methodology_version"": ""tpb-2024-appendix"", ""observed_period"": ""2023"", ""producer"": ""Badan Pusat Statistik"", ""release_date"": ""2024-12-31"", ""series_key"": ""total"", ""source_id"": ""bps_tpb_2024"", ""source_record_id"": ""pub=936a26d5d2b168b9971d3b02;page=275;column=21;year=2023"", ""unit"": ""rupiah_per_hour"", ""value"": ""15155""}]"
sdg08_hourly_wage,total,2023,province,3600,rupiah_per_hour,Banten,2,1,24685,24685,0,exact_match,"[{""geo_code"": ""3600"", ""geo_level"": ""province"", ""geo_name"": ""Banten"", ""indicator_key"": ""sdg08_hourly_wage"", ""methodology_version"": ""webapi-var-1172-updated-2025-12-02"", ""observed_period"": ""2023"", ""producer"": ""Badan Pusat Statistik"", ""release_date"": ""2026-09-08"", ""series_key"": ""total"", ""source_id"": ""bps_webapi"", ""source_record_id"": ""domain=0000;var=1172;vervar=3600;turvar=0;th=123;turth=0"", ""unit"": ""rupiah_per_hour"", ""value"": ""24685""}, {""geo_code"": ""3600"", ""geo_level"": ""province"", ""geo_name"": ""Banten"", ""indicator_key"": ""sdg08_hourly_wage"", ""methodology_version"": ""tpb-2024-appendix"", ""observed_period"": ""2023"", ""producer"": ""Badan Pusat Statistik"", ""release_date"": ""2024-12-31"", ""series_key"": ""total"", ""source_id"": ""bps_tpb_2024"", ""source_record_id"": ""pub=936a26d5d2b168b9971d3b02;page=275;column=21;year=2023"", ""unit"": ""rupiah_per_hour"", ""value"": ""24685""}]"
sdg08_hourly_wage,total,2023,province,5100,rupiah_per_hour,Bali,2,1,18521,18521,0,exact_match,"[{""geo_code"": ""5100"", ""geo_level"": ""province"", ""geo_name"": ""Bali"", ""indicator_key"": ""sdg08_hourly_wage"", ""methodology_version"": ""webapi-var-1172-updated-2025-12-02"", ""observed_period"": ""2023"", ""producer"": ""Badan Pusat Statistik"", ""release_date"": ""2026-09-08"", ""series_key"": ""total"", ""source_id"": ""bps_webapi"", ""source_record_id"": ""domain=0000;var=1172;vervar=5100;turvar=0;th=123;turth=0"", ""unit"": ""rupiah_per_hour"", ""value"": ""18521""}, {""geo_code"": ""5100"", ""geo_level"": ""province"", ""geo_name"": ""Bali"", ""indicator_key"": ""sdg08_hourly_wage"", ""methodology_version"": ""tpb-2024-appendix"", ""observed_period"": ""2023"", ""producer"": ""Badan Pusat Statistik"", ""release_date"": ""2024-12-31"", ""series_key"": ""total"", ""source_id"": ""bps_tpb_2024"", ""source_record_id"": ""pub=936a26d5d2b168b9971d3b02;page=275;column=21;year=2023"", ""unit"": ""rupiah_per_hour"", ""value"": ""18521""}]"
sdg08_hourly_wage,total,2023,province,5200,rupiah_per_hour,Nusa Tenggara Barat,2,1,12933,12933,0,exact_match,"[{""geo_code"": ""5200"", ""geo_level"": ""province"", ""geo_name"": ""Nusa Tenggara Barat"", ""indicator_key"": ""sdg08_hourly_wage"", ""methodology_version"": ""webapi-var-1172-updated-2025-12-02"", ""observed_period"": ""2023"", ""producer"": ""Badan Pusat Statistik"", ""release_date"": ""2026-09-08"", ""series_key"": ""total"", ""source_id"": ""bps_webapi"", ""source_record_id"": ""domain=0000;var=1172;vervar=5200;turvar=0;th=123;turth=0"", ""unit"": ""rupiah_per_hour"", ""value"": ""12933""}, {""geo_code"": ""5200"", ""geo_level"": ""province"", ""geo_name"": ""Nusa Tenggara Barat"", ""indicator_key"": ""sdg08_hourly_wage"", ""methodology_version"": ""tpb-2024-appendix"", ""observed_period"": ""2023"", ""producer"": ""Badan Pusat Statistik"", ""release_date"": ""2024-12-31"", ""series_key"": ""total"", ""source_id"": ""bps_tpb_2024"", ""source_record_id"": ""pub=936a26d5d2b168b9971d3b02;page=275;column=21;year=2023"", ""unit"": ""rupiah_per_hour"", ""value"": ""12933""}]"
sdg08_hourly_wage,total,2023,province,5300,rupiah_per_hour,Nusa Tenggara Timur,2,1,14770,14770,0,exact_match,"[{""geo_code"": ""5300"", ""geo_level"": ""province"", ""geo_name"": ""Nusa Tenggara Timur"", ""indicator_key"": ""sdg08_hourly_wage"", ""methodology_version"": ""webapi-var-1172-updated-2025-12-02"", ""observed_period"": ""2023"", ""producer"": ""Badan Pusat Statistik"", ""release_date"": ""2026-09-08"", ""series_key"": ""total"", ""source_id"": ""bps_webapi"", ""source_record_id"": ""domain=0000;var=1172;vervar=5300;turvar=0;th=123;turth=0"", ""unit"": ""rupiah_per_hour"", ""value"": ""14770""}, {""geo_code"": ""5300"", ""geo_level"": ""province"", ""geo_name"": ""Nusa Tenggara Timur"", ""indicator_key"": ""sdg08_hourly_wage"", ""methodology_version"": ""tpb-2024-appendix"", ""observed_period"": ""2023"", ""producer"": ""Badan Pusat Statistik"", ""release_date"": ""2024-12-31"", ""series_key"": ""total"", ""source_id"": ""bps_tpb_2024"", ""source_record_id"": ""pub=936a26d5d2b168b9971d3b02;page=275;column=21;year=2023"", ""unit"": ""rupiah_per_hour"", ""value"": ""14770""}]"
sdg08_hourly_wage,total,2023,province,6100,rupiah_per_hour,Kalimantan Barat,2,1,19303,19303,0,exact_match,"[{""geo_code"": ""6100"", ""geo_level"": ""province"", ""geo_name"": ""Kalimantan Barat"", ""indicator_key"": ""sdg08_hourly_wage"", ""methodology_version"": ""webapi-var-1172-updated-2025-12-02"", ""observed_period"": ""2023"", ""producer"": ""Badan Pusat Statistik"", ""release_date"": ""2026-09-08"", ""series_key"": ""total"", ""source_id"": ""bps_webapi"", ""source_record_id"": ""domain=0000;var=1172;vervar=6100;turvar=0;th=123;turth=0"", ""unit"": ""rupiah_per_hour"", ""value"": ""19303""}, {""geo_code"": ""6100"", ""geo_level"": ""province"", ""geo_name"": ""Kalimantan Barat"", ""indicator_key"": ""sdg08_hourly_wage"", ""methodology_version"": ""tpb-2024-appendix"", ""observed_period"": ""2023"", ""producer"": ""Badan Pusat Statistik"", ""release_date"": ""2024-12-31"", ""series_key"": ""total"", ""source_id"": ""bps_tpb_2024"", ""source_record_id"": ""pub=936a26d5d2b168b9971d3b02;page=275;column=21;year=2023"", ""unit"": ""rupiah_per_hour"", ""value"": ""19303""}]"
sdg08_hourly_wage,total,2023,province,6200,rupiah_per_hour,Kalimantan Tengah,2,1,20257,20257,0,exact_match,"[{""geo_code"": ""6200"", ""geo_level"": ""province"", ""geo_name"": ""Kalimantan Tengah"", ""indicator_key"": ""sdg08_hourly_wage"", ""methodology_version"": ""webapi-var-1172-updated-2025-12-02"", ""observed_period"": ""2023"", ""producer"": ""Badan Pusat Statistik"", ""release_date"": ""2026-09-08"", ""series_key"": ""total"", ""source_id"": ""bps_webapi"", ""source_record_id"": ""domain=0000;var=1172;vervar=6200;turvar=0;th=123;turth=0"", ""unit"": ""rupiah_per_hour"", ""value"": ""20257""}, {""geo_code"": ""6200"", ""geo_level"": ""province"", ""geo_name"": ""Kalimantan Tengah"", ""indicator_key"": ""sdg08_hourly_wage"", ""methodology_version"": ""tpb-2024-appendix"", ""observed_period"": ""2023"", ""producer"": ""Badan Pusat Statistik"", ""release_date"": ""2024-12-31"", ""series_key"": ""total"", ""source_id"": ""bps_tpb_2024"", ""source_record_id"": ""pub=936a26d5d2b168b9971d3b02;page=275;column=21;year=2023"", ""unit"": ""rupiah_per_hour"", ""value"": ""20257""}]"
sdg08_hourly_wage,total,2023,province,6300,rupiah_per_hour,Kalimantan Selatan,2,1,18938,18938,0,exact_match,"[{""geo_code"": ""6300"", ""geo_level"": ""province"", ""geo_name"": ""Kalimantan Selatan"", ""indicator_key"": ""sdg08_hourly_wage"", ""methodology_version"": ""webapi-var-1172-updated-2025-12-02"", ""observed_period"": ""2023"", ""producer"": ""Badan Pusat Statistik"", ""release_date"": ""2026-09-08"", ""series_key"": ""total"", ""source_id"": ""bps_webapi"", ""source_record_id"": ""domain=0000;var=1172;vervar=6300;turvar=0;th=123;turth=0"", ""unit"": ""rupiah_per_hour"", ""value"": ""18938""}, {""geo_code"": ""6300"", ""geo_level"": ""province"", ""geo_name"": ""Kalimantan Selatan"", ""indicator_key"": ""sdg08_hourly_wage"", ""methodology_version"": ""tpb-2024-appendix"", ""observed_period"": ""2023"", ""producer"": ""Badan Pusat Statistik"", ""release_date"": ""2024-12-31"", ""series_key"": ""total"", ""source_id"": ""bps_tpb_2024"", ""source_record_id"": ""pub=936a26d5d2b168b9971d3b02;page=275;column=21;year=2023"", ""unit"": ""rupiah_per_hour"", ""value"": ""18938""}]"
sdg08_hourly_wage,total,2023,province,6400,rupiah_per_hour,Kalimantan Timur,2,1,22509,22509,0,exact_match,"[{""geo_code"": ""6400"", ""geo_level"": ""province"", ""geo_name"": ""Kalimantan Timur"", ""indicator_key"": ""sdg08_hourly_wage"", ""methodology_version"": ""webapi-var-1172-updated-2025-12-02"", ""observed_period"": ""2023"", ""producer"": ""Badan Pusat Statistik"", ""release_date"": ""2026-09-08"", ""series_key"": ""total"", ""source_id"": ""bps_webapi"", ""source_record_id"": ""domain=0000;var=1172;vervar=6400;turvar=0;th=123;turth=0"", ""unit"": ""rupiah_per_hour"", ""value"": ""22509""}, {""geo_code"": ""6400"", ""geo_level"": ""province"", ""geo_name"": ""Kalimantan Timur"", ""indicator_key"": ""sdg08_hourly_wage"", ""methodology_version"": ""tpb-2024-appendix"", ""observed_period"": ""2023"", ""producer"": ""Badan Pusat Statistik"", ""release_date"": ""2024-12-31"", ""series_key"": ""total"", ""source_id"": ""bps_tpb_2024"", ""source_record_id"": ""pub=936a26d5d2b168b9971d3b02;page=275;column=21;year=2023"", ""unit"": ""rupiah_per_hour"", ""value"": ""22509""}]"
sdg08_hourly_wage,total,2023,province,6500,rupiah_per_hour,Kalimantan Utara,2,1,22366,22366,0,exact_match,"[{""geo_code"": ""6500"", ""geo_level"": ""province"", ""geo_name"": ""Kalimantan Utara"", ""indicator_key"": ""sdg08_hourly_wage"", ""methodology_version"": ""webapi-var-1172-updated-2025-12-02"", ""observed_period"": ""2023"", ""producer"": ""Badan Pusat Statistik"", ""release_date"": ""2026-09-08"", ""series_key"": ""total"", ""source_id"": ""bps_webapi"", ""source_record_id"": ""domain=0000;var=1172;vervar=6500;turvar=0;th=123;turth=0"", ""unit"": ""rupiah_per_hour"", ""value"": ""22366""}, {""geo_code"": ""6500"", ""geo_level"": ""province"", ""geo_name"": ""Kalimantan Utara"", ""indicator_key"": ""sdg08_hourly_wage"", ""methodology_version"": ""tpb-2024-appendix"", ""observed_period"": ""2023"", ""producer"": ""Badan Pusat Statistik"", ""release_date"": ""2024-12-31"", ""series_key"": ""total"", ""source_id"": ""bps_tpb_2024"", ""source_record_id"": ""pub=936a26d5d2b168b9971d3b02;page=275;column=21;year=2023"", ""unit"": ""rupiah_per_hour"", ""value"": ""22366""}]"
sdg08_hourly_wage,total,2023,province,7100,rupiah_per_hour,Sulawesi Utara,2,1,19270,19270,0,exact_match,"[{""geo_code"": ""7100"", ""geo_level"": ""province"", ""geo_name"": ""Sulawesi Utara"", ""indicator_key"": ""sdg08_hourly_wage"", ""methodology_version"": ""webapi-var-1172-updated-2025-12-02"", ""observed_period"": ""2023"", ""producer"": ""Badan Pusat Statistik"", ""release_date"": ""2026-09-08"", ""series_key"": ""total"", ""source_id"": ""bps_webapi"", ""source_record_id"": ""domain=0000;var=1172;vervar=7100;turvar=0;th=123;turth=0"", ""unit"": ""rupiah_per_hour"", ""value"": ""19270""}, {""geo_code"": ""7100"", ""geo_level"": ""province"", ""geo_name"": ""Sulawesi Utara"", ""indicator_key"": ""sdg08_hourly_wage"", ""methodology_version"": ""tpb-2024-appendix"", ""observed_period"": ""2023"", ""producer"": ""Badan Pusat Statistik"", ""release_date"": ""2024-12-31"", ""series_key"": ""total"", ""source_id"": ""bps_tpb_2024"", ""source_record_id"": ""pub=936a26d5d2b168b9971d3b02;page=275;column=21;year=2023"", ""unit"": ""rupiah_per_hour"", ""value"": ""19270""}]"
sdg08_hourly_wage,total,2023,province,7200,rupiah_per_hour,Sulawesi Tengah,2,1,16392,16392,0,exact_match,"[{""geo_code"": ""7200"", ""geo_level"": ""province"", ""geo_name"": ""Sulawesi Tengah"", ""indicator_key"": ""sdg08_hourly_wage"", ""methodology_version"": ""webapi-var-1172-updated-2025-12-02"", ""observed_period"": ""2023"", ""producer"": ""Badan Pusat Statistik"", ""release_date"": ""2026-09-08"", ""series_key"": ""total"", ""source_id"": ""bps_webapi"", ""source_record_id"": ""domain=0000;var=1172;vervar=7200;turvar=0;th=123;turth=0"", ""unit"": ""rupiah_per_hour"", ""value"": ""16392""}, {""geo_code"": ""7200"", ""geo_level"": ""province"", ""geo_name"": ""Sulawesi Tengah"", ""indicator_key"": ""sdg08_hourly_wage"", ""methodology_version"": ""tpb-2024-appendix"", ""observed_period"": ""2023"", ""producer"": ""Badan Pusat Statistik"", ""release_date"": ""2024-12-31"", ""series_key"": ""total"", ""source_id"": ""bps_tpb_2024"", ""source_record_id"": ""pub=936a26d5d2b168b9971d3b02;page=275;column=21;year=2023"", ""unit"": ""rupiah_per_hour"", ""value"": ""16392""}]"
sdg08_hourly_wage,total,2023,province,7300,rupiah_per_hour,Sulawesi Selatan,2,1,17776,17776,0,exact_match,"[{""geo_code"": ""7300"", ""geo_level"": ""province"", ""geo_name"": ""Sulawesi Selatan"", ""indicator_key"": ""sdg08_hourly_wage"", ""methodology_version"": ""webapi-var-1172-updated-2025-12-02"", ""observed_period"": ""2023"", ""producer"": ""Badan Pusat Statistik"", ""release_date"": ""2026-09-08"", ""series_key"": ""total"", ""source_id"": ""bps_webapi"", ""source_record_id"": ""domain=0000;var=1172;vervar=7300;turvar=0;th=123;turth=0"", ""unit"": ""rupiah_per_hour"", ""value"": ""17776""}, {""geo_code"": ""7300"", ""geo_level"": ""province"", ""geo_name"": ""Sulawesi Selatan"", ""indicator_key"": ""sdg08_hourly_wage"", ""methodology_version"": ""tpb-2024-appendix"", ""observed_period"": ""2023"", ""producer"": ""Badan Pusat Statistik"", ""release_date"": ""2024-12-31"", ""series_key"": ""total"", ""source_id"": ""bps_tpb_2024"", ""source_record_id"": ""pub=936a26d5d2b168b9971d3b02;page=275;column=21;year=2023"", ""unit"": ""rupiah_per_hour"", ""value"": ""17776""}]"
sdg08_hourly_wage,total,2023,province,7400,rupiah_per_hour,Sulawesi Tenggara,2,1,18884,18884,0,exact_match,"[{""geo_code"": ""7400"", ""geo_level"": ""province"", ""geo_name"": ""Sulawesi Tenggara"", ""indicator_key"": ""sdg08_hourly_wage"", ""methodology_version"": ""webapi-var-1172-updated-2025-12-02"", ""observed_period"": ""2023"", ""producer"": ""Badan Pusat Statistik"", ""release_date"": ""2026-09-08"", ""series_key"": ""total"", ""source_id"": ""bps_webapi"", ""source_record_id"": ""domain=0000;var=1172;vervar=7400;turvar=0;th=123;turth=0"", ""unit"": ""rupiah_per_hour"", ""value"": ""18884""}, {""geo_code"": ""7400"", ""geo_level"": ""province"", ""geo_name"": ""Sulawesi Tenggara"", ""indicator_key"": ""sdg08_hourly_wage"", ""methodology_version"": ""tpb-2024-appendix"", ""observed_period"": ""2023"", ""producer"": ""Badan Pusat Statistik"", ""release_date"": ""2024-12-31"", ""series_key"": ""total"", ""source_id"": ""bps_tpb_2024"", ""source_record_id"": ""pub=936a26d5d2b168b9971d3b02;page=275;column=21;year=2023"", ""unit"": ""rupiah_per_hour"", ""value"": ""18884""}]"
sdg08_hourly_wage,total,2023,province,7500,rupiah_per_hour,Gorontalo,2,1,15138,15138,0,exact_match,"[{""geo_code"": ""7500"", ""geo_level"": ""province"", ""geo_name"": ""Gorontalo"", ""indicator_key"": ""sdg08_hourly_wage"", ""methodology_version"": ""webapi-var-1172-updated-2025-12-02"", ""observed_period"": ""2023"", ""producer"": ""Badan Pusat Statistik"", ""release_date"": ""2026-09-08"", ""series_key"": ""total"", ""source_id"": ""bps_webapi"", ""source_record_id"": ""domain=0000;var=1172;vervar=7500;turvar=0;th=123;turth=0"", ""unit"": ""rupiah_per_hour"", ""value"": ""15138""}, {""geo_code"": ""7500"", ""geo_level"": ""province"", ""geo_name"": ""Gorontalo"", ""indicator_key"": ""sdg08_hourly_wage"", ""methodology_version"": ""tpb-2024-appendix"", ""observed_period"": ""2023"", ""producer"": ""Badan Pusat Statistik"", ""release_date"": ""2024-12-31"", ""series_key"": ""total"", ""source_id"": ""bps_tpb_2024"", ""source_record_id"": ""pub=936a26d5d2b168b9971d3b02;page=275;column=21;year=2023"", ""unit"": ""rupiah_per_hour"", ""value"": ""15138""}]"
sdg08_hourly_wage,total,2023,province,7600,rupiah_per_hour,Sulawesi Barat,2,1,16387,16387,0,exact_match,"[{""geo_code"": ""7600"", ""geo_level"": ""province"", ""geo_name"": ""Sulawesi Barat"", ""indicator_key"": ""sdg08_hourly_wage"", ""methodology_version"": ""webapi-var-1172-updated-2025-12-02"", ""observed_period"": ""2023"", ""producer"": ""Badan Pusat Statistik"", ""release_date"": ""2026-09-08"", ""series_key"": ""total"", ""source_id"": ""bps_webapi"", ""source_record_id"": ""domain=0000;var=1172;vervar=7600;turvar=0;th=123;turth=0"", ""unit"": ""rupiah_per_hour"", ""value"": ""16387""}, {""geo_code"": ""7600"", ""geo_level"": ""province"", ""geo_name"": ""Sulawesi Barat"", ""indicator_key"": ""sdg08_hourly_wage"", ""methodology_version"": ""tpb-2024-appendix"", ""observed_period"": ""2023"", ""producer"": ""Badan Pusat Statistik"", ""release_date"": ""2024-12-31"", ""series_key"": ""total"", ""source_id"": ""bps_tpb_2024"", ""source_record_id"": ""pub=936a26d5d2b168b9971d3b02;page=275;column=21;year=2023"", ""unit"": ""rupiah_per_hour"", ""value"": ""16387""}]"
