indicator_key,series_key,observed_period,geo_level,geo_code,unit,geo_name,snapshot_count,value_count,min_value,max_value,absolute_spread,status,observations_json
sdg04_completion_rate,sma,2021,province,6300,percent,Kalimantan Selatan,2,1,63.59,63.59,0.00,exact_match,"[{""geo_code"": ""6300"", ""geo_level"": ""province"", ""geo_name"": ""Kalimantan Selatan"", ""indicator_key"": ""sdg04_completion_rate"", ""methodology_version"": ""webapi-var-1980-updated-2026-08-26"", ""observed_period"": ""2021"", ""producer"": ""Badan Pusat Statistik"", ""release_date"": ""2026-09-08"", ""series_key"": ""sma"", ""source_id"": ""bps_webapi"", ""source_record_id"": ""domain=0000;var=1980;vervar=6300;turvar=1674;th=121;turth=0"", ""unit"": ""percent"", ""value"": ""63.59""}, {""geo_code"": ""6300"", ""geo_level"": ""province"", ""geo_name"": ""Kalimantan Selatan"", ""indicator_key"": ""sdg04_completion_rate"", ""methodology_version"": ""tpb-2024-appendix"", ""observed_period"": ""2021"", ""producer"": ""Badan Pusat Statistik"", ""release_date"": ""2024-12-31"", ""series_key"": ""sma"", ""source_id"": ""bps_tpb_2024"", ""source_record_id"": ""pub=936a26d5d2b168b9971d3b02;page=255;column=17;year=2021"", ""unit"": ""percent"", ""value"": ""63.59""}]"
sdg04_completion_rate,sma,2021,province,6400,percent,Kalimantan Timur,2,1,74.26,74.26,0.00,exact_match,"[{""geo_code"": ""6400"", ""geo_level"": ""province"", ""geo_name"": ""Kalimantan Timur"", ""indicator_key"": ""sdg04_completion_rate"", ""methodology_version"": ""webapi-var-1980-updated-2026-08-26"", ""observed_period"": ""2021"", ""producer"": ""Badan Pusat Statistik"", ""release_date"": ""2026-09-08"", ""series_key"": ""sma"", ""source_id"": ""bps_webapi"", ""source_record_id"": ""domain=0000;var=1980;vervar=6400;turvar=1674;th=121;turth=0"", ""unit"": ""percent"", ""value"": ""74.26""}, {""geo_code"": ""6400"", ""geo_level"": ""province"", ""geo_name"": ""Kalimantan Timur"", ""indicator_key"": ""sdg04_completion_rate"", ""methodology_version"": ""tpb-2024-appendix"", ""observed_period"": ""2021"", ""producer"": ""Badan Pusat Statistik"", ""release_date"": ""2024-12-31"", ""series_key"": ""sma"", ""source_id"": ""bps_tpb_2024"", ""source_record_id"": ""pub=936a26d5d2b168b9971d3b02;page=255;column=17;year=2021"", ""unit"": ""percent"", ""value"": ""74.26""}]"
sdg04_completion_rate,sma,2021,province,6500,percent,Kalimantan Utara,2,1,62.3,62.3,0.0,exact_match,"[{""geo_code"": ""6500"", ""geo_level"": ""province"", ""geo_name"": ""Kalimantan Utara"", ""indicator_key"": ""sdg04_completion_rate"", ""methodology_version"": ""webapi-var-1980-updated-2026-08-26"", ""observed_period"": ""2021"", ""producer"": ""Badan Pusat Statistik"", ""release_date"": ""2026-09-08"", ""series_key"": ""sma"", ""source_id"": ""bps_webapi"", ""source_record_id"": ""domain=0000;var=1980;vervar=6500;turvar=1674;th=121;turth=0"", ""unit"": ""percent"", ""value"": ""62.3""}, {""geo_code"": ""6500"", ""geo_level"": ""province"", ""geo_name"": ""Kalimantan Utara"", ""indicator_key"": ""sdg04_completion_rate"", ""methodology_version"": ""tpb-2024-appendix"", ""observed_period"": ""2021"", ""producer"": ""Badan Pusat Statistik"", ""release_date"": ""2024-12-31"", ""series_key"": ""sma"", ""source_id"": ""bps_tpb_2024"", ""source_record_id"": ""pub=936a26d5d2b168b9971d3b02;page=255;column=17;year=2021"", ""unit"": ""percent"", ""value"": ""62.30""}]"
sdg04_completion_rate,sma,2021,province,7100,percent,Sulawesi Utara,2,1,68.56,68.56,0.00,exact_match,"[{""geo_code"": ""7100"", ""geo_level"": ""province"", ""geo_name"": ""Sulawesi Utara"", ""indicator_key"": ""sdg04_completion_rate"", ""methodology_version"": ""webapi-var-1980-updated-2026-08-26"", ""observed_period"": ""2021"", ""producer"": ""Badan Pusat Statistik"", ""release_date"": ""2026-09-08"", ""series_key"": ""sma"", ""source_id"": ""bps_webapi"", ""source_record_id"": ""domain=0000;var=1980;vervar=7100;turvar=1674;th=121;turth=0"", ""unit"": ""percent"", ""value"": ""68.56""}, {""geo_code"": ""7100"", ""geo_level"": ""province"", ""geo_name"": ""Sulawesi Utara"", ""indicator_key"": ""sdg04_completion_rate"", ""methodology_version"": ""tpb-2024-appendix"", ""observed_period"": ""2021"", ""producer"": ""Badan Pusat Statistik"", ""release_date"": ""2024-12-31"", ""series_key"": ""sma"", ""source_id"": ""bps_tpb_2024"", ""source_record_id"": ""pub=936a26d5d2b168b9971d3b02;page=255;column=17;year=2021"", ""unit"": ""percent"", ""value"": ""68.56""}]"
sdg04_completion_rate,sma,2021,province,7200,percent,Sulawesi Tengah,2,1,61.16,61.16,0.00,exact_match,"[{""geo_code"": ""7200"", ""geo_level"": ""province"", ""geo_name"": ""Sulawesi Tengah"", ""indicator_key"": ""sdg04_completion_rate"", ""methodology_version"": ""webapi-var-1980-updated-2026-08-26"", ""observed_period"": ""2021"", ""producer"": ""Badan Pusat Statistik"", ""release_date"": ""2026-09-08"", ""series_key"": ""sma"", ""source_id"": ""bps_webapi"", ""source_record_id"": ""domain=0000;var=1980;vervar=7200;turvar=1674;th=121;turth=0"", ""unit"": ""percent"", ""value"": ""61.16""}, {""geo_code"": ""7200"", ""geo_level"": ""province"", ""geo_name"": ""Sulawesi Tengah"", ""indicator_key"": ""sdg04_completion_rate"", ""methodology_version"": ""tpb-2024-appendix"", ""observed_period"": ""2021"", ""producer"": ""Badan Pusat Statistik"", ""release_date"": ""2024-12-31"", ""series_key"": ""sma"", ""source_id"": ""bps_tpb_2024"", ""source_record_id"": ""pub=936a26d5d2b168b9971d3b02;page=255;column=17;year=2021"", ""unit"": ""percent"", ""value"": ""61.16""}]"
sdg04_completion_rate,sma,2021,province,7300,percent,Sulawesi Selatan,2,1,69.43,69.43,0.00,exact_match,"[{""geo_code"": ""7300"", ""geo_level"": ""province"", ""geo_name"": ""Sulawesi Selatan"", ""indicator_key"": ""sdg04_completion_rate"", ""methodology_version"": ""webapi-var-1980-updated-2026-08-26"", ""observed_period"": ""2021"", ""producer"": ""Badan Pusat Statistik"", ""release_date"": ""2026-09-08"", ""series_key"": ""sma"", ""source_id"": ""bps_webapi"", ""source_record_id"": ""domain=0000;var=1980;vervar=7300;turvar=1674;th=121;turth=0"", ""unit"": ""percent"", ""value"": ""69.43""}, {""geo_code"": ""7300"", ""geo_level"": ""province"", ""geo_name"": ""Sulawesi Selatan"", ""indicator_key"": ""sdg04_completion_rate"", ""methodology_version"": ""tpb-2024-appendix"", ""observed_period"": ""2021"", ""producer"": ""Badan Pusat Statistik"", ""release_date"": ""2024-12-31"", ""series_key"": ""sma"", ""source_id"": ""bps_tpb_2024"", ""source_record_id"": ""pub=936a26d5d2b168b9971d3b02;page=255;column=17;year=2021"", ""unit"": ""percent"", ""value"": ""69.43""}]"
sdg04_completion_rate,sma,2021,province,7400,percent,Sulawesi Tenggara,2,1,70.65,70.65,0.00,exact_match,"[{""geo_code"": ""7400"", ""geo_level"": ""province"", ""geo_name"": ""Sulawesi Tenggara"", ""indicator_key"": ""sdg04_completion_rate"", ""methodology_version"": ""webapi-var-1980-updated-2026-08-26"", ""observed_period"": ""2021"", ""producer"": ""Badan Pusat Statistik"", ""release_date"": ""2026-09-08"", ""series_key"": ""sma"", ""source_id"": ""bps_webapi"", ""source_record_id"": ""domain=0000;var=1980;vervar=7400;turvar=1674;th=121;turth=0"", ""unit"": ""percent"", ""value"": ""70.65""}, {""geo_code"": ""7400"", ""geo_level"": ""province"", ""geo_name"": ""Sulawesi Tenggara"", ""indicator_key"": ""sdg04_completion_rate"", ""methodology_version"": ""tpb-2024-appendix"", ""observed_period"": ""2021"", ""producer"": ""Badan Pusat Statistik"", ""release_date"": ""2024-12-31"", ""series_key"": ""sma"", ""source_id"": ""bps_tpb_2024"", ""source_record_id"": ""pub=936a26d5d2b168b9971d3b02;page=255;column=17;year=2021"", ""unit"": ""percent"", ""value"": ""70.65""}]"
sdg04_completion_rate,sma,2021,province,7500,percent,Gorontalo,2,1,53.73,53.73,0.00,exact_match,"[{""geo_code"": ""7500"", ""geo_level"": ""province"", ""geo_name"": ""Gorontalo"", ""indicator_key"": ""sdg04_completion_rate"", ""methodology_version"": ""webapi-var-1980-updated-2026-08-26"", ""observed_period"": ""2021"", ""producer"": ""Badan Pusat Statistik"", ""release_date"": ""2026-09-08"", ""series_key"": ""sma"", ""source_id"": ""bps_webapi"", ""source_record_id"": ""domain=0000;var=1980;vervar=7500;turvar=1674;th=121;turth=0"", ""unit"": ""percent"", ""value"": ""53.73""}, {""geo_code"": ""7500"", ""geo_level"": ""province"", ""geo_name"": ""Gorontalo"", ""indicator_key"": ""sdg04_completion_rate"", ""methodology_version"": ""tpb-2024-appendix"", ""observed_period"": ""2021"", ""producer"": ""Badan Pusat Statistik"", ""release_date"": ""2024-12-31"", ""series_key"": ""sma"", ""source_id"": ""bps_tpb_2024"", ""source_record_id"": ""pub=936a26d5d2b168b9971d3b02;page=255;column=17;year=2021"", ""unit"": ""percent"", ""value"": ""53.73""}]"
sdg04_completion_rate,sma,2021,province,7600,percent,Sulawesi Barat,2,1,56.22,56.22,0.00,exact_match,"[{""geo_code"": ""7600"", ""geo_level"": ""province"", ""geo_name"": ""Sulawesi Barat"", ""indicator_key"": ""sdg04_completion_rate"", ""methodology_version"": ""webapi-var-1980-updated-2026-08-26"", ""observed_period"": ""2021"", ""producer"": ""Badan Pusat Statistik"", ""release_date"": ""2026-09-08"", ""series_key"": ""sma"", ""source_id"": ""bps_webapi"", ""source_record_id"": ""domain=0000;var=1980;vervar=7600;turvar=1674;th=121;turth=0"", ""unit"": ""percent"", ""value"": ""56.22""}, {""geo_code"": ""7600"", ""geo_level"": ""province"", ""geo_name"": ""Sulawesi Barat"", ""indicator_key"": ""sdg04_completion_rate"", ""methodology_version"": ""tpb-2024-appendix"", ""observed_period"": ""2021"", ""producer"": ""Badan Pusat Statistik"", ""release_date"": ""2024-12-31"", ""series_key"": ""sma"", ""source_id"": ""bps_tpb_2024"", ""source_record_id"": ""pub=936a26d5d2b168b9971d3b02;page=255;column=17;year=2021"", ""unit"": ""percent"", ""value"": ""56.22""}]"
sdg04_completion_rate,sma,2021,province,8100,percent,Maluku,2,1,68.12,68.12,0.00,exact_match,"[{""geo_code"": ""8100"", ""geo_level"": ""province"", ""geo_name"": ""Maluku"", ""indicator_key"": ""sdg04_completion_rate"", ""methodology_version"": ""webapi-var-1980-updated-2026-08-26"", ""observed_period"": ""2021"", ""producer"": ""Badan Pusat Statistik"", ""release_date"": ""2026-09-08"", ""series_key"": ""sma"", ""source_id"": ""bps_webapi"", ""source_record_id"": ""domain=0000;var=1980;vervar=8100;turvar=1674;th=121;turth=0"", ""unit"": ""percent"", ""value"": ""68.12""}, {""geo_code"": ""8100"", ""geo_level"": ""province"", ""geo_name"": ""Maluku"", ""indicator_key"": ""sdg04_completion_rate"", ""methodology_version"": ""tpb-2024-appendix"", ""observed_period"": ""2021"", ""producer"": ""Badan Pusat Statistik"", ""release_date"": ""2024-12-31"", ""series_key"": ""sma"", ""source_id"": ""bps_tpb_2024"", ""source_record_id"": ""pub=936a26d5d2b168b9971d3b02;page=255;column=17;year=2021"", ""unit"": ""percent"", ""value"": ""68.12""}]"
sdg04_completion_rate,sma,2021,province,8200,percent,Maluku Utara,2,1,66.95,66.95,0.00,exact_match,"[{""geo_code"": ""8200"", ""geo_level"": ""province"", ""geo_name"": ""Maluku Utara"", ""indicator_key"": ""sdg04_completion_rate"", ""methodology_version"": ""webapi-var-1980-updated-2026-08-26"", ""observed_period"": ""2021"", ""producer"": ""Badan Pusat Statistik"", ""release_date"": ""2026-09-08"", ""series_key"": ""sma"", ""source_id"": ""bps_webapi"", ""source_record_id"": ""domain=0000;var=1980;vervar=8200;turvar=1674;th=121;turth=0"", ""unit"": ""percent"", ""value"": ""66.95""}, {""geo_code"": ""8200"", ""geo_level"": ""province"", ""geo_name"": ""Maluku Utara"", ""indicator_key"": ""sdg04_completion_rate"", ""methodology_version"": ""tpb-2024-appendix"", ""observed_period"": ""2021"", ""producer"": ""Badan Pusat Statistik"", ""release_date"": ""2024-12-31"", ""series_key"": ""sma"", ""source_id"": ""bps_tpb_2024"", ""source_record_id"": ""pub=936a26d5d2b168b9971d3b02;page=255;column=17;year=2021"", ""unit"": ""percent"", ""value"": ""66.95""}]"
sdg04_completion_rate,sma,2021,province,9100,percent,Papua Barat,2,1,59.08,59.08,0.00,exact_match,"[{""geo_code"": ""9100"", ""geo_level"": ""province"", ""geo_name"": ""Papua Barat"", ""indicator_key"": ""sdg04_completion_rate"", ""methodology_version"": ""webapi-var-1980-updated-2026-08-26"", ""observed_period"": ""2021"", ""producer"": ""Badan Pusat Statistik"", ""release_date"": ""2026-09-08"", ""series_key"": ""sma"", ""source_id"": ""bps_webapi"", ""source_record_id"": ""domain=0000;var=1980;vervar=9100;turvar=1674;th=121;turth=0"", ""unit"": ""percent"", ""value"": ""59.08""}, {""geo_code"": ""9100"", ""geo_level"": ""province"", ""geo_name"": ""Papua Barat"", ""indicator_key"": ""sdg04_completion_rate"", ""methodology_version"": ""tpb-2024-appendix"", ""observed_period"": ""2021"", ""producer"": ""Badan Pusat Statistik"", ""release_date"": ""2024-12-31"", ""series_key"": ""sma"", ""source_id"": ""bps_tpb_2024"", ""source_record_id"": ""pub=936a26d5d2b168b9971d3b02;page=255;column=17;year=2021"", ""unit"": ""percent"", ""value"": ""59.08""}]"
sdg04_completion_rate,sma,2021,province,9400,percent,Papua,2,1,32.95,32.95,0.00,exact_match,"[{""geo_code"": ""9400"", ""geo_level"": ""province"", ""geo_name"": ""Papua"", ""indicator_key"": ""sdg04_completion_rate"", ""methodology_version"": ""webapi-var-1980-updated-2026-08-26"", ""observed_period"": ""2021"", ""producer"": ""Badan Pusat Statistik"", ""release_date"": ""2026-09-08"", ""series_key"": ""sma"", ""source_id"": ""bps_webapi"", ""source_record_id"": ""domain=0000;var=1980;vervar=9400;turvar=1674;th=121;turth=0"", ""unit"": ""percent"", ""value"": ""32.95""}, {""geo_code"": ""9400"", ""geo_level"": ""province"", ""geo_name"": ""Papua"", ""indicator_key"": ""sdg04_completion_rate"", ""methodology_version"": ""tpb-2024-appendix"", ""observed_period"": ""2021"", ""producer"": ""Badan Pusat Statistik"", ""release_date"": ""2024-12-31"", ""series_key"": ""sma"", ""source_id"": ""bps_tpb_2024"", ""source_record_id"": ""pub=936a26d5d2b168b9971d3b02;page=255;column=17;year=2021"", ""unit"": ""percent"", ""value"": ""32.95""}]"
sdg04_completion_rate,sma,2022,national,9999,percent,Indonesia,2,1,66.13,66.13,0.00,exact_match,"[{""geo_code"": ""9999"", ""geo_level"": ""national"", ""geo_name"": ""Indonesia"", ""indicator_key"": ""sdg04_completion_rate"", ""methodology_version"": ""webapi-var-1980-updated-2026-08-26"", ""observed_period"": ""2022"", ""producer"": ""Badan Pusat Statistik"", ""release_date"": ""2026-09-08"", ""series_key"": ""sma"", ""source_id"": ""bps_webapi"", ""source_record_id"": ""domain=0000;var=1980;vervar=9999;turvar=1674;th=122;turth=0"", ""unit"": ""percent"", ""value"": ""66.13""}, {""geo_code"": ""9999"", ""geo_level"": ""national"", ""geo_name"": ""Indonesia"", ""indicator_key"": ""sdg04_completion_rate"", ""methodology_version"": ""tpb-2024-appendix"", ""observed_period"": ""2022"", ""producer"": ""Badan Pusat Statistik"", ""release_date"": ""2024-12-31"", ""series_key"": ""sma"", ""source_id"": ""bps_tpb_2024"", ""source_record_id"": ""pub=936a26d5d2b168b9971d3b02;page=255;column=18;year=2022"", ""unit"": ""percent"", ""value"": ""66.13""}]"
sdg04_completion_rate,sma,2022,province,1100,percent,Aceh,2,1,70.67,70.67,0.00,exact_match,"[{""geo_code"": ""1100"", ""geo_level"": ""province"", ""geo_name"": ""Aceh"", ""indicator_key"": ""sdg04_completion_rate"", ""methodology_version"": ""webapi-var-1980-updated-2026-08-26"", ""observed_period"": ""2022"", ""producer"": ""Badan Pusat Statistik"", ""release_date"": ""2026-09-08"", ""series_key"": ""sma"", ""source_id"": ""bps_webapi"", ""source_record_id"": ""domain=0000;var=1980;vervar=1100;turvar=1674;th=122;turth=0"", ""unit"": ""percent"", ""value"": ""70.67""}, {""geo_code"": ""1100"", ""geo_level"": ""province"", ""geo_name"": ""Aceh"", ""indicator_key"": ""sdg04_completion_rate"", ""methodology_version"": ""tpb-2024-appendix"", ""observed_period"": ""2022"", ""producer"": ""Badan Pusat Statistik"", ""release_date"": ""2024-12-31"", ""series_key"": ""sma"", ""source_id"": ""bps_tpb_2024"", ""source_record_id"": ""pub=936a26d5d2b168b9971d3b02;page=255;column=18;year=2022"", ""unit"": ""percent"", ""value"": ""70.67""}]"
sdg04_completion_rate,sma,2022,province,1200,percent,Sumatera Utara,2,1,77.16,77.16,0.00,exact_match,"[{""geo_code"": ""1200"", ""geo_level"": ""province"", ""geo_name"": ""Sumatera Utara"", ""indicator_key"": ""sdg04_completion_rate"", ""methodology_version"": ""webapi-var-1980-updated-2026-08-26"", ""observed_period"": ""2022"", ""producer"": ""Badan Pusat Statistik"", ""release_date"": ""2026-09-08"", ""series_key"": ""sma"", ""source_id"": ""bps_webapi"", ""source_record_id"": ""domain=0000;var=1980;vervar=1200;turvar=1674;th=122;turth=0"", ""unit"": ""percent"", ""value"": ""77.16""}, {""geo_code"": ""1200"", ""geo_level"": ""province"", ""geo_name"": ""Sumatera Utara"", ""indicator_key"": ""sdg04_completion_rate"", ""methodology_version"": ""tpb-2024-appendix"", ""observed_period"": ""2022"", ""producer"": ""Badan Pusat Statistik"", ""release_date"": ""2024-12-31"", ""series_key"": ""sma"", ""source_id"": ""bps_tpb_2024"", ""source_record_id"": ""pub=936a26d5d2b168b9971d3b02;page=255;column=18;year=2022"", ""unit"": ""percent"", ""value"": ""77.16""}]"
sdg04_completion_rate,sma,2022,province,1300,percent,Sumatera Barat,2,1,65.96,65.96,0.00,exact_match,"[{""geo_code"": ""1300"", ""geo_level"": ""province"", ""geo_name"": ""Sumatera Barat"", ""indicator_key"": ""sdg04_completion_rate"", ""methodology_version"": ""webapi-var-1980-updated-2026-08-26"", ""observed_period"": ""2022"", ""producer"": ""Badan Pusat Statistik"", ""release_date"": ""2026-09-08"", ""series_key"": ""sma"", ""source_id"": ""bps_webapi"", ""source_record_id"": ""domain=0000;var=1980;vervar=1300;turvar=1674;th=122;turth=0"", ""unit"": ""percent"", ""value"": ""65.96""}, {""geo_code"": ""1300"", ""geo_level"": ""province"", ""geo_name"": ""Sumatera Barat"", ""indicator_key"": ""sdg04_completion_rate"", ""methodology_version"": ""tpb-2024-appendix"", ""observed_period"": ""2022"", ""producer"": ""Badan Pusat Statistik"", ""release_date"": ""2024-12-31"", ""series_key"": ""sma"", ""source_id"": ""bps_tpb_2024"", ""source_record_id"": ""pub=936a26d5d2b168b9971d3b02;page=255;column=18;year=2022"", ""unit"": ""percent"", ""value"": ""65.96""}]"
sdg04_completion_rate,sma,2022,province,1400,percent,Riau,2,1,66.91,66.91,0.00,exact_match,"[{""geo_code"": ""1400"", ""geo_level"": ""province"", ""geo_name"": ""Riau"", ""indicator_key"": ""sdg04_completion_rate"", ""methodology_version"": ""webapi-var-1980-updated-2026-08-26"", ""observed_period"": ""2022"", ""producer"": ""Badan Pusat Statistik"", ""release_date"": ""2026-09-08"", ""series_key"": ""sma"", ""source_id"": ""bps_webapi"", ""source_record_id"": ""domain=0000;var=1980;vervar=1400;turvar=1674;th=122;turth=0"", ""unit"": ""percent"", ""value"": ""66.91""}, {""geo_code"": ""1400"", ""geo_level"": ""province"", ""geo_name"": ""Riau"", ""indicator_key"": ""sdg04_completion_rate"", ""methodology_version"": ""tpb-2024-appendix"", ""observed_period"": ""2022"", ""producer"": ""Badan Pusat Statistik"", ""release_date"": ""2024-12-31"", ""series_key"": ""sma"", ""source_id"": ""bps_tpb_2024"", ""source_record_id"": ""pub=936a26d5d2b168b9971d3b02;page=255;column=18;year=2022"", ""unit"": ""percent"", ""value"": ""66.91""}]"
sdg04_completion_rate,sma,2022,province,1500,percent,Jambi,2,1,65.85,65.85,0.00,exact_match,"[{""geo_code"": ""1500"", ""geo_level"": ""province"", ""geo_name"": ""Jambi"", ""indicator_key"": ""sdg04_completion_rate"", ""methodology_version"": ""webapi-var-1980-updated-2026-08-26"", ""observed_period"": ""2022"", ""producer"": ""Badan Pusat Statistik"", ""release_date"": ""2026-09-08"", ""series_key"": ""sma"", ""source_id"": ""bps_webapi"", ""source_record_id"": ""domain=0000;var=1980;vervar=1500;turvar=1674;th=122;turth=0"", ""unit"": ""percent"", ""value"": ""65.85""}, {""geo_code"": ""1500"", ""geo_level"": ""province"", ""geo_name"": ""Jambi"", ""indicator_key"": ""sdg04_completion_rate"", ""methodology_version"": ""tpb-2024-appendix"", ""observed_period"": ""2022"", ""producer"": ""Badan Pusat Statistik"", ""release_date"": ""2024-12-31"", ""series_key"": ""sma"", ""source_id"": ""bps_tpb_2024"", ""source_record_id"": ""pub=936a26d5d2b168b9971d3b02;page=255;column=18;year=2022"", ""unit"": ""percent"", ""value"": ""65.85""}]"
sdg04_completion_rate,sma,2022,province,1600,percent,Sumatera Selatan,2,1,67.07,67.07,0.00,exact_match,"[{""geo_code"": ""1600"", ""geo_level"": ""province"", ""geo_name"": ""Sumatera Selatan"", ""indicator_key"": ""sdg04_completion_rate"", ""methodology_version"": ""webapi-var-1980-updated-2026-08-26"", ""observed_period"": ""2022"", ""producer"": ""Badan Pusat Statistik"", ""release_date"": ""2026-09-08"", ""series_key"": ""sma"", ""source_id"": ""bps_webapi"", ""source_record_id"": ""domain=0000;var=1980;vervar=1600;turvar=1674;th=122;turth=0"", ""unit"": ""percent"", ""value"": ""67.07""}, {""geo_code"": ""1600"", ""geo_level"": ""province"", ""geo_name"": ""Sumatera Selatan"", ""indicator_key"": ""sdg04_completion_rate"", ""methodology_version"": ""tpb-2024-appendix"", ""observed_period"": ""2022"", ""producer"": ""Badan Pusat Statistik"", ""release_date"": ""2024-12-31"", ""series_key"": ""sma"", ""source_id"": ""bps_tpb_2024"", ""source_record_id"": ""pub=936a26d5d2b168b9971d3b02;page=255;column=18;year=2022"", ""unit"": ""percent"", ""value"": ""67.07""}]"
sdg04_completion_rate,sma,2022,province,1700,percent,Bengkulu,2,1,64.88,64.88,0.00,exact_match,"[{""geo_code"": ""1700"", ""geo_level"": ""province"", ""geo_name"": ""Bengkulu"", ""indicator_key"": ""sdg04_completion_rate"", ""methodology_version"": ""webapi-var-1980-updated-2026-08-26"", ""observed_period"": ""2022"", ""producer"": ""Badan Pusat Statistik"", ""release_date"": ""2026-09-08"", ""series_key"": ""sma"", ""source_id"": ""bps_webapi"", ""source_record_id"": ""domain=0000;var=1980;vervar=1700;turvar=1674;th=122;turth=0"", ""unit"": ""percent"", ""value"": ""64.88""}, {""geo_code"": ""1700"", ""geo_level"": ""province"", ""geo_name"": ""Bengkulu"", ""indicator_key"": ""sdg04_completion_rate"", ""methodology_version"": ""tpb-2024-appendix"", ""observed_period"": ""2022"", ""producer"": ""Badan Pusat Statistik"", ""release_date"": ""2024-12-31"", ""series_key"": ""sma"", ""source_id"": ""bps_tpb_2024"", ""source_record_id"": ""pub=936a26d5d2b168b9971d3b02;page=255;column=18;year=2022"", ""unit"": ""percent"", ""value"": ""64.88""}]"
sdg04_completion_rate,sma,2022,province,1800,percent,Lampung,2,1,62.42,62.42,0.00,exact_match,"[{""geo_code"": ""1800"", ""geo_level"": ""province"", ""geo_name"": ""Lampung"", ""indicator_key"": ""sdg04_completion_rate"", ""methodology_version"": ""webapi-var-1980-updated-2026-08-26"", ""observed_period"": ""2022"", ""producer"": ""Badan Pusat Statistik"", ""release_date"": ""2026-09-08"", ""series_key"": ""sma"", ""source_id"": ""bps_webapi"", ""source_record_id"": ""domain=0000;var=1980;vervar=1800;turvar=1674;th=122;turth=0"", ""unit"": ""percent"", ""value"": ""62.42""}, {""geo_code"": ""1800"", ""geo_level"": ""province"", ""geo_name"": ""Lampung"", ""indicator_key"": ""sdg04_completion_rate"", ""methodology_version"": ""tpb-2024-appendix"", ""observed_period"": ""2022"", ""producer"": ""Badan Pusat Statistik"", ""release_date"": ""2024-12-31"", ""series_key"": ""sma"", ""source_id"": ""bps_tpb_2024"", ""source_record_id"": ""pub=936a26d5d2b168b9971d3b02;page=255;column=18;year=2022"", ""unit"": ""percent"", ""value"": ""62.42""}]"
sdg04_completion_rate,sma,2022,province,1900,percent,Kep. Bangka Belitung,2,1,66.87,66.87,0.00,exact_match,"[{""geo_code"": ""1900"", ""geo_level"": ""province"", ""geo_name"": ""Kep. Bangka Belitung"", ""indicator_key"": ""sdg04_completion_rate"", ""methodology_version"": ""webapi-var-1980-updated-2026-08-26"", ""observed_period"": ""2022"", ""producer"": ""Badan Pusat Statistik"", ""release_date"": ""2026-09-08"", ""series_key"": ""sma"", ""source_id"": ""bps_webapi"", ""source_record_id"": ""domain=0000;var=1980;vervar=1900;turvar=1674;th=122;turth=0"", ""unit"": ""percent"", ""value"": ""66.87""}, {""geo_code"": ""1900"", ""geo_level"": ""province"", ""geo_name"": ""Kep. Bangka Belitung"", ""indicator_key"": ""sdg04_completion_rate"", ""methodology_version"": ""tpb-2024-appendix"", ""observed_period"": ""2022"", ""producer"": ""Badan Pusat Statistik"", ""release_date"": ""2024-12-31"", ""series_key"": ""sma"", ""source_id"": ""bps_tpb_2024"", ""source_record_id"": ""pub=936a26d5d2b168b9971d3b02;page=255;column=18;year=2022"", ""unit"": ""percent"", ""value"": ""66.87""}]"
sdg04_completion_rate,sma,2022,province,2100,percent,Kep. Riau,2,1,73.93,73.93,0.00,exact_match,"[{""geo_code"": ""2100"", ""geo_level"": ""province"", ""geo_name"": ""Kep. Riau"", ""indicator_key"": ""sdg04_completion_rate"", ""methodology_version"": ""webapi-var-1980-updated-2026-08-26"", ""observed_period"": ""2022"", ""producer"": ""Badan Pusat Statistik"", ""release_date"": ""2026-09-08"", ""series_key"": ""sma"", ""source_id"": ""bps_webapi"", ""source_record_id"": ""domain=0000;var=1980;vervar=2100;turvar=1674;th=122;turth=0"", ""unit"": ""percent"", ""value"": ""73.93""}, {""geo_code"": ""2100"", ""geo_level"": ""province"", ""geo_name"": ""Kepulauan Riau"", ""indicator_key"": ""sdg04_completion_rate"", ""methodology_version"": ""tpb-2024-appendix"", ""observed_period"": ""2022"", ""producer"": ""Badan Pusat Statistik"", ""release_date"": ""2024-12-31"", ""series_key"": ""sma"", ""source_id"": ""bps_tpb_2024"", ""source_record_id"": ""pub=936a26d5d2b168b9971d3b02;page=255;column=18;year=2022"", ""unit"": ""percent"", ""value"": ""73.93""}]"
