indicator_key,domain,indicator_name,rank,match_score,webapi_domain_id,webapi_variable_id,webapi_title,subject_id,subject_name
sdg08_informal_employment,economy,Proporsi pekerja informal terhadap total pekerja,4,0.5261,0000,1258,Proporsi Volume Remitansi (Dalam US Dollars) Terhadap Total PDB,181,Tujuan Pembangunan Berkelanjutan Edisi I
sdg08_informal_employment,economy,Proporsi pekerja informal terhadap total pekerja,5,0.5087,0000,1219,Proporsi Nilai Tambah Industri Kecil Terhadap Total Nilai Tambah Industri,181,Tujuan Pembangunan Berkelanjutan Edisi I
sdg08_hourly_wage,economy,Rata-rata upah atau gaji per jam pekerja,1,0.6974,0000,1172,Upah Rata - Rata Per Jam Pekerja Menurut Provinsi,181,Tujuan Pembangunan Berkelanjutan Edisi I
sdg08_hourly_wage,economy,Rata-rata upah atau gaji per jam pekerja,2,0.6880,0000,1174,Upah Rata - Rata Per Jam Pekerja Menurut Jenis Kelamin,181,Tujuan Pembangunan Berkelanjutan Edisi I
sdg08_hourly_wage,economy,Rata-rata upah atau gaji per jam pekerja,3,0.6880,0000,1176,Upah Rata - Rata Per Jam Pekerja Menurut Kelompok Umur,181,Tujuan Pembangunan Berkelanjutan Edisi I
sdg08_hourly_wage,economy,Rata-rata upah atau gaji per jam pekerja,4,0.6796,0000,1175,Upah Rata - Rata Per Jam Pekerja Menurut Tingkat Pendidikan,181,Tujuan Pembangunan Berkelanjutan Edisi I
sdg08_hourly_wage,economy,Rata-rata upah atau gaji per jam pekerja,5,0.6750,0000,1173,Upah Rata - Rata Per Jam Pekerja Menurut Daerah Tempat Tinggal,181,Tujuan Pembangunan Berkelanjutan Edisi I
sdg08_neet,economy,Proporsi pemuda NEET,1,0.1889,0000,1811,Proporsi Penduduk 50 Tahun ke Atas,12,Kependudukan
sdg08_neet,economy,Proporsi pemuda NEET,2,0.1680,0000,1158,Proporsi Pasokan Energi Primer,181,Tujuan Pembangunan Berkelanjutan Edisi I
sdg08_neet,economy,Proporsi pemuda NEET,3,0.1579,0000,1794,Proporsi Sekolah dengan Akses Listrik ,181,Tujuan Pembangunan Berkelanjutan Edisi I
sdg08_neet,economy,Proporsi pemuda NEET,4,0.1548,0000,1192,Proporsi Kredit UMKM Terhadap Total Kredit,181,Tujuan Pembangunan Berkelanjutan Edisi I
sdg08_neet,economy,Proporsi pemuda NEET,5,0.1440,0000,475,Populasi Kuda menurut Provinsi,24,Peternakan
sdg08_financial_access,economy,Kantor atau ATM per 100000 penduduk dewasa,1,0.2917,0000,1390,Insiden Tuberkulosis (ITB) Per 100.000 Penduduk,30,Kesehatan
sdg08_financial_access,economy,Kantor atau ATM per 100000 penduduk dewasa,2,0.2917,0000,1763,Insiden Tuberkolosis (ITB) Per 100.000 Penduduk,181,Tujuan Pembangunan Berkelanjutan Edisi I
sdg08_financial_access,economy,Kantor atau ATM per 100000 penduduk dewasa,3,0.2840,0000,299,Risiko Penduduk Terkena Tindak Pidana (Per 100.000 Penduduk) ,34,Politik dan Keamanan
sdg08_financial_access,economy,Kantor atau ATM per 100000 penduduk dewasa,4,0.2743,0000,1976,Laju Pertumbuhan Penduduk,12,Kependudukan
sdg08_financial_access,economy,Kantor atau ATM per 100000 penduduk dewasa,5,0.2733,0000,136,Distribusi Persentase Penduduk,12,Kependudukan
sdg15_forest_cover,ecology,Proporsi tutupan hutan terhadap luas daratan,1,0.4472,0000,1298,Proporsi Luas Lahan Kritis Yang Direhabilitasi Terhadap Luas Lahan Keseluruhan,181,Tujuan Pembangunan Berkelanjutan Edisi I
sdg15_forest_cover,ecology,Proporsi tutupan hutan terhadap luas daratan,2,0.3838,0000,1303,Luas Izin Usaha Pemanfaatan Hasil Hutan Kayu pada Hutan Alam,181,Tujuan Pembangunan Berkelanjutan Edisi I
sdg15_forest_cover,ecology,Proporsi tutupan hutan terhadap luas daratan,3,0.3820,0000,114,Luas Areal Perusahaan Hak Pengusahaan Hutan per Provinsi,60,Kehutanan
sdg15_forest_cover,ecology,Proporsi tutupan hutan terhadap luas daratan,4,0.3616,0000,1304,Luas Penutupan Lahan Indonesa di Dalam dan di Luar Kawasan Hutan Menurut Provinsi,181,Tujuan Pembangunan Berkelanjutan Edisi I
sdg15_forest_cover,ecology,Proporsi tutupan hutan terhadap luas daratan,5,0.3193,0000,1188,Proporsi Kontribusi Pariwisata Terhadap PDB,16,Pariwisata
sdg15_protected_biodiversity,ecology,Kawasan penting keanekaragaman hayati darat yang dilindungi,1,0.2430,0000,640,Indikator Penting Perusahaan Listrik,7,Energi
sdg15_protected_biodiversity,ecology,Kawasan penting keanekaragaman hayati darat yang dilindungi,2,0.2413,0000,1805,Luas Kawasan Konservasi Perairan (KKP) yang Dikelola Secara Berkelanjutan,181,Tujuan Pembangunan Berkelanjutan Edisi I
sdg15_protected_biodiversity,ecology,Kawasan penting keanekaragaman hayati darat yang dilindungi,3,0.2353,0000,876,Indikator Penting Perusahaan Gas,7,Energi
sdg15_protected_biodiversity,ecology,Kawasan penting keanekaragaman hayati darat yang dilindungi,4,0.2269,0000,873,Indikator Penting Perusahaan Air Bersih,7,Energi
sdg15_protected_biodiversity,ecology,Kawasan penting keanekaragaman hayati darat yang dilindungi,5,0.2236,0000,1302,Jumlah Kawasan Konservasi Yang Memperoleh Nilai Indeks Mett Minimal 70%,181,Tujuan Pembangunan Berkelanjutan Edisi I
sdg15_degraded_land,ecology,Proporsi lahan terdegradasi terhadap total luas daratan,1,0.5259,0000,1298,Proporsi Luas Lahan Kritis Yang Direhabilitasi Terhadap Luas Lahan Keseluruhan,181,Tujuan Pembangunan Berkelanjutan Edisi I
sdg15_degraded_land,ecology,Proporsi lahan terdegradasi terhadap total luas daratan,2,0.4068,0000,1219,Proporsi Nilai Tambah Industri Kecil Terhadap Total Nilai Tambah Industri,181,Tujuan Pembangunan Berkelanjutan Edisi I
sdg15_degraded_land,ecology,Proporsi lahan terdegradasi terhadap total luas daratan,3,0.4065,0000,1192,Proporsi Kredit UMKM Terhadap Total Kredit,181,Tujuan Pembangunan Berkelanjutan Edisi I
sdg15_degraded_land,ecology,Proporsi lahan terdegradasi terhadap total luas daratan,4,0.3937,0000,1258,Proporsi Volume Remitansi (Dalam US Dollars) Terhadap Total PDB,181,Tujuan Pembangunan Berkelanjutan Edisi I
sdg15_degraded_land,ecology,Proporsi lahan terdegradasi terhadap total luas daratan,5,0.3883,0000,2756,9.3.1* Proporsi Nilai Tambah Industri Mikro dan Kecil terhadap Total Nilai Tambah Sektor Industri ,180,Tujuan Pembangunan Berkelanjutan 2025
sdg15_conservation_area,ecology,Luas kawasan hutan atau konservasi per provinsi,1,0.6959,0000,1304,Luas Penutupan Lahan Indonesa di Dalam dan di Luar Kawasan Hutan Menurut Provinsi,181,Tujuan Pembangunan Berkelanjutan Edisi I
sdg15_conservation_area,ecology,Luas kawasan hutan atau konservasi per provinsi,2,0.5889,0000,114,Luas Areal Perusahaan Hak Pengusahaan Hutan per Provinsi,60,Kehutanan
sdg15_conservation_area,ecology,Luas kawasan hutan atau konservasi per provinsi,3,0.5776,0000,1805,Luas Kawasan Konservasi Perairan (KKP) yang Dikelola Secara Berkelanjutan,181,Tujuan Pembangunan Berkelanjutan Edisi I
sdg15_conservation_area,ecology,Luas kawasan hutan atau konservasi per provinsi,4,0.4800,0000,1289,Jumlah Kawasan Konservasi Perairan,181,Tujuan Pembangunan Berkelanjutan Edisi I
sdg15_conservation_area,ecology,Luas kawasan hutan atau konservasi per provinsi,5,0.4455,0000,131,Luas Tanaman Perkebunan Menurut Provinsi,54,Perkebunan
sdg15_land_cover_change,ecology,Luas perubahan tutupan atau penggunaan lahan per provinsi,1,0.5311,0000,588,Luas dan Penyebaran Lahan Kritis Menurut Provinsi,60,Kehutanan
sdg15_land_cover_change,ecology,Luas perubahan tutupan atau penggunaan lahan per provinsi,2,0.4891,0000,1304,Luas Penutupan Lahan Indonesa di Dalam dan di Luar Kawasan Hutan Menurut Provinsi,181,Tujuan Pembangunan Berkelanjutan Edisi I
sdg15_land_cover_change,ecology,Luas perubahan tutupan atau penggunaan lahan per provinsi,3,0.4563,0000,114,Luas Areal Perusahaan Hak Pengusahaan Hutan per Provinsi,60,Kehutanan
sdg15_land_cover_change,ecology,Luas perubahan tutupan atau penggunaan lahan per provinsi,4,0.3756,0000,131,Luas Tanaman Perkebunan Menurut Provinsi,54,Perkebunan
sdg15_land_cover_change,ecology,Luas perubahan tutupan atau penggunaan lahan per provinsi,5,0.3756,0000,2504,Luas Panen Padi Menurut Provinsi (Bulanan),53,Tanaman Pangan
sdg15_sustainable_forest,ecology,Indikator pengelolaan hutan lestari,1,0.3778,0000,640,Indikator Penting Perusahaan Listrik,7,Energi
sdg15_sustainable_forest,ecology,Indikator pengelolaan hutan lestari,2,0.3631,0000,876,Indikator Penting Perusahaan Gas,7,Energi
sdg15_sustainable_forest,ecology,Indikator pengelolaan hutan lestari,3,0.3528,0000,708,Indikator Kesehatan,30,Kesehatan
sdg15_sustainable_forest,ecology,Indikator pengelolaan hutan lestari,4,0.3372,0000,873,Indikator Penting Perusahaan Air Bersih,7,Energi
sdg15_sustainable_forest,ecology,Indikator pengelolaan hutan lestari,5,0.3095,0000,103,Indikator Sosial Budaya,27,Sosial Budaya
sdg15_red_list,ecology,Red List Index,1,0.1317,0000,1070,Realisasi Pendapatan Negara,13,Keuangan
sdg15_red_list,ecology,Red List Index,2,0.1273,0000,143,Rasio Jenis Kelamin,12,Kependudukan
sdg15_red_list,ecology,Red List Index,3,0.1245,0000,2282,Penyediaan Fisik untuk Energi Indonesia,104,Neraca Sosial Ekonomi
sdg15_red_list,ecology,Red List Index,4,0.1135,0000,1505,[Metode Baru] Selisih IPM,26,Indeks Pembangunan Manusia
sdg15_red_list,ecology,Red List Index,5,0.1132,0000,2286,Penggunaan Fisik untuk Energi Indonesia,104,Neraca Sosial Ekonomi
