domain,indicator_key,series_key,observed_period,geo_level,geo_code,unit,geo_name,source_count,value_count,min_value,max_value,absolute_spread,status,observations_json
education,sdg04_completion_rate,sma.total,2017,national,9999,percent,Indonesia,1,1,57.71,57.71,0.00,single_source,"[{""geo_code"": ""9999"", ""geo_level"": ""national"", ""geo_name"": ""Indonesia"", ""indicator_key"": ""sdg04_completion_rate"", ""methodology_version"": ""webapi-var-1980-updated-2026-08-26"", ""observed_period"": ""2017"", ""producer"": ""Badan Pusat Statistik"", ""release_date"": ""2026-09-08"", ""series_key"": ""sma.total"", ""source_id"": ""bps_webapi"", ""source_record_id"": ""domain=0000;var=1980;vervar=9999;turvar=1674;th=117;turth=0"", ""unit"": ""percent"", ""value"": ""57.71""}]"
education,sdg04_completion_rate,sma.total,2017,province,1100,percent,Aceh,1,1,70.64,70.64,0.00,single_source,"[{""geo_code"": ""1100"", ""geo_level"": ""province"", ""geo_name"": ""Aceh"", ""indicator_key"": ""sdg04_completion_rate"", ""methodology_version"": ""webapi-var-1980-updated-2026-08-26"", ""observed_period"": ""2017"", ""producer"": ""Badan Pusat Statistik"", ""release_date"": ""2026-09-08"", ""series_key"": ""sma.total"", ""source_id"": ""bps_webapi"", ""source_record_id"": ""domain=0000;var=1980;vervar=1100;turvar=1674;th=117;turth=0"", ""unit"": ""percent"", ""value"": ""70.64""}]"
education,sdg04_completion_rate,sma.total,2017,province,1200,percent,Sumatera Utara,1,1,67.16,67.16,0.00,single_source,"[{""geo_code"": ""1200"", ""geo_level"": ""province"", ""geo_name"": ""Sumatera Utara"", ""indicator_key"": ""sdg04_completion_rate"", ""methodology_version"": ""webapi-var-1980-updated-2026-08-26"", ""observed_period"": ""2017"", ""producer"": ""Badan Pusat Statistik"", ""release_date"": ""2026-09-08"", ""series_key"": ""sma.total"", ""source_id"": ""bps_webapi"", ""source_record_id"": ""domain=0000;var=1980;vervar=1200;turvar=1674;th=117;turth=0"", ""unit"": ""percent"", ""value"": ""67.16""}]"
education,sdg04_completion_rate,sma.total,2017,province,1300,percent,Sumatera Barat,1,1,60.8,60.8,0.0,single_source,"[{""geo_code"": ""1300"", ""geo_level"": ""province"", ""geo_name"": ""Sumatera Barat"", ""indicator_key"": ""sdg04_completion_rate"", ""methodology_version"": ""webapi-var-1980-updated-2026-08-26"", ""observed_period"": ""2017"", ""producer"": ""Badan Pusat Statistik"", ""release_date"": ""2026-09-08"", ""series_key"": ""sma.total"", ""source_id"": ""bps_webapi"", ""source_record_id"": ""domain=0000;var=1980;vervar=1300;turvar=1674;th=117;turth=0"", ""unit"": ""percent"", ""value"": ""60.8""}]"
education,sdg04_completion_rate,sma.total,2017,province,1400,percent,Riau,1,1,61.9,61.9,0.0,single_source,"[{""geo_code"": ""1400"", ""geo_level"": ""province"", ""geo_name"": ""Riau"", ""indicator_key"": ""sdg04_completion_rate"", ""methodology_version"": ""webapi-var-1980-updated-2026-08-26"", ""observed_period"": ""2017"", ""producer"": ""Badan Pusat Statistik"", ""release_date"": ""2026-09-08"", ""series_key"": ""sma.total"", ""source_id"": ""bps_webapi"", ""source_record_id"": ""domain=0000;var=1980;vervar=1400;turvar=1674;th=117;turth=0"", ""unit"": ""percent"", ""value"": ""61.9""}]"
education,sdg04_completion_rate,sma.total,2017,province,1500,percent,Jambi,1,1,58.27,58.27,0.00,single_source,"[{""geo_code"": ""1500"", ""geo_level"": ""province"", ""geo_name"": ""Jambi"", ""indicator_key"": ""sdg04_completion_rate"", ""methodology_version"": ""webapi-var-1980-updated-2026-08-26"", ""observed_period"": ""2017"", ""producer"": ""Badan Pusat Statistik"", ""release_date"": ""2026-09-08"", ""series_key"": ""sma.total"", ""source_id"": ""bps_webapi"", ""source_record_id"": ""domain=0000;var=1980;vervar=1500;turvar=1674;th=117;turth=0"", ""unit"": ""percent"", ""value"": ""58.27""}]"
education,sdg04_completion_rate,sma.total,2017,province,1600,percent,Sumatera Selatan,1,1,54.15,54.15,0.00,single_source,"[{""geo_code"": ""1600"", ""geo_level"": ""province"", ""geo_name"": ""Sumatera Selatan"", ""indicator_key"": ""sdg04_completion_rate"", ""methodology_version"": ""webapi-var-1980-updated-2026-08-26"", ""observed_period"": ""2017"", ""producer"": ""Badan Pusat Statistik"", ""release_date"": ""2026-09-08"", ""series_key"": ""sma.total"", ""source_id"": ""bps_webapi"", ""source_record_id"": ""domain=0000;var=1980;vervar=1600;turvar=1674;th=117;turth=0"", ""unit"": ""percent"", ""value"": ""54.15""}]"
education,sdg04_completion_rate,sma.total,2017,province,1700,percent,Bengkulu,1,1,62.57,62.57,0.00,single_source,"[{""geo_code"": ""1700"", ""geo_level"": ""province"", ""geo_name"": ""Bengkulu"", ""indicator_key"": ""sdg04_completion_rate"", ""methodology_version"": ""webapi-var-1980-updated-2026-08-26"", ""observed_period"": ""2017"", ""producer"": ""Badan Pusat Statistik"", ""release_date"": ""2026-09-08"", ""series_key"": ""sma.total"", ""source_id"": ""bps_webapi"", ""source_record_id"": ""domain=0000;var=1980;vervar=1700;turvar=1674;th=117;turth=0"", ""unit"": ""percent"", ""value"": ""62.57""}]"
education,sdg04_completion_rate,sma.total,2017,province,1800,percent,Lampung,1,1,48.75,48.75,0.00,single_source,"[{""geo_code"": ""1800"", ""geo_level"": ""province"", ""geo_name"": ""Lampung"", ""indicator_key"": ""sdg04_completion_rate"", ""methodology_version"": ""webapi-var-1980-updated-2026-08-26"", ""observed_period"": ""2017"", ""producer"": ""Badan Pusat Statistik"", ""release_date"": ""2026-09-08"", ""series_key"": ""sma.total"", ""source_id"": ""bps_webapi"", ""source_record_id"": ""domain=0000;var=1980;vervar=1800;turvar=1674;th=117;turth=0"", ""unit"": ""percent"", ""value"": ""48.75""}]"
education,sdg04_completion_rate,sma.total,2017,province,1900,percent,Kep. Bangka Belitung,1,1,51.55,51.55,0.00,single_source,"[{""geo_code"": ""1900"", ""geo_level"": ""province"", ""geo_name"": ""Kep. Bangka Belitung"", ""indicator_key"": ""sdg04_completion_rate"", ""methodology_version"": ""webapi-var-1980-updated-2026-08-26"", ""observed_period"": ""2017"", ""producer"": ""Badan Pusat Statistik"", ""release_date"": ""2026-09-08"", ""series_key"": ""sma.total"", ""source_id"": ""bps_webapi"", ""source_record_id"": ""domain=0000;var=1980;vervar=1900;turvar=1674;th=117;turth=0"", ""unit"": ""percent"", ""value"": ""51.55""}]"
education,sdg04_completion_rate,sma.total,2017,province,2100,percent,Kep. Riau,1,1,83.55,83.55,0.00,single_source,"[{""geo_code"": ""2100"", ""geo_level"": ""province"", ""geo_name"": ""Kep. Riau"", ""indicator_key"": ""sdg04_completion_rate"", ""methodology_version"": ""webapi-var-1980-updated-2026-08-26"", ""observed_period"": ""2017"", ""producer"": ""Badan Pusat Statistik"", ""release_date"": ""2026-09-08"", ""series_key"": ""sma.total"", ""source_id"": ""bps_webapi"", ""source_record_id"": ""domain=0000;var=1980;vervar=2100;turvar=1674;th=117;turth=0"", ""unit"": ""percent"", ""value"": ""83.55""}]"
education,sdg04_completion_rate,sma.total,2017,province,3100,percent,Dki Jakarta,1,1,78.25,78.25,0.00,single_source,"[{""geo_code"": ""3100"", ""geo_level"": ""province"", ""geo_name"": ""Dki Jakarta"", ""indicator_key"": ""sdg04_completion_rate"", ""methodology_version"": ""webapi-var-1980-updated-2026-08-26"", ""observed_period"": ""2017"", ""producer"": ""Badan Pusat Statistik"", ""release_date"": ""2026-09-08"", ""series_key"": ""sma.total"", ""source_id"": ""bps_webapi"", ""source_record_id"": ""domain=0000;var=1980;vervar=3100;turvar=1674;th=117;turth=0"", ""unit"": ""percent"", ""value"": ""78.25""}]"
education,sdg04_completion_rate,sma.total,2017,province,3200,percent,Jawa Barat,1,1,48.32,48.32,0.00,single_source,"[{""geo_code"": ""3200"", ""geo_level"": ""province"", ""geo_name"": ""Jawa Barat"", ""indicator_key"": ""sdg04_completion_rate"", ""methodology_version"": ""webapi-var-1980-updated-2026-08-26"", ""observed_period"": ""2017"", ""producer"": ""Badan Pusat Statistik"", ""release_date"": ""2026-09-08"", ""series_key"": ""sma.total"", ""source_id"": ""bps_webapi"", ""source_record_id"": ""domain=0000;var=1980;vervar=3200;turvar=1674;th=117;turth=0"", ""unit"": ""percent"", ""value"": ""48.32""}]"
education,sdg04_completion_rate,sma.total,2017,province,3300,percent,Jawa Tengah,1,1,51.52,51.52,0.00,single_source,"[{""geo_code"": ""3300"", ""geo_level"": ""province"", ""geo_name"": ""Jawa Tengah"", ""indicator_key"": ""sdg04_completion_rate"", ""methodology_version"": ""webapi-var-1980-updated-2026-08-26"", ""observed_period"": ""2017"", ""producer"": ""Badan Pusat Statistik"", ""release_date"": ""2026-09-08"", ""series_key"": ""sma.total"", ""source_id"": ""bps_webapi"", ""source_record_id"": ""domain=0000;var=1980;vervar=3300;turvar=1674;th=117;turth=0"", ""unit"": ""percent"", ""value"": ""51.52""}]"
education,sdg04_completion_rate,sma.total,2017,province,3400,percent,Di Yogyakarta,1,1,85.53,85.53,0.00,single_source,"[{""geo_code"": ""3400"", ""geo_level"": ""province"", ""geo_name"": ""Di Yogyakarta"", ""indicator_key"": ""sdg04_completion_rate"", ""methodology_version"": ""webapi-var-1980-updated-2026-08-26"", ""observed_period"": ""2017"", ""producer"": ""Badan Pusat Statistik"", ""release_date"": ""2026-09-08"", ""series_key"": ""sma.total"", ""source_id"": ""bps_webapi"", ""source_record_id"": ""domain=0000;var=1980;vervar=3400;turvar=1674;th=117;turth=0"", ""unit"": ""percent"", ""value"": ""85.53""}]"
education,sdg04_completion_rate,sma.total,2017,province,3500,percent,Jawa Timur,1,1,59.9,59.9,0.0,single_source,"[{""geo_code"": ""3500"", ""geo_level"": ""province"", ""geo_name"": ""Jawa Timur"", ""indicator_key"": ""sdg04_completion_rate"", ""methodology_version"": ""webapi-var-1980-updated-2026-08-26"", ""observed_period"": ""2017"", ""producer"": ""Badan Pusat Statistik"", ""release_date"": ""2026-09-08"", ""series_key"": ""sma.total"", ""source_id"": ""bps_webapi"", ""source_record_id"": ""domain=0000;var=1980;vervar=3500;turvar=1674;th=117;turth=0"", ""unit"": ""percent"", ""value"": ""59.9""}]"
education,sdg04_completion_rate,sma.total,2017,province,3600,percent,Banten,1,1,59.87,59.87,0.00,single_source,"[{""geo_code"": ""3600"", ""geo_level"": ""province"", ""geo_name"": ""Banten"", ""indicator_key"": ""sdg04_completion_rate"", ""methodology_version"": ""webapi-var-1980-updated-2026-08-26"", ""observed_period"": ""2017"", ""producer"": ""Badan Pusat Statistik"", ""release_date"": ""2026-09-08"", ""series_key"": ""sma.total"", ""source_id"": ""bps_webapi"", ""source_record_id"": ""domain=0000;var=1980;vervar=3600;turvar=1674;th=117;turth=0"", ""unit"": ""percent"", ""value"": ""59.87""}]"
education,sdg04_completion_rate,sma.total,2017,province,5100,percent,Bali,1,1,74.62,74.62,0.00,single_source,"[{""geo_code"": ""5100"", ""geo_level"": ""province"", ""geo_name"": ""Bali"", ""indicator_key"": ""sdg04_completion_rate"", ""methodology_version"": ""webapi-var-1980-updated-2026-08-26"", ""observed_period"": ""2017"", ""producer"": ""Badan Pusat Statistik"", ""release_date"": ""2026-09-08"", ""series_key"": ""sma.total"", ""source_id"": ""bps_webapi"", ""source_record_id"": ""domain=0000;var=1980;vervar=5100;turvar=1674;th=117;turth=0"", ""unit"": ""percent"", ""value"": ""74.62""}]"
education,sdg04_completion_rate,sma.total,2017,province,5200,percent,Nusa Tenggara Barat,1,1,59.1,59.1,0.0,single_source,"[{""geo_code"": ""5200"", ""geo_level"": ""province"", ""geo_name"": ""Nusa Tenggara Barat"", ""indicator_key"": ""sdg04_completion_rate"", ""methodology_version"": ""webapi-var-1980-updated-2026-08-26"", ""observed_period"": ""2017"", ""producer"": ""Badan Pusat Statistik"", ""release_date"": ""2026-09-08"", ""series_key"": ""sma.total"", ""source_id"": ""bps_webapi"", ""source_record_id"": ""domain=0000;var=1980;vervar=5200;turvar=1674;th=117;turth=0"", ""unit"": ""percent"", ""value"": ""59.1""}]"
education,sdg04_completion_rate,sma.total,2017,province,5300,percent,Nusa Tenggara Timur,1,1,41.44,41.44,0.00,single_source,"[{""geo_code"": ""5300"", ""geo_level"": ""province"", ""geo_name"": ""Nusa Tenggara Timur"", ""indicator_key"": ""sdg04_completion_rate"", ""methodology_version"": ""webapi-var-1980-updated-2026-08-26"", ""observed_period"": ""2017"", ""producer"": ""Badan Pusat Statistik"", ""release_date"": ""2026-09-08"", ""series_key"": ""sma.total"", ""source_id"": ""bps_webapi"", ""source_record_id"": ""domain=0000;var=1980;vervar=5300;turvar=1674;th=117;turth=0"", ""unit"": ""percent"", ""value"": ""41.44""}]"
education,sdg04_completion_rate,sma.total,2017,province,6100,percent,Kalimantan Barat,1,1,42.7,42.7,0.0,single_source,"[{""geo_code"": ""6100"", ""geo_level"": ""province"", ""geo_name"": ""Kalimantan Barat"", ""indicator_key"": ""sdg04_completion_rate"", ""methodology_version"": ""webapi-var-1980-updated-2026-08-26"", ""observed_period"": ""2017"", ""producer"": ""Badan Pusat Statistik"", ""release_date"": ""2026-09-08"", ""series_key"": ""sma.total"", ""source_id"": ""bps_webapi"", ""source_record_id"": ""domain=0000;var=1980;vervar=6100;turvar=1674;th=117;turth=0"", ""unit"": ""percent"", ""value"": ""42.7""}]"
education,sdg04_completion_rate,sma.total,2017,province,6200,percent,Kalimantan Tengah,1,1,56.48,56.48,0.00,single_source,"[{""geo_code"": ""6200"", ""geo_level"": ""province"", ""geo_name"": ""Kalimantan Tengah"", ""indicator_key"": ""sdg04_completion_rate"", ""methodology_version"": ""webapi-var-1980-updated-2026-08-26"", ""observed_period"": ""2017"", ""producer"": ""Badan Pusat Statistik"", ""release_date"": ""2026-09-08"", ""series_key"": ""sma.total"", ""source_id"": ""bps_webapi"", ""source_record_id"": ""domain=0000;var=1980;vervar=6200;turvar=1674;th=117;turth=0"", ""unit"": ""percent"", ""value"": ""56.48""}]"
education,sdg04_completion_rate,sma.total,2017,province,6300,percent,Kalimantan Selatan,1,1,56.75,56.75,0.00,single_source,"[{""geo_code"": ""6300"", ""geo_level"": ""province"", ""geo_name"": ""Kalimantan Selatan"", ""indicator_key"": ""sdg04_completion_rate"", ""methodology_version"": ""webapi-var-1980-updated-2026-08-26"", ""observed_period"": ""2017"", ""producer"": ""Badan Pusat Statistik"", ""release_date"": ""2026-09-08"", ""series_key"": ""sma.total"", ""source_id"": ""bps_webapi"", ""source_record_id"": ""domain=0000;var=1980;vervar=6300;turvar=1674;th=117;turth=0"", ""unit"": ""percent"", ""value"": ""56.75""}]"
education,sdg04_completion_rate,sma.total,2017,province,6400,percent,Kalimantan Timur,1,1,67.72,67.72,0.00,single_source,"[{""geo_code"": ""6400"", ""geo_level"": ""province"", ""geo_name"": ""Kalimantan Timur"", ""indicator_key"": ""sdg04_completion_rate"", ""methodology_version"": ""webapi-var-1980-updated-2026-08-26"", ""observed_period"": ""2017"", ""producer"": ""Badan Pusat Statistik"", ""release_date"": ""2026-09-08"", ""series_key"": ""sma.total"", ""source_id"": ""bps_webapi"", ""source_record_id"": ""domain=0000;var=1980;vervar=6400;turvar=1674;th=117;turth=0"", ""unit"": ""percent"", ""value"": ""67.72""}]"
education,sdg04_completion_rate,sma.total,2017,province,6500,percent,Kalimantan Utara,1,1,57.43,57.43,0.00,single_source,"[{""geo_code"": ""6500"", ""geo_level"": ""province"", ""geo_name"": ""Kalimantan Utara"", ""indicator_key"": ""sdg04_completion_rate"", ""methodology_version"": ""webapi-var-1980-updated-2026-08-26"", ""observed_period"": ""2017"", ""producer"": ""Badan Pusat Statistik"", ""release_date"": ""2026-09-08"", ""series_key"": ""sma.total"", ""source_id"": ""bps_webapi"", ""source_record_id"": ""domain=0000;var=1980;vervar=6500;turvar=1674;th=117;turth=0"", ""unit"": ""percent"", ""value"": ""57.43""}]"
education,sdg04_completion_rate,sma.total,2017,province,7100,percent,Sulawesi Utara,1,1,67.46,67.46,0.00,single_source,"[{""geo_code"": ""7100"", ""geo_level"": ""province"", ""geo_name"": ""Sulawesi Utara"", ""indicator_key"": ""sdg04_completion_rate"", ""methodology_version"": ""webapi-var-1980-updated-2026-08-26"", ""observed_period"": ""2017"", ""producer"": ""Badan Pusat Statistik"", ""release_date"": ""2026-09-08"", ""series_key"": ""sma.total"", ""source_id"": ""bps_webapi"", ""source_record_id"": ""domain=0000;var=1980;vervar=7100;turvar=1674;th=117;turth=0"", ""unit"": ""percent"", ""value"": ""67.46""}]"
education,sdg04_completion_rate,sma.total,2017,province,7200,percent,Sulawesi Tengah,1,1,62.73,62.73,0.00,single_source,"[{""geo_code"": ""7200"", ""geo_level"": ""province"", ""geo_name"": ""Sulawesi Tengah"", ""indicator_key"": ""sdg04_completion_rate"", ""methodology_version"": ""webapi-var-1980-updated-2026-08-26"", ""observed_period"": ""2017"", ""producer"": ""Badan Pusat Statistik"", ""release_date"": ""2026-09-08"", ""series_key"": ""sma.total"", ""source_id"": ""bps_webapi"", ""source_record_id"": ""domain=0000;var=1980;vervar=7200;turvar=1674;th=117;turth=0"", ""unit"": ""percent"", ""value"": ""62.73""}]"
education,sdg04_completion_rate,sma.total,2017,province,7300,percent,Sulawesi Selatan,1,1,63.82,63.82,0.00,single_source,"[{""geo_code"": ""7300"", ""geo_level"": ""province"", ""geo_name"": ""Sulawesi Selatan"", ""indicator_key"": ""sdg04_completion_rate"", ""methodology_version"": ""webapi-var-1980-updated-2026-08-26"", ""observed_period"": ""2017"", ""producer"": ""Badan Pusat Statistik"", ""release_date"": ""2026-09-08"", ""series_key"": ""sma.total"", ""source_id"": ""bps_webapi"", ""source_record_id"": ""domain=0000;var=1980;vervar=7300;turvar=1674;th=117;turth=0"", ""unit"": ""percent"", ""value"": ""63.82""}]"
education,sdg04_completion_rate,sma.total,2017,province,7400,percent,Sulawesi Tenggara,1,1,67.75,67.75,0.00,single_source,"[{""geo_code"": ""7400"", ""geo_level"": ""province"", ""geo_name"": ""Sulawesi Tenggara"", ""indicator_key"": ""sdg04_completion_rate"", ""methodology_version"": ""webapi-var-1980-updated-2026-08-26"", ""observed_period"": ""2017"", ""producer"": ""Badan Pusat Statistik"", ""release_date"": ""2026-09-08"", ""series_key"": ""sma.total"", ""source_id"": ""bps_webapi"", ""source_record_id"": ""domain=0000;var=1980;vervar=7400;turvar=1674;th=117;turth=0"", ""unit"": ""percent"", ""value"": ""67.75""}]"
education,sdg04_completion_rate,sma.total,2017,province,7500,percent,Gorontalo,1,1,55.3,55.3,0.0,single_source,"[{""geo_code"": ""7500"", ""geo_level"": ""province"", ""geo_name"": ""Gorontalo"", ""indicator_key"": ""sdg04_completion_rate"", ""methodology_version"": ""webapi-var-1980-updated-2026-08-26"", ""observed_period"": ""2017"", ""producer"": ""Badan Pusat Statistik"", ""release_date"": ""2026-09-08"", ""series_key"": ""sma.total"", ""source_id"": ""bps_webapi"", ""source_record_id"": ""domain=0000;var=1980;vervar=7500;turvar=1674;th=117;turth=0"", ""unit"": ""percent"", ""value"": ""55.3""}]"
education,sdg04_completion_rate,sma.total,2017,province,7600,percent,Sulawesi Barat,1,1,56.17,56.17,0.00,single_source,"[{""geo_code"": ""7600"", ""geo_level"": ""province"", ""geo_name"": ""Sulawesi Barat"", ""indicator_key"": ""sdg04_completion_rate"", ""methodology_version"": ""webapi-var-1980-updated-2026-08-26"", ""observed_period"": ""2017"", ""producer"": ""Badan Pusat Statistik"", ""release_date"": ""2026-09-08"", ""series_key"": ""sma.total"", ""source_id"": ""bps_webapi"", ""source_record_id"": ""domain=0000;var=1980;vervar=7600;turvar=1674;th=117;turth=0"", ""unit"": ""percent"", ""value"": ""56.17""}]"
education,sdg04_completion_rate,sma.total,2017,province,8100,percent,Maluku,1,1,73.58,73.58,0.00,single_source,"[{""geo_code"": ""8100"", ""geo_level"": ""province"", ""geo_name"": ""Maluku"", ""indicator_key"": ""sdg04_completion_rate"", ""methodology_version"": ""webapi-var-1980-updated-2026-08-26"", ""observed_period"": ""2017"", ""producer"": ""Badan Pusat Statistik"", ""release_date"": ""2026-09-08"", ""series_key"": ""sma.total"", ""source_id"": ""bps_webapi"", ""source_record_id"": ""domain=0000;var=1980;vervar=8100;turvar=1674;th=117;turth=0"", ""unit"": ""percent"", ""value"": ""73.58""}]"
education,sdg04_completion_rate,sma.total,2017,province,8200,percent,Maluku Utara,1,1,65.14,65.14,0.00,single_source,"[{""geo_code"": ""8200"", ""geo_level"": ""province"", ""geo_name"": ""Maluku Utara"", ""indicator_key"": ""sdg04_completion_rate"", ""methodology_version"": ""webapi-var-1980-updated-2026-08-26"", ""observed_period"": ""2017"", ""producer"": ""Badan Pusat Statistik"", ""release_date"": ""2026-09-08"", ""series_key"": ""sma.total"", ""source_id"": ""bps_webapi"", ""source_record_id"": ""domain=0000;var=1980;vervar=8200;turvar=1674;th=117;turth=0"", ""unit"": ""percent"", ""value"": ""65.14""}]"
education,sdg04_completion_rate,sma.total,2017,province,9100,percent,Papua Barat,1,1,62.81,62.81,0.00,single_source,"[{""geo_code"": ""9100"", ""geo_level"": ""province"", ""geo_name"": ""Papua Barat"", ""indicator_key"": ""sdg04_completion_rate"", ""methodology_version"": ""webapi-var-1980-updated-2026-08-26"", ""observed_period"": ""2017"", ""producer"": ""Badan Pusat Statistik"", ""release_date"": ""2026-09-08"", ""series_key"": ""sma.total"", ""source_id"": ""bps_webapi"", ""source_record_id"": ""domain=0000;var=1980;vervar=9100;turvar=1674;th=117;turth=0"", ""unit"": ""percent"", ""value"": ""62.81""}]"
education,sdg04_completion_rate,sma.total,2017,province,9400,percent,Papua,1,1,33.82,33.82,0.00,single_source,"[{""geo_code"": ""9400"", ""geo_level"": ""province"", ""geo_name"": ""Papua"", ""indicator_key"": ""sdg04_completion_rate"", ""methodology_version"": ""webapi-var-1980-updated-2026-08-26"", ""observed_period"": ""2017"", ""producer"": ""Badan Pusat Statistik"", ""release_date"": ""2026-09-08"", ""series_key"": ""sma.total"", ""source_id"": ""bps_webapi"", ""source_record_id"": ""domain=0000;var=1980;vervar=9400;turvar=1674;th=117;turth=0"", ""unit"": ""percent"", ""value"": ""33.82""}]"
education,sdg04_completion_rate,sma.total,2018,national,9999,percent,Indonesia,1,1,61.84,61.84,0.00,single_source,"[{""geo_code"": ""9999"", ""geo_level"": ""national"", ""geo_name"": ""Indonesia"", ""indicator_key"": ""sdg04_completion_rate"", ""methodology_version"": ""webapi-var-1980-updated-2026-08-26"", ""observed_period"": ""2018"", ""producer"": ""Badan Pusat Statistik"", ""release_date"": ""2026-09-08"", ""series_key"": ""sma.total"", ""source_id"": ""bps_webapi"", ""source_record_id"": ""domain=0000;var=1980;vervar=9999;turvar=1674;th=118;turth=0"", ""unit"": ""percent"", ""value"": ""61.84""}]"
education,sdg04_completion_rate,sma.total,2018,province,1100,percent,Aceh,1,1,70.68,70.68,0.00,single_source,"[{""geo_code"": ""1100"", ""geo_level"": ""province"", ""geo_name"": ""Aceh"", ""indicator_key"": ""sdg04_completion_rate"", ""methodology_version"": ""webapi-var-1980-updated-2026-08-26"", ""observed_period"": ""2018"", ""producer"": ""Badan Pusat Statistik"", ""release_date"": ""2026-09-08"", ""series_key"": ""sma.total"", ""source_id"": ""bps_webapi"", ""source_record_id"": ""domain=0000;var=1980;vervar=1100;turvar=1674;th=118;turth=0"", ""unit"": ""percent"", ""value"": ""70.68""}]"
education,sdg04_completion_rate,sma.total,2018,province,1200,percent,Sumatera Utara,1,1,68.34,68.34,0.00,single_source,"[{""geo_code"": ""1200"", ""geo_level"": ""province"", ""geo_name"": ""Sumatera Utara"", ""indicator_key"": ""sdg04_completion_rate"", ""methodology_version"": ""webapi-var-1980-updated-2026-08-26"", ""observed_period"": ""2018"", ""producer"": ""Badan Pusat Statistik"", ""release_date"": ""2026-09-08"", ""series_key"": ""sma.total"", ""source_id"": ""bps_webapi"", ""source_record_id"": ""domain=0000;var=1980;vervar=1200;turvar=1674;th=118;turth=0"", ""unit"": ""percent"", ""value"": ""68.34""}]"
education,sdg04_completion_rate,sma.total,2018,province,1300,percent,Sumatera Barat,1,1,65.34,65.34,0.00,single_source,"[{""geo_code"": ""1300"", ""geo_level"": ""province"", ""geo_name"": ""Sumatera Barat"", ""indicator_key"": ""sdg04_completion_rate"", ""methodology_version"": ""webapi-var-1980-updated-2026-08-26"", ""observed_period"": ""2018"", ""producer"": ""Badan Pusat Statistik"", ""release_date"": ""2026-09-08"", ""series_key"": ""sma.total"", ""source_id"": ""bps_webapi"", ""source_record_id"": ""domain=0000;var=1980;vervar=1300;turvar=1674;th=118;turth=0"", ""unit"": ""percent"", ""value"": ""65.34""}]"
education,sdg04_completion_rate,sma.total,2018,province,1400,percent,Riau,1,1,63.71,63.71,0.00,single_source,"[{""geo_code"": ""1400"", ""geo_level"": ""province"", ""geo_name"": ""Riau"", ""indicator_key"": ""sdg04_completion_rate"", ""methodology_version"": ""webapi-var-1980-updated-2026-08-26"", ""observed_period"": ""2018"", ""producer"": ""Badan Pusat Statistik"", ""release_date"": ""2026-09-08"", ""series_key"": ""sma.total"", ""source_id"": ""bps_webapi"", ""source_record_id"": ""domain=0000;var=1980;vervar=1400;turvar=1674;th=118;turth=0"", ""unit"": ""percent"", ""value"": ""63.71""}]"
education,sdg04_completion_rate,sma.total,2018,province,1500,percent,Jambi,1,1,66.06,66.06,0.00,single_source,"[{""geo_code"": ""1500"", ""geo_level"": ""province"", ""geo_name"": ""Jambi"", ""indicator_key"": ""sdg04_completion_rate"", ""methodology_version"": ""webapi-var-1980-updated-2026-08-26"", ""observed_period"": ""2018"", ""producer"": ""Badan Pusat Statistik"", ""release_date"": ""2026-09-08"", ""series_key"": ""sma.total"", ""source_id"": ""bps_webapi"", ""source_record_id"": ""domain=0000;var=1980;vervar=1500;turvar=1674;th=118;turth=0"", ""unit"": ""percent"", ""value"": ""66.06""}]"
education,sdg04_completion_rate,sma.total,2018,province,1600,percent,Sumatera Selatan,1,1,63.94,63.94,0.00,single_source,"[{""geo_code"": ""1600"", ""geo_level"": ""province"", ""geo_name"": ""Sumatera Selatan"", ""indicator_key"": ""sdg04_completion_rate"", ""methodology_version"": ""webapi-var-1980-updated-2026-08-26"", ""observed_period"": ""2018"", ""producer"": ""Badan Pusat Statistik"", ""release_date"": ""2026-09-08"", ""series_key"": ""sma.total"", ""source_id"": ""bps_webapi"", ""source_record_id"": ""domain=0000;var=1980;vervar=1600;turvar=1674;th=118;turth=0"", ""unit"": ""percent"", ""value"": ""63.94""}]"
education,sdg04_completion_rate,sma.total,2018,province,1700,percent,Bengkulu,1,1,58.86,58.86,0.00,single_source,"[{""geo_code"": ""1700"", ""geo_level"": ""province"", ""geo_name"": ""Bengkulu"", ""indicator_key"": ""sdg04_completion_rate"", ""methodology_version"": ""webapi-var-1980-updated-2026-08-26"", ""observed_period"": ""2018"", ""producer"": ""Badan Pusat Statistik"", ""release_date"": ""2026-09-08"", ""series_key"": ""sma.total"", ""source_id"": ""bps_webapi"", ""source_record_id"": ""domain=0000;var=1980;vervar=1700;turvar=1674;th=118;turth=0"", ""unit"": ""percent"", ""value"": ""58.86""}]"
education,sdg04_completion_rate,sma.total,2018,province,1800,percent,Lampung,1,1,54.89,54.89,0.00,single_source,"[{""geo_code"": ""1800"", ""geo_level"": ""province"", ""geo_name"": ""Lampung"", ""indicator_key"": ""sdg04_completion_rate"", ""methodology_version"": ""webapi-var-1980-updated-2026-08-26"", ""observed_period"": ""2018"", ""producer"": ""Badan Pusat Statistik"", ""release_date"": ""2026-09-08"", ""series_key"": ""sma.total"", ""source_id"": ""bps_webapi"", ""source_record_id"": ""domain=0000;var=1980;vervar=1800;turvar=1674;th=118;turth=0"", ""unit"": ""percent"", ""value"": ""54.89""}]"
