domain,indicator_key,series_key,observed_period,geo_level,geo_code,unit,geo_name,source_count,value_count,min_value,max_value,absolute_spread,status,observations_json
environment,sdg06_handwashing,total,2024,province,7600,percent,Sulawesi Barat,1,1,78.07,78.07,0.00,single_source,"[{""geo_code"": ""7600"", ""geo_level"": ""province"", ""geo_name"": ""Sulawesi Barat"", ""indicator_key"": ""sdg06_handwashing"", ""methodology_version"": ""webapi-var-1273-updated-2026-07-06"", ""observed_period"": ""2024"", ""producer"": ""Badan Pusat Statistik"", ""release_date"": ""2026-09-08"", ""series_key"": ""total"", ""source_id"": ""bps_webapi"", ""source_record_id"": ""domain=0000;var=1273;vervar=7600;turvar=0;th=124;turth=0"", ""unit"": ""percent"", ""value"": ""78.07""}]"
environment,sdg06_handwashing,total,2024,province,8100,percent,Maluku,1,1,76.5,76.5,0.0,single_source,"[{""geo_code"": ""8100"", ""geo_level"": ""province"", ""geo_name"": ""Maluku"", ""indicator_key"": ""sdg06_handwashing"", ""methodology_version"": ""webapi-var-1273-updated-2026-07-06"", ""observed_period"": ""2024"", ""producer"": ""Badan Pusat Statistik"", ""release_date"": ""2026-09-08"", ""series_key"": ""total"", ""source_id"": ""bps_webapi"", ""source_record_id"": ""domain=0000;var=1273;vervar=8100;turvar=0;th=124;turth=0"", ""unit"": ""percent"", ""value"": ""76.5""}]"
environment,sdg06_handwashing,total,2024,province,8200,percent,Maluku Utara,1,1,83.79,83.79,0.00,single_source,"[{""geo_code"": ""8200"", ""geo_level"": ""province"", ""geo_name"": ""Maluku Utara"", ""indicator_key"": ""sdg06_handwashing"", ""methodology_version"": ""webapi-var-1273-updated-2026-07-06"", ""observed_period"": ""2024"", ""producer"": ""Badan Pusat Statistik"", ""release_date"": ""2026-09-08"", ""series_key"": ""total"", ""source_id"": ""bps_webapi"", ""source_record_id"": ""domain=0000;var=1273;vervar=8200;turvar=0;th=124;turth=0"", ""unit"": ""percent"", ""value"": ""83.79""}]"
environment,sdg06_handwashing,total,2024,province,9100,percent,Papua Barat,1,1,64.43,64.43,0.00,single_source,"[{""geo_code"": ""9100"", ""geo_level"": ""province"", ""geo_name"": ""Papua Barat"", ""indicator_key"": ""sdg06_handwashing"", ""methodology_version"": ""webapi-var-1273-updated-2026-07-06"", ""observed_period"": ""2024"", ""producer"": ""Badan Pusat Statistik"", ""release_date"": ""2026-09-08"", ""series_key"": ""total"", ""source_id"": ""bps_webapi"", ""source_record_id"": ""domain=0000;var=1273;vervar=9100;turvar=0;th=124;turth=0"", ""unit"": ""percent"", ""value"": ""64.43""}]"
environment,sdg06_handwashing,total,2024,province,9200,percent,Papua Barat Daya,1,1,69.36,69.36,0.00,single_source,"[{""geo_code"": ""9200"", ""geo_level"": ""province"", ""geo_name"": ""Papua Barat Daya"", ""indicator_key"": ""sdg06_handwashing"", ""methodology_version"": ""webapi-var-1273-updated-2026-07-06"", ""observed_period"": ""2024"", ""producer"": ""Badan Pusat Statistik"", ""release_date"": ""2026-09-08"", ""series_key"": ""total"", ""source_id"": ""bps_webapi"", ""source_record_id"": ""domain=0000;var=1273;vervar=9200;turvar=0;th=124;turth=0"", ""unit"": ""percent"", ""value"": ""69.36""}]"
environment,sdg06_handwashing,total,2024,province,9400,percent,Papua,1,1,65.15,65.15,0.00,single_source,"[{""geo_code"": ""9400"", ""geo_level"": ""province"", ""geo_name"": ""Papua"", ""indicator_key"": ""sdg06_handwashing"", ""methodology_version"": ""webapi-var-1273-updated-2026-07-06"", ""observed_period"": ""2024"", ""producer"": ""Badan Pusat Statistik"", ""release_date"": ""2026-09-08"", ""series_key"": ""total"", ""source_id"": ""bps_webapi"", ""source_record_id"": ""domain=0000;var=1273;vervar=9400;turvar=0;th=124;turth=0"", ""unit"": ""percent"", ""value"": ""65.15""}]"
environment,sdg06_handwashing,total,2024,province,9500,percent,Papua Selatan,1,1,52.48,52.48,0.00,single_source,"[{""geo_code"": ""9500"", ""geo_level"": ""province"", ""geo_name"": ""Papua Selatan"", ""indicator_key"": ""sdg06_handwashing"", ""methodology_version"": ""webapi-var-1273-updated-2026-07-06"", ""observed_period"": ""2024"", ""producer"": ""Badan Pusat Statistik"", ""release_date"": ""2026-09-08"", ""series_key"": ""total"", ""source_id"": ""bps_webapi"", ""source_record_id"": ""domain=0000;var=1273;vervar=9500;turvar=0;th=124;turth=0"", ""unit"": ""percent"", ""value"": ""52.48""}]"
environment,sdg06_handwashing,total,2024,province,9600,percent,Papua Tengah,1,1,27.53,27.53,0.00,single_source,"[{""geo_code"": ""9600"", ""geo_level"": ""province"", ""geo_name"": ""Papua Tengah"", ""indicator_key"": ""sdg06_handwashing"", ""methodology_version"": ""webapi-var-1273-updated-2026-07-06"", ""observed_period"": ""2024"", ""producer"": ""Badan Pusat Statistik"", ""release_date"": ""2026-09-08"", ""series_key"": ""total"", ""source_id"": ""bps_webapi"", ""source_record_id"": ""domain=0000;var=1273;vervar=9600;turvar=0;th=124;turth=0"", ""unit"": ""percent"", ""value"": ""27.53""}]"
environment,sdg06_handwashing,total,2024,province,9700,percent,Papua Pegunungan,1,1,4.11,4.11,0.00,single_source,"[{""geo_code"": ""9700"", ""geo_level"": ""province"", ""geo_name"": ""Papua Pegunungan"", ""indicator_key"": ""sdg06_handwashing"", ""methodology_version"": ""webapi-var-1273-updated-2026-07-06"", ""observed_period"": ""2024"", ""producer"": ""Badan Pusat Statistik"", ""release_date"": ""2026-09-08"", ""series_key"": ""total"", ""source_id"": ""bps_webapi"", ""source_record_id"": ""domain=0000;var=1273;vervar=9700;turvar=0;th=124;turth=0"", ""unit"": ""percent"", ""value"": ""4.11""}]"
environment,sdg06_handwashing,total,2025,national,9999,percent,Indonesia,1,1,81.6,81.6,0.0,single_source,"[{""geo_code"": ""9999"", ""geo_level"": ""national"", ""geo_name"": ""Indonesia"", ""indicator_key"": ""sdg06_handwashing"", ""methodology_version"": ""webapi-var-1273-updated-2026-07-06"", ""observed_period"": ""2025"", ""producer"": ""Badan Pusat Statistik"", ""release_date"": ""2026-09-08"", ""series_key"": ""total"", ""source_id"": ""bps_webapi"", ""source_record_id"": ""domain=0000;var=1273;vervar=9999;turvar=0;th=125;turth=0"", ""unit"": ""percent"", ""value"": ""81.6""}]"
environment,sdg06_handwashing,total,2025,province,1100,percent,Aceh,1,1,75.02,75.02,0.00,single_source,"[{""geo_code"": ""1100"", ""geo_level"": ""province"", ""geo_name"": ""Aceh"", ""indicator_key"": ""sdg06_handwashing"", ""methodology_version"": ""webapi-var-1273-updated-2026-07-06"", ""observed_period"": ""2025"", ""producer"": ""Badan Pusat Statistik"", ""release_date"": ""2026-09-08"", ""series_key"": ""total"", ""source_id"": ""bps_webapi"", ""source_record_id"": ""domain=0000;var=1273;vervar=1100;turvar=0;th=125;turth=0"", ""unit"": ""percent"", ""value"": ""75.02""}]"
environment,sdg06_handwashing,total,2025,province,1200,percent,Sumatera Utara,1,1,76.88,76.88,0.00,single_source,"[{""geo_code"": ""1200"", ""geo_level"": ""province"", ""geo_name"": ""Sumatera Utara"", ""indicator_key"": ""sdg06_handwashing"", ""methodology_version"": ""webapi-var-1273-updated-2026-07-06"", ""observed_period"": ""2025"", ""producer"": ""Badan Pusat Statistik"", ""release_date"": ""2026-09-08"", ""series_key"": ""total"", ""source_id"": ""bps_webapi"", ""source_record_id"": ""domain=0000;var=1273;vervar=1200;turvar=0;th=125;turth=0"", ""unit"": ""percent"", ""value"": ""76.88""}]"
environment,sdg06_handwashing,total,2025,province,1300,percent,Sumatera Barat,1,1,85.66,85.66,0.00,single_source,"[{""geo_code"": ""1300"", ""geo_level"": ""province"", ""geo_name"": ""Sumatera Barat"", ""indicator_key"": ""sdg06_handwashing"", ""methodology_version"": ""webapi-var-1273-updated-2026-07-06"", ""observed_period"": ""2025"", ""producer"": ""Badan Pusat Statistik"", ""release_date"": ""2026-09-08"", ""series_key"": ""total"", ""source_id"": ""bps_webapi"", ""source_record_id"": ""domain=0000;var=1273;vervar=1300;turvar=0;th=125;turth=0"", ""unit"": ""percent"", ""value"": ""85.66""}]"
environment,sdg06_handwashing,total,2025,province,1400,percent,Riau,1,1,76.32,76.32,0.00,single_source,"[{""geo_code"": ""1400"", ""geo_level"": ""province"", ""geo_name"": ""Riau"", ""indicator_key"": ""sdg06_handwashing"", ""methodology_version"": ""webapi-var-1273-updated-2026-07-06"", ""observed_period"": ""2025"", ""producer"": ""Badan Pusat Statistik"", ""release_date"": ""2026-09-08"", ""series_key"": ""total"", ""source_id"": ""bps_webapi"", ""source_record_id"": ""domain=0000;var=1273;vervar=1400;turvar=0;th=125;turth=0"", ""unit"": ""percent"", ""value"": ""76.32""}]"
environment,sdg06_handwashing,total,2025,province,1500,percent,Jambi,1,1,75.63,75.63,0.00,single_source,"[{""geo_code"": ""1500"", ""geo_level"": ""province"", ""geo_name"": ""Jambi"", ""indicator_key"": ""sdg06_handwashing"", ""methodology_version"": ""webapi-var-1273-updated-2026-07-06"", ""observed_period"": ""2025"", ""producer"": ""Badan Pusat Statistik"", ""release_date"": ""2026-09-08"", ""series_key"": ""total"", ""source_id"": ""bps_webapi"", ""source_record_id"": ""domain=0000;var=1273;vervar=1500;turvar=0;th=125;turth=0"", ""unit"": ""percent"", ""value"": ""75.63""}]"
environment,sdg06_handwashing,total,2025,province,1600,percent,Sumatera Selatan,1,1,76.05,76.05,0.00,single_source,"[{""geo_code"": ""1600"", ""geo_level"": ""province"", ""geo_name"": ""Sumatera Selatan"", ""indicator_key"": ""sdg06_handwashing"", ""methodology_version"": ""webapi-var-1273-updated-2026-07-06"", ""observed_period"": ""2025"", ""producer"": ""Badan Pusat Statistik"", ""release_date"": ""2026-09-08"", ""series_key"": ""total"", ""source_id"": ""bps_webapi"", ""source_record_id"": ""domain=0000;var=1273;vervar=1600;turvar=0;th=125;turth=0"", ""unit"": ""percent"", ""value"": ""76.05""}]"
environment,sdg06_handwashing,total,2025,province,1700,percent,Bengkulu,1,1,82.41,82.41,0.00,single_source,"[{""geo_code"": ""1700"", ""geo_level"": ""province"", ""geo_name"": ""Bengkulu"", ""indicator_key"": ""sdg06_handwashing"", ""methodology_version"": ""webapi-var-1273-updated-2026-07-06"", ""observed_period"": ""2025"", ""producer"": ""Badan Pusat Statistik"", ""release_date"": ""2026-09-08"", ""series_key"": ""total"", ""source_id"": ""bps_webapi"", ""source_record_id"": ""domain=0000;var=1273;vervar=1700;turvar=0;th=125;turth=0"", ""unit"": ""percent"", ""value"": ""82.41""}]"
environment,sdg06_handwashing,total,2025,province,1800,percent,Lampung,1,1,80.94,80.94,0.00,single_source,"[{""geo_code"": ""1800"", ""geo_level"": ""province"", ""geo_name"": ""Lampung"", ""indicator_key"": ""sdg06_handwashing"", ""methodology_version"": ""webapi-var-1273-updated-2026-07-06"", ""observed_period"": ""2025"", ""producer"": ""Badan Pusat Statistik"", ""release_date"": ""2026-09-08"", ""series_key"": ""total"", ""source_id"": ""bps_webapi"", ""source_record_id"": ""domain=0000;var=1273;vervar=1800;turvar=0;th=125;turth=0"", ""unit"": ""percent"", ""value"": ""80.94""}]"
environment,sdg06_handwashing,total,2025,province,1900,percent,Kep. Bangka Belitung,1,1,89.35,89.35,0.00,single_source,"[{""geo_code"": ""1900"", ""geo_level"": ""province"", ""geo_name"": ""Kep. Bangka Belitung"", ""indicator_key"": ""sdg06_handwashing"", ""methodology_version"": ""webapi-var-1273-updated-2026-07-06"", ""observed_period"": ""2025"", ""producer"": ""Badan Pusat Statistik"", ""release_date"": ""2026-09-08"", ""series_key"": ""total"", ""source_id"": ""bps_webapi"", ""source_record_id"": ""domain=0000;var=1273;vervar=1900;turvar=0;th=125;turth=0"", ""unit"": ""percent"", ""value"": ""89.35""}]"
environment,sdg06_handwashing,total,2025,province,2100,percent,Kep. Riau,1,1,87.54,87.54,0.00,single_source,"[{""geo_code"": ""2100"", ""geo_level"": ""province"", ""geo_name"": ""Kep. Riau"", ""indicator_key"": ""sdg06_handwashing"", ""methodology_version"": ""webapi-var-1273-updated-2026-07-06"", ""observed_period"": ""2025"", ""producer"": ""Badan Pusat Statistik"", ""release_date"": ""2026-09-08"", ""series_key"": ""total"", ""source_id"": ""bps_webapi"", ""source_record_id"": ""domain=0000;var=1273;vervar=2100;turvar=0;th=125;turth=0"", ""unit"": ""percent"", ""value"": ""87.54""}]"
environment,sdg06_handwashing,total,2025,province,3100,percent,Dki Jakarta,1,1,82.95,82.95,0.00,single_source,"[{""geo_code"": ""3100"", ""geo_level"": ""province"", ""geo_name"": ""Dki Jakarta"", ""indicator_key"": ""sdg06_handwashing"", ""methodology_version"": ""webapi-var-1273-updated-2026-07-06"", ""observed_period"": ""2025"", ""producer"": ""Badan Pusat Statistik"", ""release_date"": ""2026-09-08"", ""series_key"": ""total"", ""source_id"": ""bps_webapi"", ""source_record_id"": ""domain=0000;var=1273;vervar=3100;turvar=0;th=125;turth=0"", ""unit"": ""percent"", ""value"": ""82.95""}]"
environment,sdg06_handwashing,total,2025,province,3200,percent,Jawa Barat,1,1,83.16,83.16,0.00,single_source,"[{""geo_code"": ""3200"", ""geo_level"": ""province"", ""geo_name"": ""Jawa Barat"", ""indicator_key"": ""sdg06_handwashing"", ""methodology_version"": ""webapi-var-1273-updated-2026-07-06"", ""observed_period"": ""2025"", ""producer"": ""Badan Pusat Statistik"", ""release_date"": ""2026-09-08"", ""series_key"": ""total"", ""source_id"": ""bps_webapi"", ""source_record_id"": ""domain=0000;var=1273;vervar=3200;turvar=0;th=125;turth=0"", ""unit"": ""percent"", ""value"": ""83.16""}]"
environment,sdg06_handwashing,total,2025,province,3300,percent,Jawa Tengah,1,1,87.12,87.12,0.00,single_source,"[{""geo_code"": ""3300"", ""geo_level"": ""province"", ""geo_name"": ""Jawa Tengah"", ""indicator_key"": ""sdg06_handwashing"", ""methodology_version"": ""webapi-var-1273-updated-2026-07-06"", ""observed_period"": ""2025"", ""producer"": ""Badan Pusat Statistik"", ""release_date"": ""2026-09-08"", ""series_key"": ""total"", ""source_id"": ""bps_webapi"", ""source_record_id"": ""domain=0000;var=1273;vervar=3300;turvar=0;th=125;turth=0"", ""unit"": ""percent"", ""value"": ""87.12""}]"
environment,sdg06_handwashing,total,2025,province,3400,percent,Di Yogyakarta,1,1,84.2,84.2,0.0,single_source,"[{""geo_code"": ""3400"", ""geo_level"": ""province"", ""geo_name"": ""Di Yogyakarta"", ""indicator_key"": ""sdg06_handwashing"", ""methodology_version"": ""webapi-var-1273-updated-2026-07-06"", ""observed_period"": ""2025"", ""producer"": ""Badan Pusat Statistik"", ""release_date"": ""2026-09-08"", ""series_key"": ""total"", ""source_id"": ""bps_webapi"", ""source_record_id"": ""domain=0000;var=1273;vervar=3400;turvar=0;th=125;turth=0"", ""unit"": ""percent"", ""value"": ""84.2""}]"
environment,sdg06_handwashing,total,2025,province,3500,percent,Jawa Timur,1,1,85,85,0,single_source,"[{""geo_code"": ""3500"", ""geo_level"": ""province"", ""geo_name"": ""Jawa Timur"", ""indicator_key"": ""sdg06_handwashing"", ""methodology_version"": ""webapi-var-1273-updated-2026-07-06"", ""observed_period"": ""2025"", ""producer"": ""Badan Pusat Statistik"", ""release_date"": ""2026-09-08"", ""series_key"": ""total"", ""source_id"": ""bps_webapi"", ""source_record_id"": ""domain=0000;var=1273;vervar=3500;turvar=0;th=125;turth=0"", ""unit"": ""percent"", ""value"": ""85""}]"
environment,sdg06_handwashing,total,2025,province,3600,percent,Banten,1,1,82.75,82.75,0.00,single_source,"[{""geo_code"": ""3600"", ""geo_level"": ""province"", ""geo_name"": ""Banten"", ""indicator_key"": ""sdg06_handwashing"", ""methodology_version"": ""webapi-var-1273-updated-2026-07-06"", ""observed_period"": ""2025"", ""producer"": ""Badan Pusat Statistik"", ""release_date"": ""2026-09-08"", ""series_key"": ""total"", ""source_id"": ""bps_webapi"", ""source_record_id"": ""domain=0000;var=1273;vervar=3600;turvar=0;th=125;turth=0"", ""unit"": ""percent"", ""value"": ""82.75""}]"
environment,sdg06_handwashing,total,2025,province,5100,percent,Bali,1,1,93.44,93.44,0.00,single_source,"[{""geo_code"": ""5100"", ""geo_level"": ""province"", ""geo_name"": ""Bali"", ""indicator_key"": ""sdg06_handwashing"", ""methodology_version"": ""webapi-var-1273-updated-2026-07-06"", ""observed_period"": ""2025"", ""producer"": ""Badan Pusat Statistik"", ""release_date"": ""2026-09-08"", ""series_key"": ""total"", ""source_id"": ""bps_webapi"", ""source_record_id"": ""domain=0000;var=1273;vervar=5100;turvar=0;th=125;turth=0"", ""unit"": ""percent"", ""value"": ""93.44""}]"
environment,sdg06_handwashing,total,2025,province,5200,percent,Nusa Tenggara Barat,1,1,78.72,78.72,0.00,single_source,"[{""geo_code"": ""5200"", ""geo_level"": ""province"", ""geo_name"": ""Nusa Tenggara Barat"", ""indicator_key"": ""sdg06_handwashing"", ""methodology_version"": ""webapi-var-1273-updated-2026-07-06"", ""observed_period"": ""2025"", ""producer"": ""Badan Pusat Statistik"", ""release_date"": ""2026-09-08"", ""series_key"": ""total"", ""source_id"": ""bps_webapi"", ""source_record_id"": ""domain=0000;var=1273;vervar=5200;turvar=0;th=125;turth=0"", ""unit"": ""percent"", ""value"": ""78.72""}]"
environment,sdg06_handwashing,total,2025,province,5300,percent,Nusa Tenggara Timur,1,1,42.17,42.17,0.00,single_source,"[{""geo_code"": ""5300"", ""geo_level"": ""province"", ""geo_name"": ""Nusa Tenggara Timur"", ""indicator_key"": ""sdg06_handwashing"", ""methodology_version"": ""webapi-var-1273-updated-2026-07-06"", ""observed_period"": ""2025"", ""producer"": ""Badan Pusat Statistik"", ""release_date"": ""2026-09-08"", ""series_key"": ""total"", ""source_id"": ""bps_webapi"", ""source_record_id"": ""domain=0000;var=1273;vervar=5300;turvar=0;th=125;turth=0"", ""unit"": ""percent"", ""value"": ""42.17""}]"
environment,sdg06_handwashing,total,2025,province,6100,percent,Kalimantan Barat,1,1,80.08,80.08,0.00,single_source,"[{""geo_code"": ""6100"", ""geo_level"": ""province"", ""geo_name"": ""Kalimantan Barat"", ""indicator_key"": ""sdg06_handwashing"", ""methodology_version"": ""webapi-var-1273-updated-2026-07-06"", ""observed_period"": ""2025"", ""producer"": ""Badan Pusat Statistik"", ""release_date"": ""2026-09-08"", ""series_key"": ""total"", ""source_id"": ""bps_webapi"", ""source_record_id"": ""domain=0000;var=1273;vervar=6100;turvar=0;th=125;turth=0"", ""unit"": ""percent"", ""value"": ""80.08""}]"
environment,sdg06_handwashing,total,2025,province,6200,percent,Kalimantan Tengah,1,1,77.78,77.78,0.00,single_source,"[{""geo_code"": ""6200"", ""geo_level"": ""province"", ""geo_name"": ""Kalimantan Tengah"", ""indicator_key"": ""sdg06_handwashing"", ""methodology_version"": ""webapi-var-1273-updated-2026-07-06"", ""observed_period"": ""2025"", ""producer"": ""Badan Pusat Statistik"", ""release_date"": ""2026-09-08"", ""series_key"": ""total"", ""source_id"": ""bps_webapi"", ""source_record_id"": ""domain=0000;var=1273;vervar=6200;turvar=0;th=125;turth=0"", ""unit"": ""percent"", ""value"": ""77.78""}]"
environment,sdg06_handwashing,total,2025,province,6300,percent,Kalimantan Selatan,1,1,82.86,82.86,0.00,single_source,"[{""geo_code"": ""6300"", ""geo_level"": ""province"", ""geo_name"": ""Kalimantan Selatan"", ""indicator_key"": ""sdg06_handwashing"", ""methodology_version"": ""webapi-var-1273-updated-2026-07-06"", ""observed_period"": ""2025"", ""producer"": ""Badan Pusat Statistik"", ""release_date"": ""2026-09-08"", ""series_key"": ""total"", ""source_id"": ""bps_webapi"", ""source_record_id"": ""domain=0000;var=1273;vervar=6300;turvar=0;th=125;turth=0"", ""unit"": ""percent"", ""value"": ""82.86""}]"
environment,sdg06_handwashing,total,2025,province,6400,percent,Kalimantan Timur,1,1,80.31,80.31,0.00,single_source,"[{""geo_code"": ""6400"", ""geo_level"": ""province"", ""geo_name"": ""Kalimantan Timur"", ""indicator_key"": ""sdg06_handwashing"", ""methodology_version"": ""webapi-var-1273-updated-2026-07-06"", ""observed_period"": ""2025"", ""producer"": ""Badan Pusat Statistik"", ""release_date"": ""2026-09-08"", ""series_key"": ""total"", ""source_id"": ""bps_webapi"", ""source_record_id"": ""domain=0000;var=1273;vervar=6400;turvar=0;th=125;turth=0"", ""unit"": ""percent"", ""value"": ""80.31""}]"
environment,sdg06_handwashing,total,2025,province,6500,percent,Kalimantan Utara,1,1,79.93,79.93,0.00,single_source,"[{""geo_code"": ""6500"", ""geo_level"": ""province"", ""geo_name"": ""Kalimantan Utara"", ""indicator_key"": ""sdg06_handwashing"", ""methodology_version"": ""webapi-var-1273-updated-2026-07-06"", ""observed_period"": ""2025"", ""producer"": ""Badan Pusat Statistik"", ""release_date"": ""2026-09-08"", ""series_key"": ""total"", ""source_id"": ""bps_webapi"", ""source_record_id"": ""domain=0000;var=1273;vervar=6500;turvar=0;th=125;turth=0"", ""unit"": ""percent"", ""value"": ""79.93""}]"
environment,sdg06_handwashing,total,2025,province,7100,percent,Sulawesi Utara,1,1,86.93,86.93,0.00,single_source,"[{""geo_code"": ""7100"", ""geo_level"": ""province"", ""geo_name"": ""Sulawesi Utara"", ""indicator_key"": ""sdg06_handwashing"", ""methodology_version"": ""webapi-var-1273-updated-2026-07-06"", ""observed_period"": ""2025"", ""producer"": ""Badan Pusat Statistik"", ""release_date"": ""2026-09-08"", ""series_key"": ""total"", ""source_id"": ""bps_webapi"", ""source_record_id"": ""domain=0000;var=1273;vervar=7100;turvar=0;th=125;turth=0"", ""unit"": ""percent"", ""value"": ""86.93""}]"
environment,sdg06_handwashing,total,2025,province,7200,percent,Sulawesi Tengah,1,1,80.79,80.79,0.00,single_source,"[{""geo_code"": ""7200"", ""geo_level"": ""province"", ""geo_name"": ""Sulawesi Tengah"", ""indicator_key"": ""sdg06_handwashing"", ""methodology_version"": ""webapi-var-1273-updated-2026-07-06"", ""observed_period"": ""2025"", ""producer"": ""Badan Pusat Statistik"", ""release_date"": ""2026-09-08"", ""series_key"": ""total"", ""source_id"": ""bps_webapi"", ""source_record_id"": ""domain=0000;var=1273;vervar=7200;turvar=0;th=125;turth=0"", ""unit"": ""percent"", ""value"": ""80.79""}]"
environment,sdg06_handwashing,total,2025,province,7300,percent,Sulawesi Selatan,1,1,86.44,86.44,0.00,single_source,"[{""geo_code"": ""7300"", ""geo_level"": ""province"", ""geo_name"": ""Sulawesi Selatan"", ""indicator_key"": ""sdg06_handwashing"", ""methodology_version"": ""webapi-var-1273-updated-2026-07-06"", ""observed_period"": ""2025"", ""producer"": ""Badan Pusat Statistik"", ""release_date"": ""2026-09-08"", ""series_key"": ""total"", ""source_id"": ""bps_webapi"", ""source_record_id"": ""domain=0000;var=1273;vervar=7300;turvar=0;th=125;turth=0"", ""unit"": ""percent"", ""value"": ""86.44""}]"
environment,sdg06_handwashing,total,2025,province,7400,percent,Sulawesi Tenggara,1,1,85.55,85.55,0.00,single_source,"[{""geo_code"": ""7400"", ""geo_level"": ""province"", ""geo_name"": ""Sulawesi Tenggara"", ""indicator_key"": ""sdg06_handwashing"", ""methodology_version"": ""webapi-var-1273-updated-2026-07-06"", ""observed_period"": ""2025"", ""producer"": ""Badan Pusat Statistik"", ""release_date"": ""2026-09-08"", ""series_key"": ""total"", ""source_id"": ""bps_webapi"", ""source_record_id"": ""domain=0000;var=1273;vervar=7400;turvar=0;th=125;turth=0"", ""unit"": ""percent"", ""value"": ""85.55""}]"
environment,sdg06_handwashing,total,2025,province,7500,percent,Gorontalo,1,1,82.05,82.05,0.00,single_source,"[{""geo_code"": ""7500"", ""geo_level"": ""province"", ""geo_name"": ""Gorontalo"", ""indicator_key"": ""sdg06_handwashing"", ""methodology_version"": ""webapi-var-1273-updated-2026-07-06"", ""observed_period"": ""2025"", ""producer"": ""Badan Pusat Statistik"", ""release_date"": ""2026-09-08"", ""series_key"": ""total"", ""source_id"": ""bps_webapi"", ""source_record_id"": ""domain=0000;var=1273;vervar=7500;turvar=0;th=125;turth=0"", ""unit"": ""percent"", ""value"": ""82.05""}]"
environment,sdg06_handwashing,total,2025,province,7600,percent,Sulawesi Barat,1,1,80.67,80.67,0.00,single_source,"[{""geo_code"": ""7600"", ""geo_level"": ""province"", ""geo_name"": ""Sulawesi Barat"", ""indicator_key"": ""sdg06_handwashing"", ""methodology_version"": ""webapi-var-1273-updated-2026-07-06"", ""observed_period"": ""2025"", ""producer"": ""Badan Pusat Statistik"", ""release_date"": ""2026-09-08"", ""series_key"": ""total"", ""source_id"": ""bps_webapi"", ""source_record_id"": ""domain=0000;var=1273;vervar=7600;turvar=0;th=125;turth=0"", ""unit"": ""percent"", ""value"": ""80.67""}]"
environment,sdg06_handwashing,total,2025,province,8100,percent,Maluku,1,1,78.64,78.64,0.00,single_source,"[{""geo_code"": ""8100"", ""geo_level"": ""province"", ""geo_name"": ""Maluku"", ""indicator_key"": ""sdg06_handwashing"", ""methodology_version"": ""webapi-var-1273-updated-2026-07-06"", ""observed_period"": ""2025"", ""producer"": ""Badan Pusat Statistik"", ""release_date"": ""2026-09-08"", ""series_key"": ""total"", ""source_id"": ""bps_webapi"", ""source_record_id"": ""domain=0000;var=1273;vervar=8100;turvar=0;th=125;turth=0"", ""unit"": ""percent"", ""value"": ""78.64""}]"
environment,sdg06_handwashing,total,2025,province,8200,percent,Maluku Utara,1,1,84.4,84.4,0.0,single_source,"[{""geo_code"": ""8200"", ""geo_level"": ""province"", ""geo_name"": ""Maluku Utara"", ""indicator_key"": ""sdg06_handwashing"", ""methodology_version"": ""webapi-var-1273-updated-2026-07-06"", ""observed_period"": ""2025"", ""producer"": ""Badan Pusat Statistik"", ""release_date"": ""2026-09-08"", ""series_key"": ""total"", ""source_id"": ""bps_webapi"", ""source_record_id"": ""domain=0000;var=1273;vervar=8200;turvar=0;th=125;turth=0"", ""unit"": ""percent"", ""value"": ""84.4""}]"
environment,sdg06_handwashing,total,2025,province,9100,percent,Papua Barat,1,1,64.16,64.16,0.00,single_source,"[{""geo_code"": ""9100"", ""geo_level"": ""province"", ""geo_name"": ""Papua Barat"", ""indicator_key"": ""sdg06_handwashing"", ""methodology_version"": ""webapi-var-1273-updated-2026-07-06"", ""observed_period"": ""2025"", ""producer"": ""Badan Pusat Statistik"", ""release_date"": ""2026-09-08"", ""series_key"": ""total"", ""source_id"": ""bps_webapi"", ""source_record_id"": ""domain=0000;var=1273;vervar=9100;turvar=0;th=125;turth=0"", ""unit"": ""percent"", ""value"": ""64.16""}]"
environment,sdg06_handwashing,total,2025,province,9200,percent,Papua Barat Daya,1,1,69.12,69.12,0.00,single_source,"[{""geo_code"": ""9200"", ""geo_level"": ""province"", ""geo_name"": ""Papua Barat Daya"", ""indicator_key"": ""sdg06_handwashing"", ""methodology_version"": ""webapi-var-1273-updated-2026-07-06"", ""observed_period"": ""2025"", ""producer"": ""Badan Pusat Statistik"", ""release_date"": ""2026-09-08"", ""series_key"": ""total"", ""source_id"": ""bps_webapi"", ""source_record_id"": ""domain=0000;var=1273;vervar=9200;turvar=0;th=125;turth=0"", ""unit"": ""percent"", ""value"": ""69.12""}]"
environment,sdg06_handwashing,total,2025,province,9400,percent,Papua,1,1,65.57,65.57,0.00,single_source,"[{""geo_code"": ""9400"", ""geo_level"": ""province"", ""geo_name"": ""Papua"", ""indicator_key"": ""sdg06_handwashing"", ""methodology_version"": ""webapi-var-1273-updated-2026-07-06"", ""observed_period"": ""2025"", ""producer"": ""Badan Pusat Statistik"", ""release_date"": ""2026-09-08"", ""series_key"": ""total"", ""source_id"": ""bps_webapi"", ""source_record_id"": ""domain=0000;var=1273;vervar=9400;turvar=0;th=125;turth=0"", ""unit"": ""percent"", ""value"": ""65.57""}]"
